"","IBM","CAT","MCD","AMGN","HON","AXP","MMM","WBA","DOW","TRV"
"1",-0.00673239910975099,-0.00140562420710921,0.00542532466351986,-0.000571305397897959,0.00241706264205277,0.0567256696522236,0.0013486702227965,-0.00503439828753471,0.009304522536695,-0.00108458392787725
"2",-0.00252235122025013,-0.0165603421628475,0.00828241277486086,-0.000889006536453962,0.0230500940233469,0.0054737632162869,0.000707353581674397,-0.00774454744532704,0.00540453521534801,-0.00311565981246531
"3",0.0126087600365281,0.0169503781944513,0.00429559079930186,0.0046754190698266,-0.0120817590504885,0.00245134765282273,0.000236423627939075,0.000987831270322204,-0.00297364988364279,-0.00273989327251911
"4",-0.00585898384451866,0.00295635499060154,-0.00030944193713367,0.00390947144478559,-0.00261769141070545,0.0111450748518109,0.00061154254944995,-0.00999968498945236,0.0019883296918124,0.0038386769592762
"5",0.00261020846664906,-0.0119339684024453,-0.00363518460653722,0.0024992129765451,0.00733210053294897,-0.00935512874275446,-0.00709726987406611,0.00591627694666386,0.00280647352337837,-0.00754122901707888
"6",0.00936208758503199,0.00742456316947937,0.000810409430414438,0.00278664333745837,-0.0085947448387742,-0.0063002984970808,-0.0063855517655611,0.0127999130636454,-0.00718000810593367,-0.00222085253335536
"7",0.00536973588168621,0.00659551750868559,0.00182846444658935,0.00336198112927377,-0.00724091148003936,-0.00674374587833881,-0.00578529387712479,0.0105422232300043,-0.00182520970702171,-0.00490754656493664
"8",-0.0154534140601754,-0.00256732571870089,-0.0072767585515976,0.00922730285674334,-7.25621066521853e-05,0.00407513324171305,-0.00150223984383047,0.000927662185858935,-0.013070322573185,0.00251303520053625
"9",-0.000909507798496634,0.0013450370170176,0.00206869095563889,-0.00312917237170041,-0.00328178098425269,-0.00223370851017535,-0.0011242947075516,-0.00376013875938952,-0.00265589053742588,0.00494537129998207
"10",0.00856317952275276,0.00792180094867945,-0.00250310031697154,-0.00541599374264479,-0.000968408712651581,-0.0135473730042577,-0.00713697262108326,-0.00442311959341168,-0.00178682315163314,0.00424966076388955
"11",-0.00306186825037003,0.0081329308450222,-0.00288278074003756,-0.00173244066536427,0.00750908674672246,0.00195155129767954,-0.00827476475387812,-0.011994962580502,-0.0112387137487531,-0.000941593549214303
"12",-0.00411628559231758,-0.0120749026536942,-0.000196582826902159,0.00173326232470572,0.00163202197290957,0.00919104274362326,-0.00618859427049756,-0.00150556641165167,0.00172493129502982,-0.0101552596315742
"13",0.00140513991937041,0.0158814210444689,0.0025361820589751,-0.000524879724252969,0.000211383288842626,-0.00774175953119993,-0.00339028961025178,0.00483026122674346,0.0037590628489852,-0.0145425200462341
"14",0.00645065167918801,0.00526998518034816,0.00416953628882766,0.00262640882283449,0.0049673430621624,0.00159431213978678,-0.00505643198266625,0.000253848556894809,-0.0113026415929198,0.0052456920966506
"15",-0.00592054333537817,-0.00547774229198694,-0.000180558185093105,-8.85176850715652e-05,0.0054413597099483,-0.0113147236406803,-0.00352325337007642,-0.000948639237321913,0.0162426698952913,0.000668494030833244
"16",-0.000969404471106827,0.00114100589416921,-0.00246258126571774,-0.00086732639465481,0.00805960781872272,-0.00608878815546632,-0.00646729487925768,-0.000154953537276015,-0.00524443108588457,0.00171385472640395
"17",0.00353388441726565,0.000193576735910028,-0.000680506112985313,0.000572550634387881,-0.00513293361291289,0.00477728759869933,-0.00335977878421545,-0.00164940254762769,0.000302290631225333,-0.00114200951065868
"18",0.000447672879090533,0.00290835648775101,0.00288869952782989,0.00175181054510176,-6.10770875937305e-05,-0.000681683945003897,-0.00418601604178548,-0.00720733078196645,-0.0110337547957897,-0.00409890990704298
"19",-0.00366267072968185,-0.00997862964868546,0.00145937339402735,0.00275372853502631,0.0106935370713472,-0.00436305906623602,-0.00401779310777783,0.00904517807066441,-0.00269187265075743,0.00135102262720466
"20",0.00159696210175753,-0.000822319823782891,0.00502323964610696,0.000759318470954895,-0.000701616052538157,0.0148440124467015,-0.00401493860408664,-0.0099105853587389,0.0153570845723152,-0.00933142192661762
"21",0.00500626116991043,0.00460031814873219,-0.00346543313935399,-0.00331855774857104,-0.00876116100698709,0.0087673757225275,-0.00585467601194978,0.00319471745751798,-0.010132122784853,-0.00510888732969761
