"","T","AA","MCD","VZ","RTX","MMM","DD","HON","MO"
"1",0.00188388605602086,-0.00122728710994124,0.00613828375935555,0.00262999045662582,0.00417681084945798,0.00239818310365081,-0.00217786710709333,0.000302707456285134,0.00221040938049555
"2",0.00403699371963739,0.000450554507551715,0.00580274593085051,-0.000137889655889012,0.00383817404508591,-0.002883953275159,0.00213974830694497,0.00124980928376317,-0.00685295974835753
"3",-0.00112621521111578,0.00818894244730473,0.00257700029760599,0.00372601603157818,0.00699846353381872,-0.00386592000722885,-0.0023519245442003,0.000984616810455918,-0.00431504473090172
"4",0.0103145437315106,-0.000356466131052002,0.000899445440154523,0.00204208958894014,0.00930024310946465,-0.00375531380996108,-0.00414709048345685,0.0132150836288929,0.00660835765302181
"5",-0.00219202879816294,0.00492102140560746,0.000445104378741235,0.00313224038109183,0.00177994917612523,-0.00610377453267574,0.000492453691549599,0.0104102212935686,0.0146950194612145
"6",0.00596787314862013,-0.0120387328788638,-0.00273445574566722,-0.000251271558227018,-0.00419610366225243,-0.000573704077396542,0.008093879558146,0.00362659688107669,0.00168122979812324
"7",0.00122837023809552,-0.0227958522737026,-0.00587224634364247,0.00723302364349365,0.00145186122972518,0.000303639622870833,0.00688485335558653,0.00147472065873444,0.00562867661938071
"8",0.00689133442938328,0.00992205645889044,0.00341792567633092,0.0055525959469378,-0.000431555177783594,0.00127426977269351,0.00445952313020825,-0.00329113658517599,-0.000996394315734506
"9",-0.00264765624888241,-0.00147068034857512,0.0139114838093519,0.0034310391638428,-0.00026393195730634,0.00316464784555137,-0.00126993923913687,-0.00275869062170386,0.00234374264255166
"10",-0.00596134318038821,0.00694575672969222,0.00037784202140756,0.00332096498459578,0.00139172037597746,0.00217135716229677,-0.000273779354756698,-0.00281914020888507,-0.0060263960622251
"11",-0.000472773012006655,0.0166285037994385,0.00203575706109405,0.00372332497499883,0.00166774145327508,0.0122128641232848,0.00130107847508043,0.000465567602077499,-0.000326904992107302
"12",0.00522433826699853,-0.000640508660580963,-0.00256101787090302,0.00131907942704856,-0.00723770027980208,0.00101368699688464,-0.00187390903010964,-0.003882055869326,0.00520656537264585
"13",-0.00555474357679486,-0.0156979151070118,0.00191996013745666,0.00681948056444526,-0.00141900172457099,0.00525572802871466,-0.00032959904638119,-0.00132579088676721,-0.00569868227466941
"14",-0.000995148904621601,0.00206405506469309,0.00050154107157141,0.00265630963258445,-0.00178152066655457,-0.00252684717997909,0.00101883814204484,0.00665204133838415,-3.56431337422691e-05
"15",0.00447791209444404,0.00372730288654566,-0.000203483694349416,0.0050160139799118,-0.00218090345151722,0.00242919009178877,2.12614941119682e-05,0.00360466772690415,0.00453426921740174
"16",-0.000669992878101766,-0.00229116436094046,0.0036205523647368,0.00168153329286724,0.000571594049688429,-0.0023054601624608,0.00197943719103932,0.00421107746660709,-0.00373623450286686
"17",0.000765583128668368,0.00566853256896138,0.0043690768070519,0.00229784729890525,-0.00232752924785018,0.00357866939157248,-0.00174135225825012,0.00357645167969167,0.00197827932424843
"18",-0.0117153059691191,0.0132082886993885,0.00534414499998093,0.0022763607557863,0.00306232110597193,0.00143005268182606,0.0011509929317981,0.00607683742418885,-0.000211647173273377
"19",0.00544788688421249,-0.00572575675323606,0.00593251455575228,0.00148765835911036,-0.00162178557366133,0.00112017686478794,0.00150193343870342,0.00121924455743283,0.00428557302802801
"20",0.00522939348593354,-0.00747847510501742,0.00504281045868993,0.00139204692095518,-0.00410585524514318,0.000538905442226678,0.00128192838747054,-0.00560039142146707,0.0091130780056119
"21",0.000552103912923485,0.00703524705022573,0.00438028760254383,0.00268519460223615,0.00171304424293339,0.0021158077288419,-0.0011308885877952,0.00153598643373698,0.000894838245585561
