"","IBM","KO","NKE","UNH","RTX","AXP","DD","CAT","MMM","TRV"
"1",0.0274196807295084,0.00121151842176914,0.00749200861901045,0.0004909333656542,0.0360902659595013,0.00282888556830585,-0.00378139340318739,-0.0128633407875896,0.00776866264641285,0.00819949246942997
"2",0.00224722502753139,0.00672067143023014,-0.00291981920599937,0.00146100064739585,0.0107069024816155,-0.00249121920205653,0.00583935063332319,-0.00375209399498999,0.00245034508407116,0.00787314958870411
"3",-0.00643269252032042,-0.00387984607368708,-0.0129618514329195,0.00394035177305341,0.0224259160459042,-0.0197545066475868,-0.00637567369267344,0.0239979922771454,0.00279973796568811,-0.00755868945270777
"4",-0.0371794663369656,-0.000773638254031539,-0.00432627089321613,0.0094550559297204,0.00555121246725321,-0.0113528519868851,0.00688469875603914,-0.00406961049884558,-0.00418728357180953,0.00249655288644135
"5",0.00227552419528365,0.00356359244324267,0.00552957504987717,0.00736599927768111,-0.00166595436166972,-0.00978799536824226,0.00465250900015235,-0.00168419734109193,0.00322968605905771,0.00399125088006258
"6",0.00431031826883554,0.00377128063701093,-0.00200026552192867,-0.00497834524139762,0.0297542046755552,-0.00301386136561632,0.00815540552139282,-0.00397936208173633,0.000275079510174692,-0.00102403527125716
"7",-0.00267756753601134,-0.00487752351909876,-0.00460809748619795,0.00819659885019064,0.0118534918874502,0.00441192649304867,-0.00206668209284544,-0.00212023220956326,-0.000768524536397308,-0.00306967529468238
"8",-0.00409257784485817,-0.00654315575957298,-0.000711105880327523,-0.00120966229587793,-0.00261966208927333,0.00152516062371433,-0.00131326587870717,-0.0046416805125773,-0.0103775514289737,0.00787127017974854
"9",-0.00567848514765501,0.00200068764388561,0.0119736110791564,-0.0024388546589762,0.0374045968055725,0.00218874448910356,0.00388587475754321,0.000784032454248518,-0.00109845737461001,-0.00419934652745724
"10",-0.00487374421209097,0.00210192427039146,0.00195524445734918,0.00121652509551495,-0.00295074284076691,0.00414249254390597,-0.00233760406263173,0.00424671499058604,0.00147783651482314,0.00806307233870029
"11",-0.00160118949133903,-0.00966952461749315,-0.00698120472952724,0.00319017213769257,0.00223716767504811,-0.00777484150603414,0.0114078409969807,-0.000226331350859255,0.00342397717759013,-0.000120717988465913
"12",-0.000235356885241345,-0.00645713740959764,-0.000307304901070893,0.00415885914117098,0.0235196240246296,-0.0031585197430104,0.0122685432434082,0.00273893657140434,-0.00670321751385927,-0.0104285310953856
"13",-0.0106616783887148,0.00144842348527163,0.00219781813211739,0.00290606589987874,0.00750504247844219,-0.00306795467622578,-0.0062428074888885,0.00482510449364781,0.00311812479048967,0.00524227134883404
"14",0.00295837176963687,0.00344801507890224,0.00102933135349303,-0.00655554095283151,0.00509716523811221,-0.00580211309716105,0.00118555780500174,-0.0036271084100008,0.0060783657245338,-0.00468664150685072
"15",0.00926162302494049,0.000224811490625143,-0.00552973290905356,-0.00622603297233582,0.00192503596190363,-0.000458596914540976,0.00382025050930679,-0.00169529626145959,-0.00262676831334829,-0.00492109265178442
"16",-0.00206091813743114,-0.0114296656101942,0.00181533966679126,0.000312897172989324,0.00969585031270981,0.011380959302187,-0.00623833341524005,-0.00399987120181322,-0.000948053144384176,-0.00192209042143077
"17",0.00286474172025919,-0.0014852014137432,0.00193915225099772,-0.00615191832184792,0.0208446346223354,-0.00223174993880093,0.00863866601139307,-0.00574439857155085,-0.00491169700399041,0.00133046659175307
"18",0.00432567438110709,0.0033091064542532,-0.00424340693280101,0.000256648752838373,0.00026184762828052,-0.00755154620856047,0.00998402386903763,-0.00373519235290587,-0.00230357330292463,0.00807727407664061
"19",-0.00271358760073781,0.00303200469352305,0.00357854436151683,0.00395571021363139,-0.0106009570881724,-0.00217497418634593,-0.00358831533230841,0.00457306299358606,0.00338166789151728,-0.00248211226426065
"20",-0.00560899311676621,-0.0103012472391129,0.00373885035514832,-0.00562388077378273,0.0345102697610855,0.000151960644870996,-0.0079607805237174,-0.000555349222850055,-0.0023805012460798,0.00122601201292127
"21",-0.00778794148936868,-0.00371156074106693,0.00250388099811971,-0.00608216924592853,-0.00100681185722351,-0.00194291258230805,0.0107884220778942,-0.00802057143300772,-0.0108697582036257,0.000433463312219828
