"","T","DIS","MCD","VZ","RTX","MMM","HON","DD","MO"
"1",0.00623238831758499,-0.0100473230704665,0.00590403378009796,0.0196019653230906,0.00812975596636534,-0.000287345872493461,0.00378333986736834,0.00238617765717208,0.00479376688599586
"2",-0.00791438110172749,0.0121891926974058,0.0165752284228802,0.0025689525064081,0.0206976272165775,0.00465334113687277,0.004861646797508,0.00615168455988169,-0.00332151749171317
"3",0.00544484192505479,0.00442703207954764,-0.00491086253896356,0.00573664018884301,0.00540773291140795,-0.00303706061094999,-0.000471651321277022,0.00828067027032375,0.00709039019420743
"4",-0.000685840670485049,-0.000838747306261212,-9.35681673581712e-05,-0.000572285091038793,-0.0075735654681921,-0.00278803077526391,-0.00234279432334006,-0.00455974927172065,-0.0025972134899348
"5",0.00652403850108385,-0.00593277206644416,0.00755726918578148,-0.00844182725995779,0.0010589670855552,-0.000168174650752917,0.00510472198948264,-0.00217249221168458,-0.0127000706270337
"6",0.000715702364686877,0.00418512476608157,0.0122543945908546,-0.00692690955474973,-0.00532544730231166,0.00245386315509677,-0.00170523952692747,0.000503126357216388,0.00358580681495368
"7",0.0166360773146152,0.00317974993959069,-0.0426321774721146,0.00374074350111187,-0.00565929664298892,-0.00277863931842148,-0.00188697793055326,-0.00406996300444007,-0.00689756264910102
"8",0.024055227637291,-0.00361400377005339,-0.00919504836201668,-0.00299689546227455,-0.00059095851611346,0.00619833217933774,0.0017405761172995,-0.00171642436180264,-0.00209303642623127
"9",0.0122983977198601,-0.00222651660442352,-0.012074570171535,-0.0172958429902792,-0.00622456381097436,-0.00130732136312872,-0.0150899412110448,0.00805404037237167,-0.000917186727747321
"10",0.00541821867227554,0.0101669663563371,-0.0143931740894914,0.0115706138312817,-0.00143966474570334,0.00721533736214042,0.00490241404622793,0.0118388617411256,0.00766164483502507
"11",0.00347047904506326,-0.000244121692958288,-0.0084007615223527,-0.00221342546865344,-0.00431999657303095,0.00302078062668443,-0.00489114318042994,-0.010647458024323,-0.00183847267180681
"12",-0.00503849936649203,0.00193432404194027,0.00589992851018906,0.00331535446457565,-0.00782829709351063,0.00158124056179076,-0.00202959007583559,0.00455847522243857,0.00745623651891947
"13",-0.000844068475998938,0.00386362220160663,0.000252554775215685,-0.0040572565048933,0.00589817576110363,-0.00164347246754915,0.00611251872032881,-0.00612909533083439,0.00190192635636777
"14",-0.00380897358991206,-0.00125824671704322,0.0130972871556878,0.002229348057881,-0.00584727432578802,0.000803883944172412,0.002189417835325,0.000623349915258586,-0.00568878091871738
"15",-0.0022054307628423,0.00374928908422589,0.00806855130940676,0.00713506434112787,0.00293026817962527,0.00388873717747629,0.00561634683981538,0.00102173711638898,-0.00114907138049603
"16",0.00636224122717977,-0.00100386247504503,0.00895535014569759,-0.00636768853291869,0.00813063327223063,-0.0038739861920476,0.00830165855586529,0.00451840413734317,-0.000146990147186443
"17",0.00916332472115755,0.0057024541310966,-0.029642453417182,0.00610435428097844,-0.00363787380047143,0.0035604031290859,-0.00102740770671517,0.00523643335327506,0.00512288883328438
"18",-0.000125426086015068,-0.0018547938670963,0.002305414294824,-0.00332729634828866,0.00398445222526789,0.00954190362244844,-0.00676312390714884,0.00374218029901385,0.000225897863856517
"19",0.00189852970652282,-0.00186485145241022,-0.011574387550354,0.00465302774682641,-0.00136432168073952,-0.00232719210907817,-0.00111080659553409,-0.00255412957631052,0.003438092302531
"20",0.00117733888328075,0.00344714825041592,-0.00390790961682796,0.00235961470752954,-0.00271293078549206,0.00485832616686821,-0.0131003325805068,-0.00494639296084642,0.0018337081419304
"21",-0.00831928290426731,0.000547739153262228,-0.0019321272848174,-0.00673061516135931,-0.00405356660485268,-0.00144603289663792,0.00908905919641256,-0.00646696845069528,0.00161134568043053
