"","KO","MRK","IBM","UNH","DD","RTX","CAT","AXP","MMM","TRV"
"1",-0.000349991081748158,0.00234820111654699,-0.00399050023406744,-0.00159020209684968,0.00198096828535199,0.00500438455492258,0.0031744078733027,0.00197052536532283,0.00363964564166963,-0.00229221768677235
"2",0.00113762053661048,-0.00383794726803899,-0.00923430547118187,0.00178131985012442,-0.00183152640238404,0.00273520359769464,-0.00124154926743358,-0.00169982691295445,0.000638836703728884,-0.0103972461074591
"3",0.000604497792664915,0.00296795484609902,0.00113866187166423,0.00276910234242678,-0.00209991307929158,-0.00290750595740974,-0.0121324062347412,-0.00431397836655378,0.000857226084917784,0.00344874290749431
"4",-0.00275052059441805,0.00934955012053251,-0.00535763613879681,0.00360613502562046,-0.00312003935687244,0.00221356353722513,0.0229938440024853,0.00181212939787656,-0.00198088050819933,0.00218050670810044
"5",0.00113048544153571,0.00226454786024988,-0.00824840273708105,-0.00340854795649648,-0.00574401067569852,-0.00256392685696483,-0.000894675147719681,-0.00441894959658384,0.00161090318579227,0.00037396585685201
"6",0.00177821679972112,-0.00640907417982817,0.000845388858579099,-0.00190473708789796,-0.000833394937217236,-0.00916707422584295,-0.0022394135594368,0.0046879593282938,0.000230170800932683,-0.00270689744502306
"7",0.0031249113380909,0.00278949528001249,0.00455635879188776,-0.00373494974337518,-0.00490271905437112,-0.00707204174250364,0.00260534510016441,-0.000711248489096761,-0.00234423717483878,-0.00390644418075681
"8",-0.00730379950255156,8.82345193531364e-05,0.00441174721345305,0.00657820422202349,0.00488053495064378,0.00543016195297241,-0.00379945989698172,-0.00142306310590357,-0.000511672464199364,0.00664167292416096
"9",-0.00278841145336628,-0.00259324349462986,-0.00982398074120283,-0.00829646177589893,-0.00294526549987495,0.000730626401491463,-0.000699286407325417,-0.00350425485521555,0.00216272892430425,-0.00138823757879436
"10",-0.00688892975449562,0.00223576626740396,0.00164551148191094,-0.00141772895585746,-0.0032815421000123,0.000106403756944928,0.00495553249493241,-0.00146895123180002,-0.000636252691037953,-0.00204078503884375
"11",0.0040594725869596,-0.00795396044850349,0.00300987088121474,0.00502667110413313,-0.0022555273026228,-0.0031635242048651,-0.012176126241684,-0.00299666542559862,-0.00194007903337479,0.00136124494019896
"12",-0.00809861905872822,0.0055010630749166,-0.00983672402799129,0.00200379965826869,-0.00712773390114307,0.00037751963827759,-0.0133446725085378,-0.00124496954958886,0.0042351558804512,-0.000155452740727924
"13",-0.00201816647313535,-0.000756785098928958,-0.00438050413504243,-0.00171613181009889,-0.0139704514294863,-0.00293408217839897,0.00688566779717803,-0.00115350575651973,0.00127308419905603,-0.00141683756373823
"14",-0.00812083203345537,-0.00156424369197339,0.00317911617457867,-0.00558438850566745,-0.00423979666084051,-0.00528711546212435,0.00167552521452308,0.00426644878461957,0.00105139997322112,-0.00369312358088791
"15",0.00302595389075577,0.0054696942679584,-0.0115665970370173,0.00462861079722643,-0.00587665056809783,0.00218087574467063,-0.00146137340925634,-0.00364232109859586,-0.00298963091336191,-0.00663032801821828
"16",-0.00158013543114066,-0.00318599306046963,-0.00953257922083139,0.00213560718111694,-0.00363108795136213,-0.00623379508033395,0.00712969666346908,-0.00254521705210209,0.00282280542887747,-0.000490628241095692
"17",-0.00655937707051635,-0.00191076821647584,-0.00545478286221623,0.00250317971222103,-0.0118948500603437,-0.000216973014175892,-0.00202710554003716,-0.00392416585236788,0.000444926903583109,-0.000254105223575607
"18",-6.06193279963918e-05,0.000566033646464348,-0.00174265925306827,-0.00128833635244519,-0.000591534771956503,0.00284705776721239,-0.00533889885991812,9.36344804358669e-05,0.000426895450800657,0.000944728555623442
"19",-0.00667534535750747,-0.00287493807263672,-0.00853671040385962,-0.00198493129573762,-0.00169542280491441,-0.000168689381098375,0.00702700391411781,-0.00130717817228287,-0.00313175469636917,-0.00497562019154429
"20",0.00241900654509664,0.000762255163863301,-0.00335945188999176,0.00257558422163129,0.00255158892832696,0.000678464712109417,0.00269567081704736,-0.00078548165038228,0.00259210471995175,-0.00270375981926918
"21",-0.0113079668954015,-0.00440081302076578,-0.00284432736225426,-0.000921596481930465,-0.00458460208028555,-0.00711038988083601,-0.00694506149739027,-0.0042719361372292,-0.000218367480556481,0.000612209900282323
