"","HD","DIS","CAT","T","RTX","VZ","MMM","DD","MDLZ"
"1",-0.00314108189195395,-0.019413061439991,-0.00496706133708358,-0.00345393246971071,-0.0218069460242987,-0.0041108182631433,0.0113290958106518,-0.0208727829158306,0.0155133148655295
"2",-0.00714136566966772,0.067077524960041,0.0143047217279673,-0.0119068622589111,0.0293345730751753,-0.0111469915136695,0.041218426078558,0.0737614184617996,0.000138814706588164
"3",-0.00258687348105013,-0.0108286235481501,-0.0410402715206146,0.0564992874860764,-0.0146607393398881,-0.00877577252686024,-0.0246680751442909,0.000968029780779034,-0.0140295876190066
"4",0.0283352769911289,-0.00535631319507957,0.01194351259619,0.0143264038488269,-0.0144114037975669,-0.0385077483952045,0.0179665740579367,-0.027345223352313,0.00715485215187073
"5",-0.0161153208464384,0.0292452462017536,0.0216312501579523,-0.00326885958202183,0.0157460905611515,0.0107516823336482,0.0355542525649071,0.0484129004180431,-0.0092822378501296
"6",-0.0077368812635541,-0.00664063496515155,-0.0182995833456516,0.00413333484902978,-0.00367091502994299,0.0160075910389423,0.00682203099131584,0.0108894575387239,-0.00688345870003104
"7",-0.000803037197329104,0.0298451371490955,0.00533536029979587,-0.000671979738399386,0.00467896135523915,-0.00162506499327719,0.00036590953823179,0.0403824634850025,-0.00377373513765633
"8",0.124536067247391,0.0782857239246368,0.00747267855331302,0.00309469294734299,0.111177995800972,-0.0157628003507853,-0.00508564570918679,0.0146341063082218,-0.0063716396689415
"9",-0.0108046876266599,-0.00677761901170015,-0.0220470316708088,-0.0138665530830622,-0.0111549459397793,0.00965121760964394,0.00509175471961498,-0.00208252063021064,0.00237080850638449
"10",0.0455526188015938,0.0263256840407848,0.0041627218015492,0.00801884569227695,-0.00468316208571196,-0.00502578960731626,0.0134707940742373,0.0635990723967552,0.00018526881467551
"11",0.0258209016174078,0.0132604520767927,-0.00210530078038573,0.00395096093416214,0.00476264441385865,-0.00039738931809552,-0.00466478569433093,-0.00269340234808624,0.000905892404261976
"12",-0.0215102266520262,0.00781456474214792,0.00124564976431429,0.00934323202818632,0.00649286108091474,-0.0183783620595932,0.00243916874751449,-0.0027734930627048,-0.00425282353535295
"13",0.00415719393640757,-0.00464518275111914,0.00834490545094013,-0.00352921569719911,0.0167894512414932,0.000200864204089157,-0.00404210342094302,0.00678575178608298,-0.00142173189669847
"14",0.0063852546736598,0.0113118449226022,0.0075259474106133,0.00672696158289909,-0.00676352856680751,-0.0100775957107544,0.006767263635993,0.0023183801677078,-0.00296884728595614
"15",0.00340665830299258,-0.000690351356752217,0.0175469163805246,-0.00380998104810715,0.00514195999130607,-0.004789421800524,0.000842238601762801,-0.00215121149085462,0.000835302576888353
"16",0.00867370702326298,0.0279164630919695,0.00607700692489743,-0.00295579736120999,0.000111533874587622,-0.00108705717138946,-0.000229103054152802,0.00974827166646719,0.000846547423861921
"17",0.0313012562692165,0.0202389806509018,0.0030501417350024,0.0014864238910377,-0.000119658761832397,0.00808293465524912,0.00533457333222032,-0.00062405300559476,-0.00125694600865245
"18",-0.000248200871283188,-0.0115452371537685,0.0113959992304444,-0.00683971587568521,0.0113008292391896,-0.00144079281017184,-0.00324683636426926,0.00813907664269209,-0.00199017697013915
"19",0.101110637187958,-0.00134066643659025,0.00431716628372669,-0.000904440297745168,0.0988246351480484,0.00617735367268324,-0.00705287558957934,0.000676366267725825,0.00779230752959847
"20",-0.0121363401412964,0.013659724034369,0.00837074965238571,-0.000430257787229493,0.00315109384246171,-0.00274551869370043,0.00463415496051311,-0.0107778580859303,0.00449120486155152
"21",-0.0053282892331481,0.00977965258061886,0.0120135471224785,-0.00510722305625677,0.000712410022970289,-0.00202867947518826,-8.13165679574013e-05,0.00544186029583216,-0.00273677869699895
