"","KO","CAT","T","DIS","MCD","VZ","RTX","MMM","DD"
"1",0.00572754302993417,-0.00213249307125807,-0.0119668105617166,-0.0153123019263148,-0.0216539483517408,0.0201292149722576,-0.00423932541161776,-0.0091125126928091,-0.00648374436423182
"2",-0.00996132288128138,-0.00149699789471924,0.00619616359472275,0.000147309314343147,0.00451767025515437,0.0131272403523326,0.00463500479236245,-0.00485586561262608,-0.0025179807562381
"3",0.00618306314572692,0.00872719846665859,-0.010342069901526,-0.0105814607813954,0.00724111264571548,-0.0161805916577578,-0.00383293209597468,-0.00252360501326621,0.00187329750042409
"4",-0.00872706808149815,0.0219943430274725,-0.0228107497096062,0.00519726146012545,0.00191661703865975,0.0190937910228968,-0.00345343444496393,-0.00132650858722627,-0.0122599732130766
"5",-0.00907500367611647,0.00810710247606039,0.0194937828928232,-0.013948799110949,0.00505247619003057,0.0056222309358418,0.00488039012998343,-0.00629908684641123,-0.00773944705724716
"6",-0.00187275896314532,0.00693655200302601,-0.0220760367810726,0.0119074750691652,0.00516413664445281,-0.00766256405040622,0.00566890090703964,-0.00431316113099456,0.00350554403848946
"7",0.00316165527328849,-0.0104320775717497,0.00286666443571448,-0.00543367303907871,0.00101849739439785,0.00875996053218842,0.00173615349922329,-0.00765480007976294,-0.0102089401334524
"8",-0.00848697312176228,0.00243574474006891,0.00148109486326575,0.00328687741421163,-0.0209269374608994,0.0101650608703494,0.00197504833340645,0.00876203645020723,-0.0114933177828789
"9",-0.00886843260377645,0.00871539954096079,-0.0172893218696117,-0.00232316902838647,0.00184655783232301,-0.0026745421346277,-0.011381926946342,-0.0118719451129436,-0.00494760600849986
"10",0.0055062617175281,-0.00917357765138149,0.00978611968457699,-0.0096438555046916,0.00182990450412035,0.00202133553102612,-0.00815031863749027,0.00292402808554471,-0.00350594404153526
"11",-0.00483299186453223,-0.0113139702007174,-0.00520643917843699,0.00607407744973898,0.00853333901613951,-0.00531502766534686,-0.00826173927634954,-0.00534988893195987,-0.0109010254964232
"12",0.00177209835965186,-0.0102142179384828,0.00265358202159405,-0.0162914376705885,-0.00364091387018561,-0.00221128249540925,-0.00328701571561396,0.00313742435537279,-0.00366328237578273
"13",0.00425445195287466,-0.00818330608308315,-0.0055036973208189,0.0022145863622427,0.00352582288905978,0.0049467938952148,-0.00208746385760605,-0.0133081255480647,0.0107451658695936
"14",-0.00592063693329692,-0.00743121281266212,-0.00473101064562798,-0.00147300364915282,0.0101343560963869,0.00473509263247252,0.00348476995714009,-0.00123641407117248,-0.0102118561044335
"15",0.00563996797427535,-0.000822310626972467,0.0174296665936708,-0.0131754837930202,0.0033495354000479,-0.000681691453792155,-0.00444053811952472,-0.0134503981098533,-0.0145207541063428
"16",-0.00382391642779112,0.00282250647433102,-0.0190151780843735,-0.000107845160528086,0.0044568944722414,0.003073864383623,-0.00693446630612016,0.00190192018635571,0.00308428821153939
"17",-0.00375912734307349,-0.0049379738047719,0.0126146022230387,-0.0131520219147205,-0.00185184716247022,-0.00420007715001702,-0.00154931109864265,-0.00580378854647279,0.00264867208898067
"18",-0.00540118617936969,-0.0044723441824317,0.000622694613412023,0.00188091932795942,-0.00496614770963788,-0.000788725272286683,-0.00630674790591002,0.00105962587986141,-0.00759268458932638
"19",0.00559990201145411,0.00231641181744635,-0.0125985322520137,-0.0181361921131611,0.0140099702402949,0.00223821378313005,-0.00563347851857543,-0.00606781896203756,0.00220915186218917
"20",-0.000190941776963882,-0.0100427865982056,0.0106667941436172,-0.00454814732074738,-0.00201153964735568,0.000577648461330682,-0.00293406425043941,-0.00481382152065635,-0.00840638298541307
"21",-0.00562068074941635,-0.00187685538548976,0.00182357523590326,0.00213003996759653,0.00124600669369102,-0.000718557916115969,-0.00879919528961182,-0.00197433517314494,-0.00944800674915314
