"","IBM","NKE","MRK","RTX","UNH","DD","AXP","CAT","MMM","TRV"
"1",-0.000586472451686859,0.00182081258390099,0.00591646088287234,0.00168890657369047,-0.00367632531560957,-0.00134653737768531,-0.00809079129248857,-0.0013201596448198,0.00116687722038478,0.00273598451167345
"2",0.00124386558309197,0.00208998145535588,-0.00462344521656632,-3.99457348976284e-05,0.002110053319484,0.00068123679375276,-0.0171023942530155,-0.00130558479577303,0.0028872552793473,0.0130369933322072
"3",0.00155643874313682,-0.0033068370539695,0.00451701506972313,0.00501699931919575,0.00577257480472326,0.00686328113079071,-0.00518610002472997,-0.00333685264922678,0.00223840610124171,0.000628895242698491
"4",0.0125534981489182,-0.000484221236547455,0.0114197386428714,-0.00184207689017057,0.00133954512421042,-0.00468384800478816,-0.00671939691528678,-0.00509275449439883,-0.00212402804754674,0.0063569825142622
"5",-0.00531961116939783,-0.000544888956937939,-0.00644822232425213,-0.00576752191409469,-0.0142577411606908,0.00280688377097249,-0.00660909339785576,0.00542955147102475,-0.00672631105408072,-0.00960442889481783
"6",0.00193528342060745,-0.0115499598905444,0.00284015410579741,-0.00309701869264245,0.000189870872418396,-0.00148252060171217,0.00234619667753577,-0.0156260002404451,-0.00916503090411425,0.000219706213101745
"7",-0.0010558144422248,-0.00710018491372466,-0.002414227463305,0.0017427490092814,-0.000132835091790184,0.00633475976064801,0.00134673458524048,-0.00878214649856091,0.00442317640408874,-0.00606691604480147
"8",-0.0028179322835058,0.00209878291934729,-0.000256805651588365,-0.00680836150422692,0.0110686933621764,-0.00516812456771731,-0.00712474435567856,0.0122682340443134,-0.00550871202722192,-0.00414984719827771
"9",-0.00332468468695879,8.78511491464451e-05,-0.00442299898713827,-0.00388481188565493,-0.000288400973659009,-0.000104938299045898,-0.00584830297157168,-0.00522984471172094,0.0039548478089273,-0.00946931540966034
"10",0.00362113420851529,-0.00879629608243704,0.00137336598709226,0.00283450656570494,-0.00601738458499312,0.00474419444799423,-0.00266967597417533,-0.00796035770326853,0.00564815709367394,0.00117028027307242
"11",-0.00403644982725382,-0.00252454611472785,-0.00596112944185734,-0.00161653850227594,0.00626595504581928,0.000856278464198112,4.00293283746578e-05,-0.00113842787686735,0.00841262377798557,-0.000421148608438671
"12",-0.00612467899918556,0.000384927348932251,-0.00122761307284236,-0.000565199530683458,-0.000262202869635075,0.00692053558304906,-0.00091961061116308,-0.00315626873634756,0.0103214113041759,-0.00539235211908817
"13",-0.000211964827030897,0.0038295341655612,0.00345979956910014,0.00573888747021556,-0.00941149797290564,0.00129960814956576,-0.00897088181227446,-0.00279219006188214,-0.00984020996838808,-0.00801784731447697
"14",-0.000731384032405913,-0.00490157166495919,-0.00412212079390883,0.00129821558948606,0.00200772541575134,0.00322272954508662,0.00690081343054771,-0.00415057828649879,-0.00141078734304756,0.00338183576241136
"15",-0.00209018960595131,0.0021082682069391,0.00148881610948592,0.00179932196624577,-0.000445491430582479,0.00278408988378942,0.00120493595022708,0.00128990539815277,0.00349582592025399,0.000400613789679483
"16",-0.0050113252364099,-0.00323140202090144,0.00376128684729338,-0.00225802417844534,0.000960142468102276,0.00017525527800899,0.00141575315501541,0.00371834496036172,0.00109889730811119,-0.0114521039649844
"17",-0.0030635988805443,-0.00476024486124516,0.00538419978693128,-0.000657240045256913,0.00418364861980081,0.00512608140707016,-0.00172924401704222,9.00519517017528e-05,-0.0092338602989912,-0.00350761343725026
"18",-0.00147946609649807,0.00167380925267935,0.000242416761466302,-0.000481862080050632,0.00249844556674361,0.0034076077863574,-0.00480684731155634,1.11822973849485e-05,0.00448956619948149,-0.00520089594647288
"19",-0.00227226293645799,-0.00360954971984029,0.0028463383205235,-0.00235140137374401,0.00258695869706571,0.000173629654454999,-0.00542202638462186,-0.00384979858063161,-0.00341375614516437,-0.00195504957810044
"20",-0.00626422371715307,0.00230923132039607,-0.000156422072905116,0.0078439312055707,0.00752904172986746,0.00147234217729419,0.00549887679517269,-0.00826928485184908,-0.00883940141648054,-0.00898046139627695
"21",0.00209792354144156,0.000666926440317184,-0.00520328572019935,0.000341461942298338,-0.00928998645395041,0.00846123788505793,-0.00283348350785673,-0.00708519387990236,0.00250528659671545,0.00868857279419899
