"","AXP","VZ","T","HD","BA","RTX","MMM","DD","TRV","MDLZ"
"1",0.000690437795128673,-0.00255819014273584,-0.00244413106702268,-0.00110867770854384,-0.000259088759776205,-0.00605256715789437,-0.010240450501442,-0.0160301402211189,-0.00119113991968334,-0.000230210280278698
"2",-0.00273614563047886,-0.00510971527546644,0.000580213905777782,0.00172100402414799,0.0059702773578465,0.00403710966929793,0.00461157830432057,-0.000114788068458438,0.00886014010757208,-0.000957130978349596
"3",-0.00355029525235295,-0.00517936982214451,-0.000734121771529317,-0.00153107172809541,-0.00624363776296377,0.00457799946889281,-0.00333552504889667,0.00408661365509033,-0.00572157511487603,0.00313334725797176
"4",0.0119215697050095,-0.00400586286559701,0.00673811277374625,-0.00655042147263885,-0.00665027694776654,0.0101394634693861,-0.00207816134206951,0.00363173824734986,0.00487629743292928,0.00426320685073733
"5",-0.00145692972000688,0.00107917038258165,0.00359384436160326,0.00280824373476207,0.00217465776950121,0.00134933006484061,0.000689834065269679,0.00537573965266347,0.00260920799337327,0.0141819147393107
"6",0.0120564857497811,0.0018341513350606,-0.00172432966064662,0.000722669006790966,0.00444726133719087,-0.000246135634370148,0.00411654356867075,-0.00348227680660784,-0.00429521501064301,0.00302006211131811
"7",-0.0105107994750142,-0.0101481471210718,-0.0020624587778002,0.00402522180229425,0.000309211376588792,0.00456714956089854,0.0052406475879252,-0.0027583644259721,0.003257823176682,-0.000211707636481151
"8",-0.00728664034977555,-0.00559811061248183,-0.00374701712280512,8.77658385434188e-05,0.00226619257591665,0.00127538223750889,-0.00965649262070656,2.95297049888177e-05,-0.00540665676817298,0.00837003439664841
"9",-0.0105271674692631,0.00710346270352602,0.00084830675041303,-0.00176268233917654,0.000115102506242692,0.00703245541080832,0.0047674048691988,0.0037666077259928,-0.00277130212634802,0.00339400698430836
"10",0.00132795609533787,0.00141542858909816,0.00234311795793474,0.00657534599304199,-0.000612583651673049,0.0031724504660815,-0.0053813885897398,0.00394778419286013,0.00828658044338226,0.00335957016795874
"11",0.00816661864519119,-0.00309717678464949,0.00292335101403296,-0.00466051837429404,-0.00122552481479943,0.00224823062308133,0.00184025440830737,0.00441086525097489,-0.00144683360122144,0.00082257657777518
"12",0.00175639754161239,0.000811960024293512,-0.0055218362249434,-0.00852629076689482,-0.00887111853808165,-0.00186351733282208,0.0039631868712604,0.00425764312967658,0.00423226458951831,-0.00149339810013771
"13",0.00901346001774073,0.0063456641510129,-0.00327982008457184,-0.00103999173734337,-0.00400357041507959,0.00693912757560611,0.00367483822628856,0.0110091390088201,0.000254346872679889,-0.00471719121560454
"14",-0.00446851132437587,-0.000584637222345918,-0.00737558584660292,3.24648062814958e-05,-0.00445860810577869,-0.00451839296147227,0.00639824569225311,0.00481033651158214,-0.000678891083225608,-0.00115395709872246
"15",-0.00170984386932105,-0.00530791049823165,0.000429536186857149,0.00418077455833554,-0.00543838087469339,-0.000886146852280945,-0.00994423218071461,-0.00333252013660967,-0.00224170461297035,0.00159127498045564
"16",-0.00451412471011281,0.00822455622255802,-0.00159391248598695,-0.00172706821467727,-0.00515898922458291,-0.000668267370201647,0.00115578551776707,0.00672930805012584,-0.0086685148999095,0.00360929453745484
"17",-0.000565515016205609,0.00445370655506849,-0.00230633234605193,-0.00353200337849557,-0.00623189890757203,-0.000262236571870744,-0.00470698764547706,-0.000269119802396744,-0.000179330425453372,-0.00184689264278859
"18",0.00457686278969049,0.000377566728275269,-0.00387261738069355,-0.00444765109568834,-0.00858233496546745,-0.00403374806046486,0.00252034165896475,0.00550427241250873,-0.00697191804647446,-0.00225662859156728
"19",0.0018827150342986,0.0026657790876925,0.000101350269687828,-0.00467727007344365,-0.00797169283032417,0.00301211327314377,0.00131046015303582,0.00298414030112326,0.00690237991511822,0.00299854832701385
"20",0.00439336290583014,0.00628722319379449,-0.000399261567508802,-0.00066389626590535,-0.0178467705845833,-0.00719982758164406,0.00682572927325964,0.00786379259079695,-0.00463775219395757,-0.00201706471852958
"21",-0.00241529941558838,0.00413336139172316,0.00142367708031088,0.00401915283873677,-0.00978104583919048,0.000990060158073902,0.00437836674973369,0.00604724232107401,0.00238010589964688,-0.000624634441919625
