"","MCD","BA","HPQ","AXP","UNH","RTX","MMM","DD","AA","TRV"
"1",0.0113001558929682,0.00450144615024328,-0.006913504563272,0.0048782778903842,0.0111469635739923,-0.00286925304681063,0.00360728520900011,-0.00439247535541654,-0.00284539815038443,-0.00130297103896737
"2",-0.000118078023660928,-0.00107509642839432,-0.0085957795381546,0.00585595006123185,-0.00661540450528264,0.00974741857498884,-0.0022073236759752,-0.00556287914514542,0.0078412126749754,0.0040943413041532
"3",0.00687958719208837,0.00208892789669335,-0.00802109856158495,0.00604794407263398,0.00287077412940562,0.0123221725225449,-0.0134530328214169,-0.00460977712646127,-0.0105112912133336,0.00699592009186745
"4",0.00308121973648667,-0.00733388494700193,-0.00138263171538711,0.00121310714166611,-0.00551905110478401,-0.00214923475869,0.0028134323656559,0.00329272914677858,0.00680214073508978,-0.00104388000909239
"5",-0.00164723698981106,0.010838714428246,-0.00858628563582897,0.00158338481560349,0.0094252759590745,-0.000321911094943061,-0.00132319680415094,-0.00588330114260316,0.00292155961506069,-0.00636729178950191
"6",0.00101065787021071,-0.00539632001891732,0.00760331051424146,0.000367086788173765,-0.00613258546218276,0.00535404682159424,-0.000511841324623674,-0.00185601646080613,-0.00500841019675136,0.0032538075465709
"7",-0.00338893523439765,-0.0172263588756323,-0.00877218134701252,-0.0141131384298205,-0.00108277332037687,-5.25743780599441e-05,0.00238404981791973,-0.000808969256468117,-0.00055146828526631,-0.00871048867702484
"8",0.0015121076721698,0.00442406116053462,-0.00475633144378662,0.00477281957864761,-0.00203370372764766,-0.00296530080959201,0.00763576524332166,-0.00623516086488962,0.000810138124506921,0.00222006347030401
"9",-0.00168630748521537,-0.00326663022860885,0.0100976657122374,0.00333732017315924,-0.00585085107013583,0.00172989943530411,0.00680009881034493,0.0136593338102102,0.00463500060141087,0.00452673062682152
"10",-0.000711661472450942,-0.00430411053821445,-0.00384936924092472,0.00149660476017743,0.00500037800520658,0.00017878899234347,-0.000726690981537104,-0.00279871420934796,-0.00293376739136875,0.00410996982827783
"11",0.00556981656700373,0.00356092979200184,-0.0065348269417882,0.00248259212821722,-0.00702494056895375,-0.00338455871678889,-0.014242785051465,-0.00733836647123098,-0.00377357169054449,0.00446042511612177
"12",0.000738551083486527,0.000885293236933649,0.0109026394784451,-0.0056984075345099,0.00375693221576512,-0.000157754388055764,0.000487745419377461,0.00238441186957061,-0.00126014777924865,0.00260462542064488
"13",0.00289672682993114,0.00384324789047241,-0.00214508594945073,-0.00536862993612885,-0.00316468277014792,0.00400942657142878,-0.001219387864694,-0.00532859051600099,0.0023860156070441,0.00370835489593446
"14",0.00022973159502726,0.00588714331388474,-0.00417069252580404,0.00178247585427016,-0.00411560060456395,0.00104009499773383,-0.00181083159986883,-0.00767219718545675,-0.0052955225110054,0.0085047846660018
"15",0.00145709502976388,0.00431058928370476,0.0114051466807723,-0.00280819530598819,-0.00244473991915584,-0.00182673311792314,0.00183585402555764,-0.003004165366292,0.0010137336794287,-0.000649592897389084
"16",0.00305781397037208,0.00524910306558013,-0.00209485692903399,0.0116161582991481,-0.00199773977510631,0.00212593073956668,0.00829714071005583,-0.0150681538507342,0.00488327164202929,0.00438515190035105
"17",0.00343954982236028,0.00297047896310687,-0.0165023375302553,0.00192634190898389,-0.00825050752609968,-0.00163355201948434,-0.000631533795967698,0.00434816302731633,-0.00165702018421143,0.00383462524041533
"18",-0.00323351658880711,0.00564857851713896,0.0120851043611765,0.00129032868426293,0.000568338029552251,-0.00815850589424372,-0.000871980038937181,-0.0030853592325002,0.00381139689125121,-8.85658300830983e-05
"19",-0.00154197972733527,-0.00983463786542416,-0.00342331267893314,-0.00616775685921311,-0.00261313747614622,-0.00091608619550243,-0.0105776498094201,-0.00443286867812276,-0.00594076327979565,0.000766795827075839
"20",-0.00487947463989258,0.00802685599774122,-0.0162720922380686,0.000339719670591876,0.00301221129484475,-0.00193566922098398,0.00156172784045339,0.00421570986509323,0.00552856875583529,0.00372550985775888
"21",0.0034085032530129,-0.00603792164474726,0.0171241611242294,0.00415193103253841,0.000270060321781784,-0.00093692570226267,-0.000804577954113483,-0.00295367697253823,0.00383603200316429,0.00285240658558905
