"","MCD","AMGN","IBM","CAT","MMM","AXP","HON","DOW","WBA","TRV"
"1",0.00169302232097834,-0.0001749742514221,0.00887822825461626,0.0047434801235795,0.00810280442237854,-0.0120256626978517,-0.000717780145350844,-0.0104925455525517,0.00106537458486855,0.00431349407881498
"2",0.00232853158377111,0.0139275463297963,0.00270467041991651,0.0224731285125017,0.018486063927412,-0.0115647064521909,0.0133507680147886,0.00887604989111423,-7.85816246207105e-06,0.00523359049111605
"3",0.00327230244874954,0.0308472570031881,-0.00496458215638995,0.00112345069646835,-0.00549582671374083,-0.000236161271459423,0.00810833275318146,-0.0139940269291401,0.006519531365484,0.00499252602458
"4",-0.00347901578061283,-0.00717475451529026,-0.00602607289329171,0.00744232954457402,-0.00781339500099421,-0.00834636483341455,-0.00501954602077603,0.011185017414391,-0.00345677859149873,-0.00224220613017678
"5",0.00767104234546423,0.0106486426666379,-0.00399580132216215,0.024577809497714,0.00763455778360367,-0.00308155734091997,0.0153299290686846,0.039948545396328,-0.0034424236509949,0.00204011471942067
"6",-0.00596860377117991,0.00764800887554884,-0.00618933094665408,0.00552409747615457,0.00785486865788698,0.00375347980298102,0.0110044786706567,0.00994287896901369,-0.0098367789760232,-0.011000981554389
"7",-0.00668029952794313,-0.000829632394015789,0.00112091389019042,0.00770002184435725,-0.0083789611235261,-0.0277123879641294,0.00505957147106528,0.00874778907746077,0.00143636309076101,0.00291332486085594
"8",0.00829626806080341,-0.0143690807744861,0.000932114373426884,-0.00059774232795462,0.00687329191714525,-0.00183692283462733,0.0136871039867401,0.00478619523346424,-0.00440012896433473,-0.00481486832723022
"9",-0.00380833749659359,0.00581456301733851,0.00353613053448498,-0.0134028708562255,-0.00376590341329575,-0.00203363737091422,0.00579078635200858,-0.0057532386854291,-0.0118681807070971,-0.0084713539108634
"10",-0.00719347828999162,0.00586849916726351,-0.00435275537893176,-0.00538005959242582,0.00171977584250271,-1.90185328392545e-05,0.0104448972269893,-0.0116272140294313,-0.00225110701285303,-0.00320484605617821
"11",-0.000708447536453605,0.00475975964218378,0.00574848335236311,0.00555950542911887,-0.00172386248596013,-0.00925205275416374,-0.00455578044056892,0.0133467679843307,0.00129020842723548,2.72877950919792e-05
"12",0.000392243324313313,-0.0267094634473324,0.0018176173325628,3.26073386531789e-05,-0.00366744911298156,-0.00399623764678836,-0.00576279032975435,-0.00297356653027236,-0.0128050455823541,0.0018351300386712
"13",-0.00284628081135452,-0.00355171621777117,-0.00574301416054368,-0.00204033707268536,0.00016026031516958,0.0064318017102778,0.00261164992116392,0.009895209223032,-0.00328914984129369,-0.00932685565203428
"14",-0.00488505559042096,-0.00263076205737889,-0.00723265763372183,-0.00976473465561867,0.000413091562222689,-0.0127809699624777,0.00325675820931792,0.005848771892488,0.00217195018194616,-0.00530660012736917
"15",0.000355372234480456,0.00361472205258906,0.000216009022551589,-0.00380449858494103,-0.000685738341417164,-0.00696323998272419,-7.14361158316024e-05,-0.00235149171203375,-0.0160736311227083,-0.00216937297955155
"16",0.00339306425303221,-0.000212471539271064,-0.000481637194752693,0.000611541385296732,-0.00494382064789534,0.00282994960434735,-0.00238362955860794,0.00718026096001267,-0.00825326610356569,-0.00134464795701206
"17",-0.00688206357881427,-0.00820651743561029,-0.0076486230827868,0.0065021594054997,-0.00190029828809202,0.00183677906170487,-0.00463193375617266,-0.00882502365857363,0.000393950176658109,-0.000435218651546165
"18",-0.00358081143349409,0.00726247020065784,0.00794722884893417,0.0059149544686079,-0.00162296404596418,-0.00127915013581514,-0.00485336314886808,0.00277988077141345,-0.0196780543774366,5.02592738484964e-05
"19",-0.00485161738470197,0.00552008021622896,0.00961090624332428,-0.00708676688373089,0.00202965550124645,0.00630442705005407,-0.0038872875738889,-0.000457533809822053,-0.00591182895004749,-0.00615973863750696
"20",-0.000316388963256031,-0.00478484807536006,-0.00123737216927111,-0.00040745225851424,-0.000574896286707371,0.0041324938647449,0.000529962591826916,0.00588816404342651,-0.00635593710467219,0.000118541218398605
"21",-0.00213120738044381,-0.00240348791703582,-0.00425996351987123,-0.00114608858712018,-0.00122445041779429,-0.0245936084538698,0.00370568665675819,0.00251611112616956,-0.00728748925030231,0.00377894612029195
