"","MRK","KO","IBM","UNH","RTX","CAT","AXP","DD","MMM","TRV"
"1",0.00661213416606188,-0.00192151044029742,-0.00559740420430899,0.00594713725149632,0.00394955137744546,-0.00995664764195681,-0.0055809086188674,-0.00133683008607477,-0.00299936789087951,0.00197738129645586
"2",0.0124066509306431,-0.00178747554309666,-0.000624997599516064,-0.00111022801138461,0.00516912108287215,-0.00512912916019559,-0.000212880971957929,0.00440036272630095,0.000604911998379976,-0.00266227032989264
"3",-1.87793975783279e-05,0.00208830763585865,-0.00504790619015694,-0.00401745783165097,-0.0112863145768642,-0.00150051340460777,0.00149887672159821,-0.000644004961941391,-0.00110482412856072,-0.00633324962109327
"4",-0.0028240685351193,0.00125325447879732,0.00332596036605537,0.00548391044139862,-0.000905836874153465,0.00379039905965328,0.00278682867065072,0.000615706376265734,0.000252766505582258,0.00201743864454329
"5",0.00111850711982697,-0.00112232053652406,-0.000519749184604734,-0.00319469533860683,0.00140794925391674,-0.00801656953990459,-0.00053516129264608,0.00724704703316092,-0.000296801881631836,-0.00130222551524639
"6",-0.00312959030270576,0.00382463587448001,-0.0011728456011042,-0.00485956203192472,-0.00759683130308986,0.000799157831352204,-0.00945683475583792,-0.0144048947840929,0.00228672358207405,-0.000890648225322366
"7",0.00749829271808267,-0.000896409037522972,0.00437438860535622,0.00390495522879064,-0.0024162819609046,0.00898896157741547,-0.00322506995871663,-0.000361007609171793,-0.00372283719480038,-2.05245669349097e-05
"8",0.00848277378827333,0.000965933315455914,-0.00425556907430291,0.00814418215304613,0.000504847790580243,-0.0102951368317008,-0.00197203410789371,-0.0052640619687736,-0.000223206166992895,-0.00176257255952805
"9",-0.00393509957939386,0.00199468131177127,0.00125226227100939,-0.00147136824671179,-0.00873412657529116,-0.00538618303835392,0.000280176667729393,-0.00719832209870219,-0.00234790379181504,-0.000367184984497726
"10",0.00115939846727997,0.00152816588524729,0.00257657980546355,-0.00177132769022137,0.0111091798171401,-0.00614475132897496,0.0118985772132874,0.00480676023289561,0.00552093563601375,-0.00280124577693641
"11",0.000803095754235983,0.00294546713121235,-0.00285217119380832,0.00384458620101213,-0.00711652869358659,0.00130516814533621,0.00102331989910454,-0.00298025971278548,-0.00105082523077726,-0.00360699230805039
"12",-0.00120509730186313,0.0053506656549871,-0.00101158511824906,0.000426808604970574,-0.00972551945596933,-0.00864211656153202,0.00784222036600113,0.00394386006519198,-0.00521874986588955,-0.00167904188856483
"13",0.000177638488821685,-0.00138855306431651,0.000236484207562171,-0.000661728961858898,0.00344318826682866,-0.00300724594853818,-0.000718265247996897,0.00173712649848312,0.00162364647258073,-0.0015278966166079
"14",-0.00296503794379532,-0.00337516679428518,-0.000728899030946195,-0.00311454944312572,-0.0147032560780644,-0.000214871615753509,-0.00497381202876568,0.00313642551191151,0.00155226164497435,-0.00284992228262126
"15",0.000655649229884148,-0.000925018975976855,-9.04842163436115e-05,-0.00177953322418034,-0.0123485121876001,0.0034368431661278,-0.00339574995450675,-0.000524748233146966,0.0034823939204216,-0.000569790368899703
"16",-0.00317018991336226,0.00186823331750929,-0.000430491840234026,0.00537958648055792,0.00472082709893584,-0.00379549455828965,-0.00919300317764282,-0.00162241759244353,-0.000680081080645323,-0.00321748526766896
"17",0.00573778012767434,-7.55448418203741e-05,0.00421607494354248,0.000349415087839589,-0.00569222727790475,0.0016068653203547,-0.018701545894146,-0.00083314604125917,0.00156220397911966,-0.00246275053359568
"18",-0.0037244176492095,0.000279394298559055,0.000931879738345742,-0.00353476963937283,-0.00774074858054519,-0.00386871420778334,0.00243193889036775,0.00439578061923385,-0.00429321406409144,-0.000918876845389605
"19",-0.00739748915657401,0.00157588406000286,-0.00564049603417516,0.0013965688413009,0.00173991650808603,-0.0133701143786311,0.00112896575592458,-0.0078428927809,0.00419823406264186,-0.00574788078665733
"20",-0.00062595127383247,0.0039237136952579,-0.00146866368595511,-0.000310431962134317,-0.0112462649121881,-0.00454505207017064,0.0143030304461718,0.0026420361828059,-0.0018222420476377,0.00799884088337421
"21",-0.00366195407696068,-0.000905222957953811,-0.00446173222735524,0.00131809199228883,-0.00164783920627087,-0.00645394995808601,-0.00236685713753104,0.00163483456708491,0.000800467096269131,-0.00301115913316607
