"","AA","KO","MCD","VZ","MMM","RTX","DD","HON","MO"
"1",0.00345418555662036,0.00235851039178669,0.00752630271017551,0.0118489610031247,0.00956675130873919,0.0103750955313444,0.0129218166694045,0.021922804415226,-0.00107271468732506
"2",0.000289180636173114,-0.000201796618057415,0.0028105394449085,-0.00164067710284144,0.00417017564177513,0.00561137450858951,0.00132884341292083,0.0172539614140987,0.00200999272055924
"3",-0.019989151507616,-0.00746519444510341,0.00631089834496379,0.00128699850756675,-0.00148362957406789,0.00264924811199307,0.00675211334601045,-0.0125504303723574,-0.00848630629479885
"4",-0.00384177966043353,-0.000452164589660242,0.00928549189120531,0.00990415830165148,-0.000650375208351761,0.0139446938410401,0.00670134369283915,0.000956750067416579,0.00289530353620648
"5",0.00689856987446547,0.00603372417390347,0.00291785690933466,0.00383880222216249,-0.00357653317041695,0.00722557073459029,0.00201355642639101,0.00773167237639427,-0.00274520763196051
"6",0.00547785451635718,-0.00204861746169627,-0.0120864156633615,-0.00880065467208624,-0.000904965796507895,0.00949999783188105,0.00359374471008778,0.00654329592362046,-0.00642595440149307
"7",-0.0212150476872921,-0.000883541884832084,0.00319172441959381,0.00301007996313274,-0.000815926177892834,0.00201917393133044,0.00428111292421818,0.000381742196623236,0.00766367139294744
"8",0.000458459078799933,-0.00104639166966081,0.00241125421598554,-0.00580375408753753,-0.00378503068350255,-0.00320590473711491,-0.00241838861256838,0.00382301933132112,0.000179622482392006
"9",0.00321979075670242,-0.00402379175648093,-0.00631630001589656,0.0148398308083415,0.00400885380804539,-0.00656354241073132,-0.0143138514831662,-0.00563921174034476,0.00433321436867118
"10",0.00715526659041643,-0.000254285259870812,-0.000646058353595436,0.0134923467412591,-0.00154254760127515,-0.00285380380228162,-0.00387156824581325,-0.0041720625013113,-0.0123271392658353
"11",-0.0058038211427629,0.0110701462253928,0.000346424494637176,0.0013774522813037,-0.000118032105092425,-0.000435662775998935,-0.00142546696588397,-0.00209278333932161,-0.000539950327947736
"12",0.00502758845686913,0.00023791914281901,0.000226784017286263,0.00138772337231785,0.00387636432424188,-0.00336756953038275,-0.00339871109463274,-0.00365132791921496,0.00191419920884073
"13",0.00251927832141519,-0.00222467607818544,-0.00101620412897319,0.00317077222280204,0.00249291840009391,0.000816599407698959,0.00227174139581621,-0.00517950346693397,0.000584369990974665
"14",0.00250846729613841,-0.00611029844731092,-0.0105288745835423,0.00212621712125838,0.00301889679394662,-0.005056357011199,0.00023380531638395,0.00189218751620501,-0.00986183155328035
"15",-0.00843259785324335,-0.000112551548227202,0.00415396736934781,0.00845229718834162,0.00385883310809731,0.0022534467279911,0.00274771242402494,-0.00216869078576565,0.0034327229950577
"16",-0.00292576546780765,-0.000581440457608551,0.00605013780295849,0.00151846767403185,0.00355487270280719,0.00289366161450744,0.00450056744739413,0.00452852295711637,-0.00437983963638544
"17",0.00887486152350903,-0.00155996182002127,0.0025204757694155,-0.000846860173624009,0.0021395047660917,0.00530319381505251,-0.00147714908234775,-0.000708526349626482,-0.00205762172117829
"18",0.0141488499939442,0.00421555014327168,0.00257607665844262,-0.000580481893848628,0.00235479627735913,0.00599422678351402,-0.00763284042477608,0.00855690985918045,0.00945656094700098
"19",-0.011643847450614,-0.00263789854943752,0.00160618650261313,-0.000968333159107715,0.00569828785955906,0.00266986479982734,-0.00449734274297953,0.00872940011322498,-0.00131747813429683
"20",0.000899890204891562,-0.0016581715317443,0.00206380803138018,0.00730192987248302,0.00684099458158016,0.00568846659734845,0.00267211394384503,0.00190001307055354,0.00467911968007684
"21",0.00522067351266742,-0.00169263011775911,0.00189023779239506,0.00875940825790167,0.0021539619192481,0.00258394260890782,0.00218425574712455,-0.00182198453694582,-0.0046244403347373
