"","WMT","GS","CAT","RTX","DD","AXP","UNH","NKE","MMM","TRV"
"1",0.000811814970802516,0.000232510865316726,0.0109903598204255,-0.00426088599488139,-0.000365499319741502,0.00306461751461029,-0.00568104488775134,-0.00468061724677682,0.000899893697351217,0.00143304350785911
"2",0.0118330661207438,0.00675256084650755,0.00127132062334567,0.00364579516462982,0.0027720199432224,0.00523674441501498,0.00658961152657866,0.00247974647209048,-0.000187649231520481,0.00131425727158785
"3",0.00128083454910666,-0.00634040590375662,-0.00159692321904004,0.00345627218484879,0.0043991906568408,-0.0163813401013613,0.0175537746399641,-0.00159306777641177,-0.000503286370076239,0.00272697536274791
"4",0.00452044513076544,0.00811192020773888,-0.00636477395892143,-0.000682934478390962,0.00302073382772505,0.00942879635840654,0.00374378194101155,0.0069179143756628,-0.000728654558770359,-0.00184609857387841
"5",0.00745408097282052,-0.00374201335944235,0.00630589760839939,-0.000651712878607213,0.00237630819901824,-0.00166555109899491,-0.0023648482747376,0.00351331103593111,-0.00165666558314115,0.000334419368300587
"6",-0.00203621294349432,0.00322686322033405,-0.00177010986953974,-0.00592844607308507,0.00443966826424003,-0.00124147557653487,0.00541845941916108,-0.00357478368096054,-0.000743034877814353,0.00377371697686613
"7",-0.0112152909860015,0.00465981382876635,-0.000493505271151662,0.00306386686861515,-0.00213282811455429,-0.00237245531752706,0.000595279561821371,-0.0022636076901108,-0.00142077286727726,-6.06178946327418e-05
"8",0.0107596730813384,0.00268482137471437,0.00022435023856815,-0.00226635532453656,-0.00242924294434488,-0.00490512745454907,0.000713959743734449,-0.00683413352817297,-0.0024121084716171,-0.000615765806287527
"9",-0.00539392745122313,0.00433679204434156,0.00306206848472357,-0.00543868448585272,-0.00438759895041585,-0.00570741295814514,0.000421839096816257,-0.0173311941325665,0.000950797344557941,-0.000354933610651642
"10",-0.00382101722061634,-0.00464911758899689,-0.0187302175909281,0.00265534943901002,0.00207669381052256,-0.00419441098347306,0.00132720149122179,0.00538097461685538,0.000227084383368492,0.00384869310073555
"11",-0.00164851034060121,0.00590235879644752,0.00433959858492017,-0.000355637224856764,0.00229994277469814,-0.00174549117218703,0.00157254014629871,0.00161698588635772,0.00171649712137878,-0.00561970006674528
"12",0.000799276400357485,0.00191959086805582,-0.0101850861683488,-0.00120851816609502,-0.00103509670589119,-0.0136004025116563,3.05303365166765e-05,0.00230401265434921,0.000843709334731102,0.0019447976956144
"13",0.00155681686010212,0.00501653924584389,0.00076346832793206,-0.000448799080913886,-0.00260210409760475,-0.000316116726025939,0.0103051336482167,-0.00685073481872678,9.61748592089862e-05,-0.00221187132410705
"14",-0.0167257525026798,0.0056633623316884,-0.00973106548190117,0.00754013378173113,0.00421864399686456,-0.00437315786257386,0.00112623674795032,-0.00661905575543642,0.00135017512366176,-0.00124742323532701
"15",0.000673897389788181,-0.0035187192261219,-0.00513492897152901,0.00404706317931414,0.00170906621497124,0.000920136284548789,0.000366668886272237,-0.000116525297926273,-0.00234662229195237,-0.000304988934658468
"16",-0.000916167511604726,-0.000628480513114482,-0.00772255240008235,-0.00101599295157939,0.00355920754373074,-0.0148991830646992,0.0027684650849551,-0.00562706775963306,0.00105900608468801,0.00202088570222259
"17",-0.00521759735420346,-0.00793536566197872,-0.00339509756304324,0.00180099392309785,0.0015678092604503,0.00547756440937519,0.0105297509580851,0.000342123588779941,0.00266805361025035,-0.00198552408255637
"18",0.00455892505124211,0.00141688156872988,0.00209861947223544,-0.00453349156305194,-0.000528612290509045,-0.00546562625095248,-0.00198931712657213,-0.00856789480894804,0.000955735566094518,-0.00270289904437959
"19",3.83534643333405e-05,-0.000811348319984972,-0.00363793130964041,-0.00148637883830816,0.00360243557952344,0.00202147173695266,0.00100274302531034,-0.00354034197516739,0.00181072286795825,0.00109760742634535
"20",-0.000302593747619539,-0.00588636053726077,-0.0147288534790277,-0.00139814033173025,0.0010952337179333,-0.0104839615523815,0.00510572455823421,0.00561398034915328,0.00253436365164816,0.00410243775695562
"21",-0.000381010409910232,0.00798059906810522,0.00214531924575567,-0.0122989751398563,-0.000762054231017828,-0.00878357421606779,0.000999942072667181,-0.00313100544735789,-0.00148308055941015,0.00130104273557663
