"","WMT","GS","CAT","AXP","RTX","DD","UNH","NKE","MMM","TRV"
"1",-0.00101982767228037,0.00688083749264479,-0.00420619454234838,-0.000138718678499572,-0.00214662030339241,0.00717686954885721,0.00245810626074672,-0.000961110868956894,0.00941880606114864,0.00387958530336618
"2",-0.000314798671752214,-0.00127505615819246,-0.0114761078730226,-0.00236423150636256,-0.00117631233297288,-0.0161463022232056,0.00408612750470638,0.00116434856317937,0.00287324725650251,-0.00316484877839684
"3",0.00610173726454377,0.00396566186100245,0.00589763000607491,0.00175283732824028,-0.000481929222587496,0.000589958566706628,0.000199228757992387,-0.00278462143614888,-0.001820212113671,0.00199016416445374
"4",0.00151174375787377,0.000190448234206997,-0.0114047583192587,0.00103181437589228,-0.00507618626579642,0.00960939656943083,0.0134573569521308,-0.0128707829862833,-0.00133434461895376,0.00302682141773403
"5",-0.00243401690386236,-0.00302094290964305,-0.00612385896965861,-0.0020662269089371,0.0088999280706048,-0.00240838970057666,-0.00846385303884745,0.0112988138571382,0.00478952238336205,-0.000767586345318705
"6",-0.00180058693513274,-0.00205635209567845,0.00307262386195362,-0.00506499735638499,0.00425910484045744,0.00586662534624338,0.0044763726182282,0.000445118144853041,0.00599064817652106,-0.00160228821914643
"7",0.000357137905666605,-0.00296197505667806,-0.00162432936485857,-0.00482215546071529,-0.00502767972648144,0.0037967988755554,0.0109505765140057,0.00084927590796724,0.000287589937215671,-0.00477330945432186
"8",-0.00134997209534049,-0.000492467952426523,0.00360422395169735,-0.00527540687471628,0.0034513920545578,-0.0150188188999891,-0.00218385551124811,0.00273706205189228,1.52242103013123e-06,-0.00500802369788289
"9",0.00317522487603128,0.000936818483751267,-0.0222860928624868,0.000168156111612916,-0.00535814929753542,-0.0112231653183699,-0.00419487850740552,-0.00645513832569122,-0.0012010004138574,0.0109605127945542
"10",0.000587944232393056,-0.00343112251721323,0.0113256508484483,-0.00517963152378798,-0.00585730001330376,-0.00226653134450316,-0.00500581879168749,-0.00229872018098831,0.000740974850486964,-0.00214233063161373
"11",9.49509194470011e-05,-0.0040352214127779,-0.0161676108837128,-0.000268142262939364,-0.00271644210442901,-0.000363128754543141,0.00337947835214436,-0.00190222286619246,-0.00309393042698503,-3.18805941788014e-05
"12",-0.00408028438687325,-0.00400698184967041,-0.00198037829250097,-0.00578511692583561,-0.00196418887935579,0.00460612960159779,-0.0116608021780849,0.00177241070196033,0.000870531133841723,0.00409418623894453
"13",0.00279383640736341,0.0016130885342136,-0.00948958285152912,0.00222928519360721,-0.00212065922096372,-0.000364767736755311,0.00433327816426754,0.00111817964352667,0.00200660829432309,-0.00090297544375062
"14",0.0078110690228641,-5.36103698323132e-06,-0.00128071615472436,0.000361719081411138,-0.0010683813598007,-0.00119266915135086,0.00326860859058797,0.00201303232461214,0.00214135483838618,-0.00159517244901508
"15",-0.00271263951435685,0.00209696334786713,-0.0159338694065809,0.000513307226356119,0.00375897623598576,0.000967103755101562,0.00453747715801001,0.00701690511777997,0.00250061042606831,0.0038416925817728
"16",0.000150337553350255,0.00103489554021508,0.0022977190092206,0.00641186209395528,-0.00390084902755916,-0.00658434396609664,0.00226287916302681,0.00946930330246687,0.00128911063075066,0.00496850209310651
"17",0.00431652087718248,-0.00103115511592478,-0.00318301515653729,0.000306320755043998,-0.00378518714569509,-0.00203511258587241,-0.00128577230498195,-0.00124908518046141,0.00127184321172535,-0.00143645156640559
"18",-0.00421874085441232,-0.00366020086221397,0.00156481086742133,0.00453501008450985,0.000433095352491364,-0.0024862929712981,-0.005042081233114,-0.00480118254199624,-0.000368283741408959,-0.00274249375797808
"19",0.000707928440533578,-7.69468460930511e-05,-0.0177958440035582,-0.0012171296402812,-0.00502566993236542,-0.00757536711171269,0.00352086639031768,-0.00571226328611374,0.000818793021608144,0.000761564122512937
"20",0.00276051554828882,0.00309737422503531,0.00550211407244205,0.00514971325173974,-0.00478712469339371,0.00304548488929868,-0.000528841163031757,0.000316945050144568,0.00153937004506588,-0.0016103001544252
"21",-0.00418301206082106,0.00329377548769116,-0.00479446817189455,-0.00234801461920142,0.000837513769511133,0.00531563442200422,0.00038533128099516,0.00700438907369971,-0.00137542642187327,-0.00460100825875998
