"","GS","KO","AXP","UNH","DD","RTX","NKE","CAT","MMM","TRV"
"1",-0.017372339963913,0.00347240851260722,0.00353472284041345,0.0050114612095058,0.00594512047246099,0.00022330840874929,0.00204773270525038,0.00218590791337192,0.000102019272162579,-0.00204863399267197
"2",-0.000150460633449256,0.000934748211875558,0.0070968484506011,-0.00238193268887699,-0.0208304915577173,-0.00144439761061221,0.00831632874906063,0.00464765960350633,-0.00418508006259799,0.0022594016045332
"3",-0.00923071708530188,-0.0121498266234994,-0.0136855896562338,-0.00037372307269834,-0.0120064215734601,0.00831731036305428,0.00051739247282967,-0.00748769519850612,-0.00636884896084666,0.00361161096952856
"4",0.00243328092619777,0.00485699716955423,-0.00261522433720529,-0.000429265346610919,0.00318621005862951,-0.000793000450357795,0.00102047983091325,-0.00107545824721456,0.00356339360587299,0.00798999145627022
"5",8.61054504639469e-05,-0.0065711154602468,0.00683177635073662,-0.0112540703266859,0.00420526368543506,0.00145606242585927,-0.000614001473877579,0.000513453735038638,0.0043098097667098,-0.00198969221673906
"6",-0.00460530538111925,-0.00215670978650451,-0.00521425530314445,0.00511372275650501,-0.00063497491646558,0.00145970366429538,-0.00943389255553484,-0.00362645951099694,0.000619766069576144,-0.00188258732669055
"7",-0.00880376435816288,0.00358324847184122,-0.00690443068742752,0.0104923350736499,-0.00404708553105593,0.000584224297199398,0.00176073785405606,-0.00326591613702476,0.00349263474345207,0.000863086606841534
"8",0.00170398445334285,-0.000558170664589852,0.00344496662728488,-0.0152592901140451,0.000342173385433853,-0.00259175710380077,-0.00156732799950987,0.00259965262375772,-0.00285966927185655,0.00064222770743072
"9",0.00443183165043592,-0.00792264007031918,-0.00445587746798992,-0.00516415946185589,0.0115335732698441,-0.011996066197753,0.00251844152808189,0.000682697456795722,7.40691102691926e-05,0.00636404193937778
"10",-0.00450655957683921,0.00344323320314288,-0.00132330425549299,0.0025697962846607,0.0126362312585115,-0.00512724276632071,-0.00456725480034947,0.00080924213398248,0.00243560574017465,-0.00412627821788192
"11",0.000692515284754336,0.010096438229084,-0.00137595715932548,-0.00561754032969475,0.00605971226468682,0.00165026925969869,0.00413265498355031,-0.0010222690179944,-0.00659622717648745,-0.00445214565843344
"12",0.0050621940754354,-0.00559002533555031,-0.00364891439676285,0.00613310933113098,-0.0038325497880578,-0.011013307608664,0.00309360050596297,-0.00701032858341932,0.00293157855048776,-0.00526588410139084
"13",0.000282889610389248,-0.00180735206231475,-0.00665175076574087,0.00197505438700318,0.00842085108160973,-0.000692841713316739,-0.00327054038643837,-0.00148946430999786,0.000404489430366084,0.00586269609630108
"14",-0.00974801182746887,-0.0029245070181787,0.000974961556494236,0.00173851451836526,0.00539268646389246,0.00489284982904792,0.00412110285833478,-0.0128301028162241,0.00150218815542758,-0.00180478440597653
"15",0.00653697084635496,-0.00346625666134059,0.00728519447147846,-0.00128844077698886,-0.00442744186148047,-0.00233568041585386,-0.00143299659248441,0.0099668288603425,-0.00998380500823259,-0.00354467285797
"16",-0.00280888145789504,-0.00331044336780906,-0.00390074448660016,-0.0126414047554135,-0.00117017515003681,0.00513376947492361,-0.000755358254536986,-0.0193690955638885,0.00106102763675153,-0.00198643677867949
"17",-0.00521360384300351,-0.0019864859059453,0.00132782547734678,-0.00148686161264777,0.00166491384152323,0.0017085571307689,-0.0105250328779221,0.0199351664632559,-0.000160156327183358,-0.00177598628215492
"18",0.00300368526950479,-0.0034954696893692,-0.000805620802566409,0.00741935614496469,-0.00646387645974755,-0.00675848172977567,0.00119508511852473,-0.00757709471508861,-0.00372862350195646,0.00625892030075192
"19",-0.00504956301301718,0.00231682718731463,-0.000655389507301152,0.00605552364140749,0.00214797887019813,-0.00541080441325903,-0.000185405355296098,0.00533534679561853,0.00478007271885872,-0.00201019668020308
"20",0.00776583096012473,0.00508471485227346,0.00163247936870903,-0.00734952464699745,0.00535102840512991,-0.00171291863080114,-0.00325716962106526,-0.0043485751375556,0.000909019261598587,-0.00527803227305412
"21",-0.00184024299960583,-0.00293696043081582,-0.00549816666170955,-0.00174942577723414,-0.00423101475462317,-0.00386896077543497,-0.0013234926154837,0.000100689598184545,-1.97314311662922e-05,-0.00182032480370253
