"","VZ","AXP","T","HD","BA","RTX","MMM","DD","TRV","MDLZ"
"1",0.00223460351116955,0.00712497439235449,0.00406931899487972,0.000949296052567661,-0.0112875271588564,0.000410017819376662,0.00464659184217453,0.00197857921011746,0.00874094013124704,0.00931369047611952
"2",-0.00103004043921828,-0.0636048391461372,-0.000555157603230327,0.0314690843224525,0.00145378895103931,0.0176938455551863,-0.00642245309427381,-0.087759368121624,0.00112043914850801,-0.00833408255130053
"3",0.00715333037078381,0.0582963898777962,0.00663190288469195,-0.00164767680689692,-0.00595939997583628,0.0147081846371293,0.00769031001254916,0.0232413467019796,0.00433049444109201,0.00363005558028817
"4",0.00540968403220177,-0.0746330469846725,0.000577531231101602,0.00550615414977074,0.00037547541433014,-0.00900877919048071,-0.00191521260421723,-0.0334972105920315,-0.0374927408993244,0.0031044885981828
"5",0.00504840724170208,0.0485378503799438,-0.00574691314250231,0.0115058552473783,-0.0140732219442725,-0.00587348500266671,-0.00479633454233408,0.025024576112628,0.000179899579961784,-0.000819499313365668
"6",0.00111825240310282,-0.0612478740513325,0.00336471549235284,-0.000291028263745829,0.0113936271518469,0.00296929548494518,0.00366869661957026,-0.0209398809820414,0.020312674343586,-0.0106586096808314
"7",-0.00454842578619719,0.0519750006496906,-0.00245930696837604,0.00254588201642036,-0.0037953807041049,-0.00528761558234692,-0.00120382045861334,0.00734746549278498,-0.0135446665808558,0.00240703346207738
"8",0.00134645355865359,-0.0647954195737839,0.00353832938708365,-0.00678724050521851,0.00600081169977784,-0.00751422345638275,-0.00206518964841962,-0.0428638346493244,-0.00387884769588709,-0.0030241240747273
"9",0.00131127727217972,0.0543721877038479,0.00136958062648773,0.0235891323536634,0.00504545262083411,0.0064027258194983,-0.00969213619828224,0.0188243854790926,-0.0162302013486624,-0.00366942747496068
"10",0.0010463196085766,-0.00372716574929655,-0.00353829632513225,-0.00449393177405,0.00607681460678577,0.000231715908739716,-0.0076665785163641,-0.0159623268991709,-0.0088352682068944,-0.00113983161281794
"11",0.00447019003331661,0.0226726867258549,-0.00190155254676938,-0.00269770412705839,-0.00452587893232703,-0.000868798699229956,-0.00109185767360032,-0.00413783872500062,0.0114961545914412,-0.00186646543443203
"12",0.00508553953841329,-0.0175258964300156,-0.0047825095243752,0.00170548085588962,0.00307705486193299,0.000102519887150265,-0.0010950326686725,-0.0181104596704245,-0.00157210347242653,0.00361450086347759
"13",-0.00108315818943083,0.01977145858109,-0.000914896139875054,-0.00109824317041785,0.000112405759864487,0.0084039494395256,0.00656948890537024,-0.00469710258767009,-0.00137045828159899,-0.003846341278404
"14",-0.00492800306528807,-0.0180084928870201,-0.00451813265681267,-0.00249525555409491,-0.0030487347394228,0.00584501400589943,0.00106990186031908,0.00558431586250663,-0.0129888178780675,0.00174757756758481
"15",-0.0106533486396074,0.0181239880621433,0.00102965463884175,-0.00592700624838471,-0.000754393229726702,0.00301717640832067,-0.000613613578025252,0.00902572739869356,-0.000857092381920666,-0.000415486050769687
"16",0.000288434734102339,0.00565398298203945,-0.0108747538179159,-0.000800487119704485,0.0012321473332122,0.00408137822523713,-0.0164045412093401,-0.0145723661407828,-0.0195262152701616,0.00233869603835046
"17",-0.00134329742286354,0.0193011965602636,-0.00154001696500927,-0.00347602739930153,-0.00301421410404146,0.00510840816423297,0.000204282274353318,-0.009908402338624,-0.000929219590034336,0.0028335468377918
"18",-0.00603895587846637,0.00902756676077843,-0.00840682536363602,0.00552324717864394,-0.0100282691419125,-0.00115566933527589,0.00300438166595995,-0.00457569723948836,-0.00885413773357868,0.000986258499324322
"19",-0.00195642234757543,0.0200844518840313,-0.00545687507838011,0.0010370290838182,-0.00363474013283849,0.00155853049363941,0.0127637619152665,-0.00157970830332488,-0.0239516515284777,-0.000722576689440757
"20",0.00569280050694942,0.007518847938627,-0.00923440419137478,-0.00322008109651506,0.00287575228139758,-0.00111073418520391,0.00131916417740285,-0.00309235230088234,7.31740074115805e-05,-0.00316863227635622
"21",-0.00449672574177384,0.0176618192344904,0.0024960630107671,0.000547251955140382,-0.00292714452371001,0.000129783176817,-0.00881579332053661,-0.000855306396260858,0.00554291298612952,-0.00472887512296438
