"","BA","IBM","KO","MCD","CAT","DD","RTX","MMM","AXP","TRV"
"1",0.0056838383898139,0.00112566747702658,0.00270516169257462,-0.00381424953229725,0.0194005649536848,0.000432831089710817,-0.00188577675726265,-0.00812783930450678,0.00331326015293598,-0.00421822350472212
"2",0.00862270314246416,0.0029388393741101,-0.00779415154829621,-0.00213214941322803,-0.00268321158364415,0.00925151817500591,0.00222914316691458,0.00340653071179986,0.00384094193577766,0.00373879075050354
"3",0.00844306126236916,-0.00260240351781249,-0.00123840570449829,-0.000293727003736421,-0.00643851608037949,-0.00226190104149282,-0.0028305531013757,0.00119096750859171,-0.00145198393147439,-6.26317923888564e-05
"4",0.00183397263754159,0.00111617147922516,0.00303199701011181,-0.00479970825836062,0.00769076310098171,0.00223594135604799,0.00136093434412032,0.00120108993723989,0.00629029795527458,-0.00224812258966267
"5",-0.00204774783924222,-0.00225384440273046,-0.00181954074651003,0.00135276652872562,-0.00604288280010223,0.00923078507184982,-0.00492238439619541,0.000730289320927113,0.00139919819775969,0.000528692966327071
"6",0.0112024880945683,0.00499260518699884,-0.0102517250925303,-0.0010459910845384,-0.00927452649921179,0.000378529279259965,0.00165648036636412,0.000333804520778358,0.00688045751303434,-0.00388757977634668
"7",0.0168195888400078,-0.00285858334973454,-0.00262760347686708,0.00318156811408699,0.00318954070098698,-0.00240384507924318,0.000140861768159084,0.000517645035870373,0.00175870873499662,-0.0034964180085808
"8",0.00493484735488892,0.000559064676053822,-0.00192058924585581,0.00442095519974828,-0.00547517882660031,-0.00146888312883675,-0.00195061368867755,-0.000449840707005933,0.00210157711990178,-0.00269384891726077
"9",0.00408909469842911,-0.00156102678738534,0.0024643384385854,0.000117078787297942,0.0065724803134799,-0.00406738230958581,-0.00284699117764831,4.79567424918059e-05,-0.000195312008145265,-0.00186083593871444
"10",-0.00569455465301871,0.00568785099312663,0.00425108429044485,0.000549484102521092,-0.00202714162878692,0.00197704578749835,-0.00175381952431053,3.2617722354189e-06,0.00507618766278028,-0.00586962234228849
"11",-0.000950230692978948,0.00371697824448347,-0.00478197121992707,0.0014759871410206,0.00282409088686109,-0.00106665550265461,0.00595571845769882,-0.00416795630007982,-0.00105297344271094,0.000184453296242282
"12",-0.00432768603786826,-0.00184124428778887,0.00120643898844719,0.0019740853458643,-0.00416249455884099,-0.00416245264932513,-0.00472964532673359,0.00373204192146659,0.00472833029925823,-0.00267196143977344
"13",0.00034227519063279,-0.00691097648814321,0.00110567675437778,0.00540868006646633,-0.00450115371495485,0.0132455257698894,5.08737357449718e-05,-5.12224905833136e-05,-0.00147501158062369,0.000469402235466987
"14",-0.00457413168624043,0.00170338654424995,0.00102402188349515,0.0080152191221714,0.00310435285791755,-0.00195330148562789,0.00255165831185877,-0.00333797186613083,0.0133791659027338,-0.0021900946740061
"15",-0.00550691271200776,-0.00281900935806334,0.0024381335824728,-0.00115391775034368,0.00173768890090287,-0.00490003218874335,-0.00102608336601406,0.00122357544023544,0.00765843642875552,-0.00038953562034294
"16",-0.00264518614858389,-0.00371788186021149,0.00330785312689841,0.000381422665668651,-0.00569798285141587,0.00254697375930846,-0.00277091865427792,0.00206078332848847,0.00778800807893276,-0.00260075065307319
"17",0.00322806742042303,-0.00266525917686522,0.00556582678109407,0.00206592166796327,-0.00473384512588382,0.000854964484460652,-0.00132990861311555,-0.00213196966797113,-0.000502521579619497,-0.00321267964318395
"18",5.94247612752952e-05,0.00192006723955274,-0.000476561806863174,0.00248604244552553,-0.000466198805952445,-0.00516534736379981,-0.00241325562819839,0.00450562266632915,-0.000890383846126497,-0.00231051631271839
"19",-0.00473536271601915,-0.00188266974873841,-0.0014190865913406,0.00533431489020586,-0.00330877001397312,0.00145093246828765,0.000470929284347221,-0.00380979245528579,0.000193798754480667,-0.00182471890002489
"20",0.000500688969623297,-0.00555084459483624,-0.000248832540819421,0.00383173464797437,0.00335945002734661,0.00606751907616854,0.00225035636685789,0.00470323720946908,0.00176460319198668,-0.00218518683686852
"21",-0.00478578358888626,-0.00960393436253071,0.000705354264937341,0.00264578708447516,-0.00384919461794198,-0.0117628965526819,-0.00166718254331499,-0.00257285824045539,0.000467711157398298,-0.000600855331867933
