"","KO","IBM","MRK","RTX","UNH","DD","AXP","CAT","MMM","TRV"
"1",0.00431772880256176,-0.00675407005473971,0.00053865829249844,0.00208724592812359,-0.00567992962896824,-0.00135452684480697,-0.00501187285408378,-0.0021475029643625,-0.00244434317573905,-0.00197099219076335
"2",-0.00215154350735247,0.00148881133645773,-0.00262381765060127,-0.00453262124210596,0.00746798980981112,0.00554582988843322,0.0132901230826974,0.000583341694436967,-0.00758630875498056,0.00466279499232769
"3",0.000842644833028316,-0.00556526007130742,0.00232674810104072,-0.00362161500379443,0.00170392624568194,-0.00203256774693727,-0.00284957163967192,0.00240280572324991,0.00190674280747771,0.0014674817211926
"4",0.00175017269793898,-0.00835477933287621,0.000659104320220649,-0.00481752725318074,-0.00268300320021808,-0.00586973084136844,-0.00823271926492453,0.000119030482892413,-0.00360157620161772,-0.00715701095759869
"5",-8.87812639120966e-05,-0.000168484199093655,-0.0042383917607367,-0.00893142353743315,0.00684556411579251,0.00564568769186735,-0.00564962439239025,0.00172556529287249,-0.00103178794961423,-0.00271351425908506
"6",0.00574878603219986,0.00706458557397127,0.00353158102370799,-0.00900320801883936,-0.0110523467883468,0.000398053729441017,0.00201436853967607,0.00412539718672633,0.00692037399858236,0.00177219207398593
"7",0.00175840815063566,-0.00520009640604258,-0.0103512611240149,-0.00471926247701049,-0.00720956223085523,0.00528613151982427,-0.00354754459112883,-0.00751423509791493,0.00205903989262879,-0.000515560386702418
"8",0.00393056962639093,-0.00871579069644213,0.00137004221323878,-0.00941605493426323,0.00726790633052588,-0.000528119562659413,-0.00164445722475648,-0.0138881243765354,0.00494051817804575,-0.00349590508267283
"9",-0.00220201956108212,0.00380937685258687,-0.0024993468541652,-0.00543560832738876,-0.00588170858100057,0.00815518386662006,-0.00117591978050768,-0.00845428742468357,0.00592582719400525,-0.00294641917571425
"10",0.00418089656159282,-0.00100555806420743,0.00546215288341045,-0.000855786958709359,-0.00395431369543076,-0.0041701034642756,-0.00199450249783695,-0.0163130182772875,-0.000383596430765465,0.00106267817318439
"11",-0.00274861743673682,-0.0162181500345469,0.00015148741658777,0.000198955953237601,0.00749588711187243,0.00148449256084859,-0.0103183044120669,-0.00751039991155267,0.00122738117352128,-0.00150048802606761
"12",0.00286231143400073,-0.0035268496721983,0.00207602372393012,-0.00148022454231977,-0.0043471404351294,0.0018709561554715,0.00621977308765054,-0.00231654033996165,-0.00116039509885013,-0.00881122704595327
"13",0.000314159784466028,-0.00743052689358592,0.00457923533394933,0.00372507655993104,-0.00340276304632425,-0.00230244151316583,-0.00513071985915303,0.00739449635148048,-0.002105004619807,-0.0035993717610836
"14",0.000613084877841175,-0.00313619966618717,-0.000911107985302806,-0.0142510235309601,0.00803468748927116,-0.0064091719686985,0.0104135191068053,0.00626924308016896,0.00334348250180483,0.00389272952452302
"15",0.000285236310446635,-0.0138263776898384,-0.00284934137016535,-0.000266402494162321,0.000742848962545395,0.0015232264995575,0.00181924132630229,0.00715232221409678,-1.39954590849811e-05,-0.00338830566033721
"16",-0.00194493855815381,0.00855574943125248,-0.00421691220253706,0.00391298672184348,-0.00623720325529575,0.00466452492401004,-0.00139477953780442,0.00738220429047942,0.00145947106648237,-0.00226981821469963
"17",0.00548793049529195,0.000790300488006324,-0.0018561624456197,0.00514113251119852,0.0124439187347889,0.00393131515011191,-0.00286922743543983,0.000557847204618156,-0.00285581056959927,0.0030115854460746
"18",-0.00163141929078847,-0.00292560551315546,0.00129636679776013,-0.000555439677555114,-0.00718815252184868,0.000743721902836114,-0.000564450514502823,-0.000293755118036643,-2.17050728679169e-06,0.00173100922256708
"19",0.00532771879807115,-0.015128773637116,-0.00265676039271057,0.00237559876404703,0.00221384642645717,-0.00108603818807751,-0.0075817727483809,0.00295209023170173,0.00148931401781738,-0.00371150812134147
"20",-0.00244929362088442,-0.00160225201398134,0.00153521285392344,0.00504752527922392,0.00675878394395113,0.00504351314157248,0.00264680292457342,0.00739793991670012,-0.00573231093585491,-0.000857960723806173
"21",0.00199392414651811,-0.00404512463137507,-0.00233774562366307,0.000266342016402632,-0.0143912993371487,-0.00898134335875511,-0.00420132279396057,-0.0147999851033092,-0.00157043698709458,7.15199130354449e-05
