"","KO","IBM","MRK","RTX","UNH","DD","CAT","AXP","MMM","TRV"
"1",-0.00211722496896982,0.00387382949702442,-0.0114951245486736,-0.00261039240285754,-0.00403253035619855,0.00635096710175276,-0.00174328964203596,0.0143730128183961,0.00790539663285017,0.00204694014973938
"2",0.00300903269089758,0.0121625019237399,-0.000523163878824562,0.00275059160776436,0.00972080789506435,-0.00300026196055114,0.0154420612379909,-0.00661727180704474,0.00379191059619188,0.00297766271978617
"3",-0.00325236422941089,-0.00558140967041254,0.0157088544219732,-0.00331878196448088,-0.00582812028005719,-0.011254676617682,0.0300602596253157,-0.00398308970034122,-0.00215739104896784,0.0046718567609787
"4",0.00241091568022966,0.00782097037881613,0.00480598211288452,0.00320754735730588,0.00264839665032923,-0.00997438468039036,0.00511557376012206,-0.0112516740337014,0.000578564708121121,0.00990703050047159
"5",-0.00264381244778633,0.00283422623760998,0.00580328516662121,-0.00547041604295373,-0.00232671480625868,0.00904976762831211,-0.00181625504046679,-0.00930007360875607,0.00274224043823779,0.00791980419307947
"6",2.96970483759651e-05,-0.0056625665165484,0.00290400511585176,0.00542627507820725,0.00120111310388893,-0.00900705996900797,0.00985467713326216,-0.015895014628768,-0.00651408825069666,-0.0027126045897603
"7",0.000535492086783051,-0.0042725708335638,-0.00235405145213008,-0.00529439048841596,0.00674688816070557,-0.0209339167922735,0.00581346265971661,-0.0161280371248722,-0.00238511408679187,-0.00123956124298275
"8",0.00189632538240403,0.00810954533517361,0.0012731438037008,0.00310318591073155,-0.0066495006904006,0.00687399646267295,0.00158787972759455,-0.0143005466088653,0.00744989328086376,0.00570839829742908
"9",-0.000396230170736089,0.0042018685489893,-0.00458121532574296,-0.00479600764811039,0.00521811004728079,-0.00606180541217327,0.00554219447076321,0.00160235166549683,-0.00699757691472769,0.0183975230902433
"10",0.00741285877302289,-0.00225667865015566,-0.000431976193794981,-0.00493593700230122,0.00495952041819692,0.0229055155068636,0.0026621725410223,0.00470501696690917,0.00723705533891916,0.00282330717891455
"11",0.00500158546492457,-0.00301280245184898,-0.00538553530350327,-0.000586438982281834,0.00719028664752841,0.0149835627526045,-0.00361239723861217,0.00602554809302092,-0.00074923736974597,-0.00352552044205368
"12",-0.000741878699045628,-0.00429698545485735,-0.00667874561622739,-0.0107898684218526,-0.00809203833341599,-0.00234512332826853,0.00913992989808321,0.00361860054545105,-0.000262346846284345,0.00343264220282435
"13",0.00368586182594299,-0.00323503254912794,0.000817611813545227,-0.00358040118589997,0.00891231931746006,-0.00940190069377422,0.00254626618698239,-0.00125938304699957,-0.0033420124091208,0.00466576125472784
"14",-0.00526422075927258,-0.00586790079250932,-0.000651268695946783,0.00218039960600436,-0.00122388172894716,0.00236465572379529,0.00298909470438957,-0.00496865110471845,0.00888635590672493,0.000320743740303442
"15",0.00210062228143215,-0.00919912755489349,-0.00188196869567037,-0.00340322777628899,-0.000926849665120244,-0.00903323758393526,0.00510393735021353,-0.00343235582113266,-0.00430692359805107,0.00523293484002352
"16",0.0010669807670638,-0.00374169205315411,0.00337797217071056,0.00189229776151478,0.00844595208764076,-3.01569252769696e-05,0.0106948940083385,-0.00330008915625513,-0.000171476844116114,-0.00391659000888467
"17",0.00526756979525089,0.00158097653184086,0.000619092141278088,-0.00244762469083071,0.000583132670726627,-0.00195065210573375,-0.00106107466854155,0.00344689236953855,-0.000695595808792859,0.00274541089311242
"18",-0.00390999671071768,0.00306206708773971,0.00112349959090352,-0.000813983730040491,-8.36958934087306e-05,0.00423920201137662,0.00169706123415381,0.000721784599591047,0.00357055477797985,-0.00390496687032282
"19",0.000423288176534697,0.00404717959463596,-0.00422526802867651,-0.00991254858672619,0.0083324396982789,-0.00677191838622093,0.00266992207616568,-0.00246421038173139,-0.00225499668158591,-0.000786072574555874
"20",0.00511926831677556,0.00638696784153581,0.00185946607962251,-0.000218427725485526,0.00660288659855723,0.000180495015229098,-0.00087968137813732,-0.00559711921960115,-0.00123928254470229,0.0011238829465583
"21",0.00502698076888919,-0.0112884622067213,-0.00783816538751125,-0.0153228845447302,0.00498005328699946,0.00473387772217393,-0.00500128604471684,-0.00529279513284564,-0.000492975872475654,-0.000778140325564891
