"","CVX","MRK","MCD","NKE","DD","KO","MMM","RTX","AXP","TRV"
"1",-0.0221299864351749,0.0120759028941393,0.00185373972635716,-0.00973888766020536,-0.00611137086525559,0.000858725572470576,-0.00295186508446932,0.00659003714099526,-0.0057740998454392,0.00278303306549788
"2",-0.00317304511554539,-0.00163580384105444,-0.00295151933096349,-6.53392635285854e-05,0.00516922399401665,-0.000664696621242911,-0.00234534800983965,-0.00331391766667366,0.0091243926435709,0.00119919271674007
"3",-0.00806906912475824,-0.00580423837527633,0.000111537221528124,0.00600454909726977,-0.0209020953625441,0.000804271199740469,0.000924765190575272,-0.00310592516325414,-0.0211843829602003,-0.0237083025276661
"4",0.00843632780015469,0.0108169848099351,0.000435062509495765,-1.25478018162539e-05,0.010686875320971,0.00128910923376679,0.00458737555891275,0.0128910504281521,-0.0138470362871885,0.0114377541467547
"5",-0.0434152632951736,-0.00306333694607019,0.000461234390968457,-0.00100185349583626,0.0119976885616779,-0.000808879791293293,0.00477021839469671,-0.00368845881894231,0.00960461888462305,-0.00328950001858175
"6",-0.000507347169332206,-0.00303722149692476,0.000439286552136764,0.0132662607356906,0.011391649954021,0.0055868155322969,0.00603908440098166,-0.000228444157983176,0.00118882232345641,0.0126045839861035
"7",0.0119257504120469,0.0103135583922267,-0.00621023029088974,-0.00264055468142033,-0.0150808496400714,0.00239218003116548,-0.00476361624896526,-0.00538096018135548,0.00150933000259101,-0.0060065072029829
"8",0.00673292344436049,0.00308315409347415,0.0113252736628056,0.00823154859244823,-0.00340684573166072,-0.00143011368345469,-0.00299246399663389,0.00564067205414176,-0.00176636397372931,0.000688139523845166
"9",-0.0223623849451542,-0.00379498349502683,-0.00132262031547725,0.00584828620776534,0.00536402547731996,-0.000879795290529728,0.00145085726398975,-0.00704682106152177,0.00074434035923332,-0.00256902677938342
"10",-0.00540475314483047,0.00277780182659626,0.00680137053132057,0.0118007492274046,-0.00529230386018753,0.00220828922465444,0.00573111372068524,0.00140021368861198,0.00414852984249592,0.00241241068579257
"11",0.00907093938440084,-0.000561464519705623,-0.00505408132448792,-0.00149523175787181,0.00257766945287585,0.000204696232685819,0.00218021823093295,0.000864882604219019,0.00731259444728494,0.00580719020217657
"12",0.0102577861398458,0.00236585340462625,0.00147391040809453,0.00731900567188859,-0.00896038580685854,-0.00176059652585536,0.00764122046530247,-0.00342396949417889,0.00338030117563903,-0.000255196762736887
"13",-0.0379209667444229,-0.000309533992549405,0.00171267951373011,0.0105582848191261,-0.0039575882256031,0.00540365511551499,0.00404818635433912,-0.00266772648319602,-0.0110779302194715,0.00275140651501715
"14",-0.00593115761876106,-0.00120463815983385,-0.000406534294597805,-0.00447373930364847,0.00271331053227186,0.00218813633546233,-0.000476514134788886,0.00843099318444729,-0.0044355527497828,0.000908994639758021
"15",0.0245177149772644,0.000895872537512332,-0.00281467568129301,0.016554668545723,-0.00553149776533246,-0.0010194384958595,0.00314684887416661,-0.00334016955457628,0.00351326749660075,-0.00118395790923387
"16",0.00672415969893336,-0.000294347613817081,-0.000986235216259956,0.00309095229022205,-4.6299333916977e-05,-0.000954555813223124,-0.00362030928954482,-0.00414795707911253,-0.000310910691041499,0.00621660752221942
"17",-0.0179110672324896,-0.00185430434066802,0.00456279329955578,-0.00203354400582612,0.00374274351634085,0.00289384322240949,-0.0055066249333322,0.00179826945532113,0.0106573831290007,0.00311143626458943
"18",-0.000299545616144314,0.00260074529796839,-0.000547900737728924,-0.0075809620320797,0.00705013517290354,2.58924046647735e-05,0.00119412539061159,-0.00376384542323649,0.00246902438811958,-0.00368962436914444
"19",0.00104468106292188,0.000518907210789621,-0.00120638951193541,-0.00533958803862333,-0.000211806604056619,0.0013882233761251,0.00444579590111971,0.00140770745929331,0.00729796988889575,0.0031875369604677
"20",0.00655593629926443,0.0018073896644637,0.00211734557524323,0.00210957112722099,0.0004692921647802,0.000957290409132838,-0.00233777333050966,0.00452394085004926,0.00225000153295696,-5.26759286003653e-05
"21",0.00136814266443253,-0.00273665203712881,0.00154934951569885,-0.0048877545632422,0.00135413592215627,0.00228371843695641,-0.00411188462749124,0.000626184220891446,0.00443859538063407,-0.0118357958272099
