"","WMT","MCD","CAT","UNH","RTX","DD","AXP","MMM","NKE","TRV"
"1",-0.00147299200762063,-0.00127240957226604,-0.00280281715095043,-0.00292478385381401,0.00371130206622183,0.00357666402123868,-0.00444016419351101,0.00365217542275786,0.00583013566210866,-0.000345488340826705
"2",-0.00241435319185257,-0.00144569913391024,0.00322312978096306,0.00292439758777618,0.00472451373934746,-0.00484744645655155,-0.00422034459188581,-0.00149915425572544,0.0037651916500181,0.00208100001327693
"3",-0.00565182836726308,0.00360901770181954,-0.00266724219545722,0.000171049541677348,-0.00203349767252803,-0.0080689312890172,-0.000405503815272823,-0.000485253782244399,-0.00183012161869556,0.00475297262892127
"4",-0.00121565337758511,-0.000864656700287014,-0.00377120939083397,0.00134265120141208,-0.00515064131468534,-0.000258128769928589,0.000706712657120079,-0.00114749663043767,-0.00615592673420906,0.000130099229863845
"5",-0.00254394533112645,-0.00283823511563241,-0.00250602536834776,-0.00284035434015095,-0.0086832232773304,-0.00416622869670391,-0.017960362136364,0.00277733663097024,0.00468075834214687,-0.00153631705325097
"6",-0.00387868657708168,0.00322448811493814,-0.0035764523781836,0.00388007517904043,0.00751009397208691,-0.00274991034530103,-0.00218909722752869,0.00158608937636018,-0.00696130422875285,1.80873885256005e-05
"7",-0.00191285065375268,-0.00354554690420628,-0.00262012099847198,0.000195369852008298,-0.00369565468281507,0.005103406496346,0.00197071488946676,0.00102811178658158,-0.00253697158768773,0.0051246490329504
"8",0.003638228867203,0.000700836884789169,1.76135145011358e-05,0.00263437628746033,-0.00400414736941457,-0.00652018235996366,0.00624272739514709,0.00367570645175874,-0.00766390841454268,0.00402898387983441
"9",-0.00453789113089442,-6.27204499323852e-05,-0.0023354219738394,-0.0019213919294998,0.00336297415196896,0.00404393952339888,-0.00322264083661139,0.00300005380995572,0.00173384021036327,-0.00295429141260684
"10",-0.000826872186735272,-0.00296351290307939,-0.000915786367841065,0.00164069444872439,-0.00326261552982032,-0.00417300639674067,-0.00402067461982369,-0.000182734453119338,-0.00620718346908689,0.00204104278236628
"11",0.00239793863147497,0.00580505328252912,-0.00299444235861301,-0.00310104642994702,0.00511462427675724,-0.00146427634172142,-0.00263322982937098,-0.00120852701365948,-0.00233118142932653,0.00216766144149005
"12",-0.00139402830973268,-0.00303607224486768,0.000629295944236219,-0.00540740787982941,0.00126189365983009,0.00491723325103521,-0.00733411451801658,-0.0013653920032084,-0.00851950328797102,0.000132676723296754
"13",-0.000710609485395253,0.00335204810835421,-0.00353613751940429,0.000941326725296676,-0.0109263770282269,0.00052356137894094,-0.0110119599848986,-0.00265634874813259,-0.00272515974938869,-1.00729303085245e-05
"14",0.00447351019829512,-0.00255708443000913,0.0014126542955637,0.00167313066776842,3.55789052264299e-05,8.51065560709685e-05,0.00457430863752961,0.00303162611089647,-0.0044349180534482,0.000287720264168456
"15",-0.000506304786540568,-0.000768084719311446,0.00323638529516757,-0.00297675002366304,0.000170946063008159,0.00270667742006481,0.00363688333891332,0.00240884232334793,-0.0039513329975307,0.00262525421567261
"16",-0.00181957345921546,0.00395248923450708,0.00256507541052997,-0.00580933364108205,0.0029921995010227,-0.00597507413476706,0.00418833876028657,0.00375860556960106,-0.00421630078926682,-0.000449798506451771
"17",0.00563248945400119,-0.00240404042415321,0.00444767903536558,0.000468859594548121,-0.000264706206507981,-0.0012428235495463,-0.00181289226748049,0.00322826416231692,0.0021611365955323,0.000181558818439953
"18",-0.000864816887769848,0.0020397724583745,0.00158237887080759,-0.00810662936419249,0.00943595916032791,0.00441017933189869,-0.00291741173714399,0.00112937379162759,-0.00384778995066881,0.000422468816395849
"19",-0.00219807424582541,0.00151628686580807,-0.00544623797759414,-0.000993236317299306,0.00523424614220858,-0.00505162542685866,-0.00685456581413746,-0.000349318725056946,-0.00677020335569978,0.00365971797145903
"20",0.0055914600379765,0.000287261209450662,0.00453765783458948,0.00503858085721731,-0.00313053838908672,-0.00236909766681492,-0.0114092230796814,-0.00185779191087931,-0.0105093708261847,0.00203378149308264
"21",-0.000565405760426074,-0.000914708187337965,0.00137513433583081,-0.000843257468659431,0.00469677383080125,-0.00133750261738896,-0.00162893731612712,-0.000432248809374869,-0.0159343797713518,0.000636424054391682
