"","VZ","HPQ","UNH","AXP","BA","RTX","DD","MMM","AA","TRV"
"1",-0.00475369021296501,-0.0221712198108435,-0.00300224288366735,0.00457970984280109,-0.00509333843365312,0.00640953704714775,-0.00559897301718593,0.00310317100957036,-0.00153040012810379,-0.00319234048947692
"2",-0.00731974188238382,0.00281100603751838,0.00364247034303844,0.00539893237873912,-0.000203623058041558,-0.0100163416936994,0.0032483444083482,0.00476856902241707,0.00927677843719721,0.00849897228181362
"3",-0.000808833923656493,0.00593195902183652,-0.00367290969006717,0.00505555933341384,0.00318867457099259,-0.00219029397703707,-0.00512946397066116,0.00110732461325824,0.0050639477558434,-0.00734338909387589
"4",0.0076113254763186,0.0117083033546805,0.000995846698060632,0.000314912525936961,-0.0022741227876395,-0.00293309567496181,0.00821631960570812,0.00268615782260895,-0.0208892282098532,-0.000187611687579192
"5",-0.00623554363846779,0.00209882785566151,-0.00395900756120682,-0.00358385662548244,0.000282358931144699,0.00718496320769191,0.000893417804036289,-0.00255532748997211,0.00103734084405005,-0.0096847889944911
"6",0.0066752159036696,-0.0154060442000628,-0.0028310117777437,-0.00858397968113422,-0.00882538501173258,-0.00515155354514718,-0.00392123311758041,-0.00252792378887534,-0.0209532771259546,0.000661610683891922
"7",-0.00404389994218946,-0.00685903243720531,0.00155478506349027,-0.00138243148103356,0.00438623363152146,-0.00187282857950777,-0.00897267367690802,-0.0036311442963779,-0.00662778038531542,-0.00389465456828475
"8",0.00497457385063171,-0.0113314194604754,-0.000832023157272488,0.00718651711940765,-0.0161544848233461,0.0046956785954535,-0.00265573686920106,0.000901762687135488,-0.00111161509994417,0.00406381767243147
"9",0.000424801342887804,-0.00958390440791845,0.0052906321361661,-0.0114618642255664,0.000779056979808956,0.000676607305649668,0.00983417872339487,0.0005531269707717,-0.00423945486545563,-0.00245403102599084
"10",0.00661259656772017,0.0179669186472893,-0.0019593273755163,-0.00579308392480016,0.00537296291440725,-0.00526349106803536,-0.000743220327422023,-0.00296244258061051,-0.0215014517307281,0.0035889889113605
"11",-0.00229830201715231,0.00327127333730459,0.00514646619558334,-0.00512382108718157,0.00482344068586826,-0.000544415961485356,0.00387779367156327,0.00193610263522714,0.00036234752042219,0.00327761028893292
"12",0.00553943868726492,0.018372779712081,0.00188867549877614,-0.00182572577614337,-0.00344641762785614,0.000856992963235825,0.00211883382871747,6.24985405011103e-05,0.00581458304077387,0.0029037413187325
"13",-0.00400855671614408,0.00544731505215168,-0.00264056166633964,-0.00959325302392244,-0.00458267331123352,-0.00341833638958633,-0.00283321598544717,0.00187811884097755,0.00196341820992529,0.0018854490481317
"14",0.00449556391686201,-0.00775489723309875,0.00191725068725646,-0.00626403745263815,0.00523774372413754,-0.0071534737944603,0.00275736837647855,-0.00149797019548714,0.00283231656067073,0.00199765432626009
"15",0.000347284687450156,-0.00992490164935589,-0.000923907675314695,0.005964913405478,-0.00748330028727651,-0.00101625919342041,-0.00726967817172408,-0.00522677460685372,-0.0161845218390226,0.00569061562418938
"16",0.00954897794872522,-0.0122650200501084,0.00051369215361774,-0.00907955039292574,-0.00384004134684801,0.00227358029223979,-0.000921896775253117,-0.0073464629240334,0.0070133819244802,0.000216609114431776
"17",-0.00247555738314986,-0.0157032534480095,0.00370874395594001,-0.00373530108481646,-0.00322784972377121,-0.00115649064537138,-0.00446184305474162,-0.00757598644122481,-0.013564171269536,-0.000359045166987926
"18",0.00938510056585073,-0.0294709969311953,-0.00279283779673278,-0.00304909935221076,0.00104392762295902,-0.0107768476009369,-0.00651035597547889,-0.00211568246595562,0.00753183616325259,0.00769822485744953
"19",-0.00569254346191883,-0.00469882227480412,0.000314335979055613,0.0022770781069994,-0.00650243042036891,0.00158848660066724,-0.00305352127179503,0.000806975469458848,0.00876778457313776,-0.00555480271577835
"20",0.000547969015315175,-0.00668624648824334,0.000516940432135016,-0.00519480975344777,-0.00770414248108864,-0.000121766737720463,-0.000233569458941929,0.000259763037320226,0.00279462127946317,-0.00499881245195866
"21",0.000298068363917992,-0.00332903582602739,0.00213594897650182,-0.00450017629191279,0.00344108766876161,-0.00482087535783648,0.000991151668131351,0.00269689713604748,0.00493846042081714,-0.0018764166161418
