"","MCD","IBM","AMGN","HON","CAT","AXP","MMM","WBA","DOW","TRV"
"1",-0.000102773687103763,0.00361495185643435,-0.00870069116353989,-0.00547734554857016,-0.0209090989083052,0.0155221875756979,0.0132020711898804,-0.0183421391993761,-0.0104392804205418,-0.000566356000490487
"2",0.00236310856416821,-0.0087375408038497,-0.0077897859737277,-0.00460905581712723,-0.00528886076062918,-0.000388915650546551,-0.00129618984647095,0.0119925998151302,-0.015967832878232,-0.011944979429245
"3",-0.00306109036318958,0.00608137622475624,-4.27723934990354e-05,0.00594378402456641,0.00301028415560722,-0.000418163719587028,0.0015318098012358,-6.5341082517989e-05,0.00195512943901122,0.00247711478732526
"4",0.00627663126215339,-0.00832161493599415,0.00206547579728067,0.00890263821929693,0.00449199415743351,0.00672135269269347,-0.000765525037422776,-0.00263342680409551,0.00377245736308396,-0.00832931511104107
"5",0.00817718356847763,0.00577810220420361,0.0030755321495235,-0.013439136557281,0.0190611574798822,-0.00280796084553003,0.00441962340846658,-0.00554321799427271,0.00581072550266981,-0.00020830066932831
"6",0.000761019357014447,0.0166043974459171,0.00383337237872183,0.00128750200383365,0.00281934579834342,0.00380007945932448,-0.00103208911605179,0.00431011570617557,0.011026693508029,-0.00197808351367712
"7",0.00771530391648412,-0.009424171410501,0.00181454897392541,0.0100673278793693,0.00439348025247455,0.018568117171526,0.000581104948651046,0.00589442439377308,0.0127412807196379,0.00871656741946936
"8",-0.00989194121211767,-0.00277387141250074,0.00966776255518198,-0.00205641379579902,0.0178620014339685,-0.00399201922118664,-0.00215377029962838,0.0067738089710474,0.00387905747629702,0.00519217923283577
"9",0.000188957841601223,0.00585093628615141,0.000724522687960416,0.00373320048674941,-0.000330586975906044,0.0145774520933628,-0.0054299789480865,-0.00570940645411611,0.00641471007838845,-5.14490384375677e-05
"10",0.00654145376756787,-0.00723263062536716,0.00219235895201564,-0.00921098608523607,0.00353514216840267,0.0151018090546131,0.00334089598618448,-0.00301267066970468,0.000836627441458404,-0.00539628602564335
"11",0.00347149581648409,-0.00270045758225024,0.00276643852703273,0.000526744115632027,-0.00593056669458747,-0.00307030999101698,0.00785479880869389,-0.00384956574998796,0.00598817970603704,-0.00577052077278495
"12",0.00504008028656244,0.00528964633122087,0.000610717805102468,0.000514577783178538,0.00489846197888255,-0.0038085444830358,0.00401369715109468,-0.0154797350987792,-0.00626999419182539,0.00153892219532281
"13",0.00638182600960135,-0.00539344688877463,-0.000267871393589303,0.000652852701023221,0.00314607215113938,-0.0040226997807622,0.00376874255016446,0.001085588010028,-0.0143582439050078,-0.000354466057615355
"14",-0.0096732759848237,-0.00890946295112371,-0.00281226448714733,0.00821732357144356,-0.00391133176162839,-0.00407487293705344,0.000361251761205494,-0.00608839048072696,0.00273378961719573,-0.003248680382967
"15",0.00954690203070641,0.00222766096703708,-0.00364850973710418,0.00372997461818159,0.0165828671306372,-0.00613130955025554,0.00146928534377366,0.00644547399133444,-0.00633781123906374,-0.00201523723080754
"16",-0.000424495374318212,-0.00449784239754081,-0.00877029169350863,-0.00627877470105886,0.0026524025015533,0.0101596182212234,0.000462877302197739,-0.000349852722138166,-0.0135440649464726,0.000946029031183571
"17",-0.000731365289539099,0.00312123238109052,-0.00562959583476186,-0.000624414824414998,0.00305849127471447,-0.00120462896302342,-0.00487215025350451,0.0062802298925817,0.0138178700581193,-0.000252709083724767
"18",0.00378358084708452,9.01425228221342e-05,-0.0031234985217452,0.00407856982201338,-0.0031601192895323,0.00318396696820855,0.00447035394608974,0.00596462981775403,0.0116319339722395,-0.00217959634028375
"19",0.00438835797831416,0.00893139932304621,0.000191616243682802,0.0119866654276848,-0.00729504274204373,0.000304697809042409,-0.00062879006145522,0.00258022523485124,-0.0136004649102688,-0.00619675358757377
"20",-0.00012909788347315,0.000213676350540482,-0.00346430554054677,0.00627426663413644,0.00164561101701111,-0.00449877372011542,0.00026459211949259,0.000153551824041642,-0.00173066975548863,0.00121912907343358
"21",0.000547410454601049,-0.00148060510400683,0.00706102279946208,0.000358706252882257,-0.00407114066183567,0.00615490786731243,-0.00334755377843976,-0.00817145872861147,0.0226916465908289,-0.000124087368021719
