"","AA","MRK","T","BA","VZ","RTX","MMM","DD","MDLZ"
"1",0.0139716500416398,0.00251111458055675,0.000132943692733534,-0.0271166618913412,-0.000497261411510408,0.00776317249983549,0.00615942757576704,0.029094660654664,-0.0121730268001556
"2",-0.0335564687848091,0.0121629713103175,-0.00529870530590415,-0.00600430043414235,-0.00285773305222392,-0.00208712904714048,-0.00720132840797305,0.00570421433076262,-0.00744788674637675
"3",-0.0350947715342045,-0.00500656990334392,0.0055330591276288,-0.0086633674800396,0.00183217704761773,0.0098299914970994,-0.00103860429953784,0.0246901009231806,-0.00680256681516767
"4",-0.0292563010007143,-0.0134349605068564,-0.000137322203954682,-0.0246040839701891,0.00530037796124816,-0.00450894562527537,-0.0039865430444479,-0.00702486466616392,-0.0119543662294745
"5",0.000784497824497521,-5.57628982278402e-06,-0.0132771981880069,-0.00325756939128041,0.0111133586615324,0.00749983219429851,0.0142322592437267,0.0390568971633911,0.00220609339885414
"6",0.00575896864756942,0.0123610831797123,-0.000890021561644971,-0.0171632096171379,0.00494451215490699,-0.00650567747652531,0.0124350460246205,0.00550457602366805,-0.00441447691991925
"7",-0.000436790374806151,0.000992549583315849,-0.00223757233470678,-0.00913752149790525,0.000109960819827393,-0.000382177357096225,0.00880148727446795,0.0041299732401967,0.000760205031838268
"8",-0.0148780634626746,-0.00744012370705605,0.00902552250772715,0.0206362027674913,0.00522192008793354,-0.0073072356171906,-0.0035473252646625,0.0546875819563866,0.00109327083919197
"9",-0.00686864275485277,-0.00733348308131099,-0.00883032288402319,0.022718159481883,-0.00579285761341453,0.00267118727788329,0.00671638874337077,0.0145884202793241,-0.0028638921212405
"10",-0.00536414096131921,0.000992450746707618,0.0111670652404428,0.0079741757363081,-0.000900298880878836,-0.00984435901045799,0.0076754093170166,0.0228015184402466,-0.0028814934194088
"11",0.00871677976101637,0.000583471555728465,0.0141970003023744,0.0025791993830353,0.00549462717026472,-0.0103484187275171,-0.00804002489894629,-0.00302946125157177,0.00024910134379752
"12",-0.00099192326888442,0.00607421854510903,-0.0193604547530413,-0.00237801135517657,-0.00500922091305256,-0.00351455551572144,-0.000815314939245582,-0.0214043203741312,0.00209505879320204
"13",0.00289464253000915,-0.00776093313470483,-0.00431376462802291,-0.00754765188321471,0.0012539642630145,-0.00891909375786781,-0.00121801521163434,-0.00137446611188352,0.00105682725552469
"14",-0.0249812826514244,-0.0232568942010403,0.0013019141042605,-0.0123538877815008,-0.00251856446266174,-0.00482678785920143,-0.000191504703252576,-0.00131264654919505,0.000586641137488186
"15",0.00871499534696341,0.000261447334196419,0.00422819890081882,0.0041872775182128,-0.00515356380492449,-0.00221641547977924,0.00641601299867034,0.0070675709284842,-0.000126042010379024
"16",0.000783701543696225,0.00790059380233288,-0.024357158690691,-0.000283793517155573,0.0017498069209978,-0.00121262250468135,0.00303258746862411,0.0035597721580416,0.00275982264429331
"17",-0.00915999338030815,-0.00516872806474566,-0.000534995866473764,-0.0227227825671434,0.00279203942045569,-0.00330948969349265,-0.000906914006918669,-0.00355993444100022,0.00686070648953319
"18",-0.0202991850674152,-0.0196103528141975,0.0125054931268096,0.00525695877149701,0.00365300383418798,0.0069426684640348,0.00129477016162127,-0.0166892949491739,0.00859749969094992
"19",-0.00473932130262256,-0.00595457619056106,0.00927586294710636,0.00815945584326982,-0.00902109593153,0.00534429075196385,0.00269577163271606,0.00856051128357649,0.00740382727235556
"20",-0.0166815482079983,0.00259614014066756,-0.0183122381567955,-0.00185690715443343,-0.000443730707047507,-0.00848596263676882,0.00111171789467335,-0.00651070568710566,0.00700058881193399
"21",0.0274648815393448,0.00418790569528937,0.000632775016129017,0.0062724226154387,0.00509026506915689,0.0159664805978537,0.00351729104295373,-0.0115455267950892,0.0059351297095418
