"","AA","MRK","T","VZ","BA","RTX","MMM","DD","MDLZ","TRV"
"1",0.0084407813847065,-0.000915426528081298,0.0022864593192935,-0.00196756864897907,0.00493323896080256,0.0149360345676541,0.00474041933193803,-0.00681907311081886,0.000573168741539121,-0.00836093910038471
"2",-0.0474900864064693,0.0209711901843548,-0.016533263027668,0.00380707276053727,0.0196753051131964,-0.0195549298077822,-0.000310123810777441,0.0208649039268494,0.00849447213113308,-0.0203696694225073
"3",-0.0461562797427177,-0.00849962513893843,0.000564201909583062,0.00166158564388752,0.00594138819724321,0.00592930847778916,-0.00238997302949429,-0.000686888466589153,-0.00907187815755606,-0.0135596031323075
"4",-0.0228826701641083,-0.0332514867186546,-0.0128695499151945,-0.0132876113057137,-0.0297871343791485,0.00757251447066665,-0.00356452050618827,0.00170717597939074,-0.00770347332581878,0.00195097294636071
"5",0.00405709259212017,0.00487470719963312,0.00284940120764077,0.000730969943106174,-0.0118266688659787,0.00290970643982291,-0.00294609251432121,0.00696713477373123,0.00796620454639196,-0.002106110798195
"6",-0.0441006496548653,-0.00168584601487964,0.00361584778875113,-0.00857104267925024,0.0150623619556427,-0.0169024933129549,-0.00528319319710135,0.0111274095252156,-0.000140335207106546,-0.00855491403490305
"7",-0.00808745436370373,-0.00975365471094847,-0.00191815465223044,-0.00586027652025223,0.00862620305269957,-0.00134051835630089,0.00590604031458497,0.00175278959795833,0.00715817324817181,-0.0073218964971602
"8",-0.00123414606787264,-0.0036452894564718,0.0121784377843142,0.00312721100635827,-0.00830268207937479,0.0118454024195671,-0.00233542500063777,0.00555930333212018,0.00310352072119713,-0.0116014061495662
"9",-0.0255199018865824,0.00300393789075315,0.00806595478206873,0.00154480151832104,0.000411627144785598,-0.0108835138380527,-0.0166401732712984,-0.0231560710817575,0.00414629746228456,-0.0214197803288698
"10",-0.0585619919002056,-0.00345985870808363,0.019696157425642,-0.00435028038918972,-0.0257614254951477,-0.0103077339008451,0.00273824110627174,0.00910516083240509,0.0111625883728266,-0.00240122433751822
"11",-0.0343885011970997,-0.00589389074593782,-0.0093464832752943,0.00989862531423569,0.00249094632454216,-0.000348671979736537,0.0081563126295805,0.0161294415593147,0.00263914209790528,-0.00387631868943572
"12",0.00828552339226007,0.0156438574194908,0.000432284810813144,-0.000687177525833249,-0.00768807670101523,-0.00706570874899626,0.00254241935908794,0.00855887867510319,0.0143165346235037,0.0047249523922801
"13",0.0147903962060809,-0.000558951694983989,0.000637675693724304,0.00831625983119011,0.0162655152380466,-0.00873219035565853,0.00393667817115784,-0.00476105650886893,0.00275066052563488,-0.00245532765984535
"14",-0.0453989841043949,-0.00958289764821529,-0.000473735330160707,5.93822514929343e-05,-0.00385148450732231,-0.00783941522240639,-0.00448817433789372,0.00280180550180376,0.0141147458925843,0.00305746425874531
"15",-0.0145670296624303,-0.00697555206716061,-0.016996368765831,-0.00935603678226471,-0.0121051957830787,-0.00671542109921575,-0.0107105812057853,0.00611510779708624,0.00131290615536273,-0.00982010643929243
"16",-0.0308469124138355,0.00655960012227297,-0.00760973105207086,-0.000592726981267333,0.010194081813097,-0.0022490315604955,0.00824288744479418,0.00708857178688049,-0.000770924089010805,-0.0118943974375725
"17",0.00532631948590279,0.00945613719522953,0.00321749434806406,-0.000513071485329419,0.00514725362882018,0.00394844217225909,0.00151633669156581,0.022103775292635,-0.00405373703688383,0.00575861986726522
"18",-0.037716519087553,0.000331962306518108,-0.00929625052958727,-0.00401045475155115,-0.0296339970082045,-0.000718242081347853,-0.00649735610932112,0.00375333311967552,-0.00166966253891587,0.00312888971529901
"19",-0.0452433228492737,-0.00334287621080875,-0.00433917623013258,-0.000878495979122818,0.0037352133076638,-0.0069522918201983,-0.00980683974921703,0.00327869364991784,-0.000110565124487039,-0.00331499171443284
"20",-0.0429754145443439,-0.00736954528838396,0.00891420152038336,0.00283631146885455,-0.0101893888786435,0.00154076411854476,0.00122875755187124,0.00700486451387405,-0.00106264022178948,-0.00535392947494984
"21",-0.0297561604529619,-0.00151336949784309,0.0164203438907862,-0.00282181962393224,-0.0031705261208117,-0.0127161564305425,0.00870629958808422,0.0194684024900198,-0.00858176779001951,-0.0147346602752805
