"","WMT","CAT","MCD","AXP","UNH","RTX","DD","MMM","NKE","TRV"
"1",-0.00128025549929589,-0.0178580712527037,-0.000376474141376093,-0.00382775324396789,0.00222501577809453,0.00669727055355906,-0.00221134861931205,0.00123512221034616,0.00205651484429836,0.003977972548455
"2",0.00478161917999387,0.00222530821338296,-0.00117970118299127,-0.00254302471876144,0.00256254989653826,0.000663905229885131,-0.000734438886865973,0.00831006653606892,0.00406874949112535,-0.00212871911935508
"3",0.00138788786716759,-0.00352422799915075,0.000943856895901263,-0.00310598430223763,0.000479980342788622,-0.00512238079681993,-0.00739343278110027,0.00497305486351252,0.00157685449812561,-0.00363431754522026
"4",-0.00196374324150383,-0.00618815282359719,-0.0109719783067703,0.000366840191418305,0.00378234405070543,-0.00358906434848905,0.00296964263543487,0.00389037583954632,0.0037117104511708,0.00224699825048447
"5",0.00751982722431421,0.00324787269346416,-0.00170447840355337,0.00128346192650497,-0.00495230872184038,-0.00478820689022541,0.00484248902648687,0.00174856733065099,-0.00359763950109482,0.000871801748871803
"6",0.00121622381266207,0.004720498342067,-0.00174254749435931,0.00453591020777822,-0.00247058365494013,0.00344757223501801,-0.00600038375705481,0.00201204093173146,0.0022184809204191,0.00332933594472706
"7",0.00138851860538125,0.0123515855520964,-0.00052414444508031,0.00175579893402755,0.00216889451257885,0.00155941385310143,0.00221006968058646,0.00401561381295323,0.00111122126691043,0.00332478107884526
"8",0.00690897321328521,-0.000897133722901344,2.30334298976231e-05,0.0021078132558614,-0.0070902556180954,0.00377807673066854,-0.0019409361993894,0.00216373335570097,0.00413336325436831,0.00243749306537211
"9",0.000219373992877081,-0.00345708546228707,-0.00416058162227273,0.00113733031321317,-0.00136238883715123,-0.00125361024402082,0.00368933589197695,0.00147175183519721,0.00217860750854015,-0.00137330708093941
"10",0.000448786391643807,0.00553552247583866,-0.00308123114518821,-0.000817638530861586,-0.00805898383259773,0.00044473068555817,-0.00809155404567719,0.00373021513223648,-0.00442365370690823,-0.00636938400566578
"11",0.00280754547566175,0.00145803240593523,-0.00195025163702667,0.000947895867284387,0.00548645853996277,-0.0114805875346065,0.00260718143545091,-0.000114107657282148,-0.00353186693973839,-0.000316374906105921
"12",-0.00209011719562113,-0.000767657125834376,0.000566285045351833,0.0032121236436069,-0.00065661605913192,0.0025906681548804,0.00096891273278743,-0.00178016792051494,-0.00416611041873693,0.0024085040204227
"13",0.00339001766406,-0.000746859528589994,0.00405167648568749,0.00355674372985959,-2.38159718719544e-05,0.00307784229516983,-0.00282849930226803,-8.4795305156149e-05,0.00505051063373685,0.00576282432302833
"14",0.00794158596545458,-0.00857419054955244,-0.000414065521908924,-0.00332692475058138,0.013148682191968,0.00159601855557412,0.00320584164001048,-0.00254254066385329,0.00474633416160941,0.00286571262404323
"15",-0.00230929395183921,-0.00490671675652266,-0.00687523325905204,-0.00474642543122172,0.00342659186571836,0.00115339178591967,-0.00615174090489745,-0.000786267279181629,0.00287204561755061,0.00257955281995237
"16",0.00385259371250868,0.000343810592312366,0.00307281804271042,-0.000926724111195654,-0.00636232923716307,0.0040074260905385,0.00381698249839246,0.00169189122971147,0.00235766568221152,-0.000150118168676272
"17",0.00063307216623798,0.00392777286469936,0.00492083840072155,0.00219473708420992,0.000936338503379375,0.000786432006862015,0.00260297767817974,0.00326922978274524,-0.00471713347360492,-0.0102840522304177
"18",-0.00127669936046004,7.27598016965203e-05,0.00298773334361613,-0.00387113285250962,-0.00350636942312121,0.00768969906494021,-0.0030807584989816,0.00160654343198985,-0.000899471808224916,0.00638720253482461
"19",0.00163594237528741,-0.00344311562366784,-0.000389430817449465,0.000783378665801138,0.00590866524726152,-0.00144508306402713,0.00551851559430361,-0.00250268657691777,-0.000147367099998519,0.00122360431123525
"20",-7.42880583857186e-05,-0.000622157647740096,0.00142031605355442,0.00221138121560216,-0.000592831114772707,-0.0016632538754493,0.00331866345368326,-0.00650154380127788,-0.00474749319255352,0.00514666317030787
"21",-0.00524843949824572,-0.0070748315192759,-9.55211435211822e-05,0.00156964804045856,-0.000751798856072128,0.00201174058020115,0.00208586337976158,-0.00446145888417959,0.000999316805973649,-0.000464128475869074
