"","MCD","CAT","AMGN","IBM","AXP","HON","MMM","DOW","WBA","TRV"
"1",-0.00177776080090553,-0.00806996412575245,0.000408744992455468,0.0217276476323605,-0.00719402404502034,-0.0171521212905645,-0.00436683231964707,0.00758694717660546,-0.00956219900399446,-0.00981502514332533
"2",0.00693549728021026,0.0104435905814171,0.0076275859028101,0.0205980688333511,0.0093044824898243,-0.000675223942380399,0.00449328636750579,0.00598388724029064,-0.00131013209465891,-0.00128756719641387
"3",0.00128582597244531,0.00126944947987795,0.00303497002460063,-0.000371267175069079,0.000392864283639938,0.00298969331197441,0.0106737678870559,-0.011736674234271,-6.92644462105818e-05,-0.00209410535171628
"4",-0.000844615744426847,0.0175299756228924,0.00307577149942517,-0.00972533691674471,-0.000422665034420788,-0.00373195367865264,-2.26364178956828e-07,-0.00949257146567106,-0.00512193748727441,-0.00653751799836755
"5",0.00114645215217024,0.00496029807254672,0.00481690000742674,-0.00210569845512509,-0.0116796642541885,0.00119139114394784,-0.00239907810464501,0.00624578446149826,0.00735948141664267,0.00448353216052055
"6",0.00427168793976307,0.0163324475288391,-0.00205785618163645,0.000479007663670927,0.0176735185086727,0.0124809723347425,-0.00523730553686619,-0.000476023938972503,-0.00211129942908883,0.00422682333737612
"7",-0.0037487403023988,0.0322173833847046,-0.00737155461683869,-0.00222709053196013,-0.00289906025864184,-0.00541903264820576,0.00984103512018919,0.00936564058065414,0.0051639792509377,-0.00519265606999397
"8",-0.00196265778504312,0.0164795611053705,-0.00306592020206153,-0.00408236775547266,-0.00328285433351994,-0.00610891915857792,0.0162335559725761,0.00753383012488484,0.00166086771059781,-0.00627451995387673
"9",-0.00384135218337178,0.00587122142314911,-0.000353243318386376,-0.00549960229545832,0.0050268960185349,-0.0153497233986855,-0.00440117390826344,-0.0124215474352241,-0.00128244061488658,-0.001095314277336
"10",-0.000919406942557544,-0.00884982105344534,-0.00467061111703515,-0.00692491140216589,0.000639517791569233,0.00179992034099996,-0.00265552033670247,-0.00269329617731273,0.00182729179505259,0.00477675069123507
"11",-0.000953979033511132,0.000392250629374757,-0.00232315878383815,-0.00958078913390636,0.0110939759761095,0.0081189414486289,0.000512674159836024,-0.000213995575904846,-0.000563564070034772,-0.00489598093554378
"12",-0.00439508957788348,0.00554551556706429,-0.00430081225931644,0.00470185745507479,0.0048948428593576,-0.0063231848180294,-0.00503221806138754,-0.00184938404709101,0.00823684874922037,-0.0102930404245853
"13",0.000655013369396329,0.0055435486137867,0.00895045325160027,-0.00251040630973876,-0.00251573137938976,-0.00246950727887452,-0.00754460925236344,-0.00960573926568031,-0.00138354324735701,0.00844972115010023
"14",-0.00265227304771543,0.00219568819738925,-0.0064550475217402,0.00669602071866393,0.000467980105895549,-0.00475121755152941,-0.00131036387756467,-0.00171443109866232,0.00946217961609364,-0.000360225996701047
"15",-0.00322280335240066,0.0122458357363939,-0.00291694421321154,-0.00236374977976084,-0.00555444788187742,-0.00609165942296386,0.00539603596553206,-0.00343880848959088,0.00267680874094367,-0.00831969082355499
"16",-0.00366338924504817,0.00627791788429022,-0.00823671277612448,0.00546650914475322,-0.00571587635204196,0.0043757539242506,-0.0029459367506206,-0.017599007114768,0.00342767359688878,0.00280158570967615
"17",0.0027609255630523,-0.0159336384385824,0.00791871827095747,-0.00702108489349484,-0.000626427587121725,-0.00273906090296805,-0.0148617643862963,-0.00999242439866066,-0.00410731928423047,-0.00988025777041912
"18",-0.000928345369175076,-0.0138505939394236,-0.00445364881306887,-0.00134967593476176,-0.0118783712387085,-0.00403184769675136,-0.00510653620585799,-0.00795297604054213,0.000893478863872588,-0.00557760754600167
"19",-0.00601728446781635,-0.0119295371696353,0.00375875015743077,0.00265217432752252,0.00306639238260686,-0.00499738473445177,-0.00150098232552409,-0.00298446882516146,0.00674689328297973,-0.00110206380486488
"20",-0.00417495891451836,-0.0037711791228503,-0.00460220547392964,-0.00138442497700453,-0.00380691117607057,-0.00024145026691258,-0.0026204464957118,-0.00721270171925426,-0.00601429818198085,-0.00168821983970702
"21",-0.00320635503157973,-0.00588310835883021,0.0086088553071022,-0.00909105967730284,-0.00444088503718376,-0.00439453171566129,0.000213273669942282,0.000742997333873063,0.00541453575715423,-0.0118107488378882
