"","MCD","AMGN","IBM","CAT","MMM","AXP","HON","DOW","WBA","TRV"
"1",0.0252372901886702,-0.00345232360996306,-0.000586424837820232,-0.0014765658415854,-0.00175942631904036,-0.00762800592929125,0.0126287378370762,-0.00576708978042006,-0.000762480776757002,-0.0032638933043927
"2",-0.00701449858024716,-0.0093816677108407,-0.00959582347422838,-0.0075398632325232,0.0102689722552896,0.0262689646333456,-0.0159349124878645,-0.00879872031509876,-0.00237257196567953,0.00785824283957481
"3",0.027793075889349,0.00229407288134098,0.00494286324828863,-0.000336963741574436,-0.00540055939927697,-0.0167450737208128,0.00135510636027902,-0.000333726318785921,0.000812959799077362,0.000745784724131227
"4",0.0164224170148373,-0.00147912965621799,-0.00157185271382332,0.00321809761226177,-0.00753100449219346,-0.0187732167541981,-0.00710014114156365,0.00320010515861213,0.0060324389487505,0.00289562507532537
"5",0.000518178741913289,-0.00791027490049601,0.00918753817677498,-0.000473063671961427,0.00221840827725828,-0.0108997169882059,-0.0109546119347215,-0.0021151949185878,-0.000478637841297314,-0.014000803232193
"6",0.00494329957291484,0.00278220931068063,-0.00503371842205524,-0.0194836370646954,-0.0075042862445116,0.00111055339220911,-0.0168022494763136,0.00239229807630181,-0.000208516794373281,-0.0115271955728531
"7",-0.00757538434118032,0.000776237924583256,-0.00869531463831663,-0.00457836408168077,-0.00999580696225166,-0.0271346122026443,0.000431877822848037,-0.00948707573115826,-0.0026271699462086,-0.0126640200614929
"8",0.00828852504491806,-0.00465524382889271,0.00403974764049053,0.00608981540426612,-0.0104759884998202,-0.0108280535787344,-0.0057482123374939,-0.010912211611867,-0.0138678066432476,0.00509637827053666
"9",0.000873735640197992,-0.0101689295843244,0.00227851537056267,0.00861190818250179,0.0139537220820785,0.0250144898891449,0.00177824997808784,-0.00550524424761534,-0.00541016692295671,-0.00458728475496173
"10",0.000518458022270352,-0.0020661938469857,-0.000648494809865952,-0.000966210616752505,-0.00672568008303642,0.0108001893386245,0.000714978377800435,-0.0166300777345896,-0.00890950299799442,-0.00763470167294145
"11",0.004115030169487,0.00560382846742868,-0.00536558218300343,-0.00433061178773642,-0.0025060554035008,-0.0119450567290187,0.00462732883170247,-0.0040669315494597,0.00737194390967488,0.00487419543787837
"12",-0.00129838939756155,0.000699263066053391,0.0114128291606903,-0.00828596297651529,-0.00551524292677641,-0.00990698393434286,0.00636969693005085,-0.00964228622615337,-0.0070655238814652,0.000706666556652635
"13",0.00512845581397414,0.00186051148921251,0.00863540824502707,0.00267262617126107,0.00128194061107934,0.0178419016301632,0.0017642427701503,0.00108066119719297,0.00645238300785422,-0.00449799839407206
"14",-0.00528908101841807,0.00630491273477674,-0.000661308236885816,0.0105747990310192,0.00357504608109593,-0.00930574908852577,-0.00197728886269033,-0.00103937217500061,-0.0153817683458328,-0.00258565228432417
"15",0.00120548054110259,0.00988911092281342,-0.00440942216664553,-0.00788389332592487,-0.00980995502322912,0.0194290596991777,-0.00332541600801051,-0.00876152142882347,-0.00848824810236692,0.0020917362999171
"16",-0.00294227874837816,-0.00174991379026324,0.00354545284062624,-0.0127428798004985,0.014768373221159,0.00772047461941838,0.000755962333641946,-0.00705893570557237,-0.0151591999456286,0.0061944555491209
"17",0.00261691189371049,-0.00178524211514741,0.00271151680499315,-0.00644621951505542,-0.00538626266643405,0.00114414806012064,0.00344842113554478,-0.0105218943208456,-0.00371602619998157,-0.00079473783262074
"18",0.00166010542307049,-0.00333832739852369,-0.0031768879853189,0.00316326203756034,-0.000602405576501042,0.00741416215896606,-0.00241499370895326,-0.000801512796897441,-0.0108280461281538,-0.00245084217749536
"19",0.00411431584507227,0.00498721841722727,0.00388490362092853,-0.00537666119635105,-0.00693192565813661,-0.00587866874411702,-0.00294900871813297,-0.00415275292471051,0.000181061332114041,-0.0061353868804872
"20",-0.00588344130665064,0.0030072033405304,0.00189103616867214,-0.0153436977416277,-0.00295262830331922,0.00391002185642719,0.00376420351676643,-0.00398820359259844,-0.00445255683735013,-0.00184853293467313
"21",-0.00397610012441874,-0.00403000926598907,0.00322913588024676,-0.00532109336927533,-0.00265801907517016,-7.94764127931558e-05,0.0101812575012445,-0.0164961125701666,-0.0172315929085016,0.00893097929656506
