"","CAT","IBM","MCD","HON","AMGN","AXP","MMM","WBA","DOW","TRV"
"1",-0.00490454817190766,-0.0331071093678474,0.018223425373435,-0.000199529065866955,-0.0026874712202698,0.000504327064845711,-0.00534821860492229,0.00348408683203161,0.00397006329149008,-0.0154379839077592
"2",-8.81869418662973e-05,0.0163570754230022,0.00157576648052782,0.00290581420995295,-0.00812626350671053,-9.55083160079084e-05,-0.00670933071523905,-0.001884919940494,-0.00149698997847736,-0.015687195584178
"3",-0.00895761232823133,0.00318936398252845,-0.0101370783522725,-0.00209875078871846,0.00123472546692938,-0.00143964658491313,-0.00101022492162883,0.0030298859346658,-0.00290924543514848,-0.000862348184455186
"4",-0.00665641203522682,0.000784513773396611,-0.00255185854621232,-0.00402696989476681,-0.00247582793235779,0.00518656754866242,0.00577405607327819,-0.00571741536259651,0.0100967762991786,0.00780088733881712
"5",-0.00162545742932707,-0.0115307169035077,-0.000210272788535804,-0.000837534083984792,0.00958403572440147,0.0133543200790882,-0.00522238994017243,-0.00398562895134091,0.000148072096635588,0.0089527815580368
"6",0.000635582255199552,0.00132893631234765,0.00370691437274218,0.0100924447178841,-0.0200371760874987,0.00172406423371285,-0.00106701755430549,0.00084745220374316,0.000588730268646032,-0.00581668270751834
"7",-0.00149714399594814,-0.00390079990029335,-0.000876146368682384,-0.00296536763198674,0.0167897958308458,0.0176445879042149,0.00229349359869957,-0.00484421476721764,0.00492405518889427,-0.0077222129330039
"8",0.00402832310646772,-0.0248401500284672,-0.00377959618344903,-0.000701274897437543,-0.00386604061350226,-0.00281710014678538,0.000641141727101058,0.00202136323787272,-0.00112139736302197,-0.00782071519643068
"9",0.00324999121949077,0.0164975393563509,-0.00174774473998696,0.00196271413005888,0.00436325185000896,0.00268475688062608,-0.0125708887353539,-0.0155793139711022,0.00232442771084607,0.0032431127037853
"10",0.00359949632547796,-0.00435243267565966,0.00707094464451075,0.00426039192825556,-0.00218221032992005,-0.000235363055253401,0.000453043059678748,-0.00138409540522844,0.000740885268896818,-0.00145039521157742
"11",0.00261931493878365,0.00428845919668674,-0.00511360680684447,-0.000836206658277661,0.00274012703448534,-0.0160012189298868,-0.00482805259525776,-0.00543271750211716,-0.00557758798822761,-0.00626916764304042
"12",-0.00190315791405737,-0.00448204344138503,0.00916473846882582,-0.0130363907665014,-0.0027104583568871,-0.0134149957448244,-0.000941645062994212,-0.00480052828788757,-0.00630883686244488,-0.0047031850554049
"13",-0.00570304971188307,0.0143118984997272,-0.000993413617834449,0.0043434789404273,0.00124595768284053,-0.00738514633849263,9.21392565942369e-05,0.00467858742922544,0.00183597474824637,-0.00133613240905106
"14",0.0019937795586884,-0.0202965643256903,0.00121806957758963,-0.00308624724857509,0.00313700712285936,0.00573104526847601,-0.00487587973475456,-0.00581244425848126,0.00115463137626648,0.000200720547582023
"15",0.000555490201804787,-0.00286467303521931,0.00252608535811305,-0.013739756308496,0.00141212367452681,-0.00110654707532376,0.000353263720171526,0.00468953512609005,-0.0144894272089005,0.00853761099278927
"16",-0.00244100228883326,0.0211151242256165,-0.00383625738322735,0.00375678925774992,0.000772412749938667,-0.00135876447893679,0.00148777745198458,-0.00155516574159265,-0.0069302124902606,-0.00300655467435718
"17",-0.000737618538551033,-0.000565990339964628,-0.00944256968796253,0.00143528135959059,0.001496322453022,-0.00219805678352714,-0.0017005861736834,-0.00305346702225506,-0.00278973579406738,-0.00679863849654794
"18",-0.0085419462993741,-0.00466477125883102,-0.00704630510881543,-0.0032127823214978,0.00281316856853664,-0.00769527908414602,-0.00718306936323643,0.0007452426943928,-0.00950104370713234,-0.00714360363781452
"19",-0.00430435920134187,-0.00180182664189488,0.0109197227284312,0.00464829290285707,-0.00268044346012175,0.00611267238855362,0.00432896707206964,-0.00565065024420619,-0.00349880987778306,-0.0029672107193619
"20",-0.00177815137431026,0.0128349158912897,-0.00178190879523754,0.00272358488291502,0.00114520988427103,0.00433379039168358,-0.00798797514289618,0.00427873991429806,-0.00308698881417513,0.000190074497368187
"21",-0.00300192041322589,-0.00333235482685268,0.00426205387338996,0.00327922310680151,-0.00308219203725457,0.0136892022565007,-0.0171664282679558,-0.00979535654187202,-0.000644870568066835,-0.00402988726273179
