"","HD","JNJ","WMT","PG","CSCO","VZ","MRK","KO","GS","NKE"
"1",-0.000652023411607905,0.00141137376906816,-0.00373789825618335,-0.000919427846311878,0.000579405954169539,-0.00201427882209841,-0.00107143966911107,0.000395932331558262,-0.00187388772541523,-0.00747548214031107
"2",-0.000518541575347488,0.000955647647417964,0.000181037326977737,-0.00025706590989556,0.00160749238851782,0.000534801013958825,0.000888781442414597,0.00086458034988627,-0.000692633293255804,0.00732734141451095
"3",-0.000618653199984854,0.000875996634975473,0.000828997044672328,-0.000349602269291057,0.000983592826185304,0.00075871327907056,-0.000135020836121605,0.000797470239012318,-0.000744727071985406,0.00320287079689478
"4",-0.000621696587830358,0.000793554483369037,0.000688374234473135,-0.000283832764313911,0.000534955322215931,0.000590268045830634,0.000720929205814509,0.000720221503116293,-0.000870048501780058,-0.00027312114293808
"5",-0.000620457638368138,0.000722001301894121,0.000437164013969229,-0.000324369208229243,0.000325497147458578,0.000378324436173645,4.87840129352543e-05,0.000658679830685936,-0.000934298761710692,-0.001694441212583
"6",-0.000620402189085034,0.000659431059658208,0.000232465895611874,-0.000299241539914775,0.00024076723516847,0.000182840793623684,0.000580269420315698,0.000610725001497596,-0.000959154521548581,-0.00211303097307659
"7",-0.000620417284357841,0.000604734961978874,9.13549988213919e-05,-0.000314813821118685,0.000208814444167208,1.14863622348649e-05,0.000160338738842152,0.000573418204785098,-0.000967477482873691,-0.00220018446743314
"8",-0.000620418194734214,0.000556921326796673,5.46048332545897e-09,-0.0003051631651126,0.000197241098896698,-0.000137183104973842,0.000492158748879974,0.000544398642772118,-0.000969990492769289,-0.00220718639429172
"9",-0.000620418013950667,0.000515124157852441,-5.75141297047118e-05,-0.000311143992096998,0.000193154093799779,-0.000265894020201311,0.000229964503277086,0.000521825615110545,-0.000970682197016514,-0.0022028861153024
"10",-0.000620417999899619,0.000478586392339996,-9.32627316226152e-05,-0.000307437478044533,0.000191734845308184,-0.000377275329887599,0.000437142789283002,0.000504267071897129,-0.000970854378819857,-0.00220002801915835
"11",-0.00062041800202266,0.000446646231312439,-0.00011534042119117,-0.000309734526002234,0.000191247648016601,-0.000473651073328727,0.000273436539574461,0.000490609071345971,-0.000970891815598144,-0.00219894193788221
"12",-0.000620418002230616,0.000418725150966366,-0.000128932797765264,-0.000308310970271573,0.000191081754062032,-0.000557041153729527,0.000402792453760947,0.000479985127429499,-0.000970898169202814,-0.00219864042786591
"13",-0.000620418002206258,0.000394317424060521,-0.000137288187034505,-0.000309193194306775,0.000191025592565723,-0.000629194950953608,0.000300579175177584,0.000471721239616204,-0.000970898574060283,-0.00219858331185283
"14",-0.000620418002203274,0.000372980959807476,-0.000142420398029909,-0.000308646451224278,0.00019100665932824,-0.000691626426477619,0.000381345133088547,0.000465293133224997,-0.000970898274555617,-0.00219858119319867
"15",-0.000620418002203546,0.000354329296398687,-0.000145571599509084,-0.000308985285790478,0.000191000296045459,-0.000745645598639391,0.000317526223769277,0.000460292998577702,-0.000970898077608137,-0.0021985852876603
"16",-0.000620418002203588,0.000338024601122611,-0.00014750608283658,-0.000308775298930237,0.000190998162211007,-0.000792385977899267,0.000367954068520415,0.000456403618880242,-0.000970897994478147,-0.00219858759575031
"17",-0.000620418002203585,0.000323771551288976,-0.000148693525037548,-0.000308905434653898,0.000190997447847306,-0.000832828342107763,0.000328107453255927,0.000453378245465709,-0.00097089796517155,-0.00219858841634319
"18",-0.000620418002203584,0.000311311985125959,-0.000149422377028687,-0.000308824785290632,0.000190997208986832,-0.00086782131490213,0.000359593088937399,0.000451024943651709,-0.000970897955962794,-0.00219858863064542
"19",-0.000620418002203584,0.000300420225763394,-0.000149869735760012,-0.000308874766338205,0.000190997129192325,-0.000898099172502408,0.000334714055983503,0.000449194416087353,-0.000970897953330343,-0.00219858866682172
"20",-0.000620418002203584,0.000290898993606519,-0.000150144314783119,-0.000308843791448691,0.000190997102553992,-0.000924297251361742,0.000354372743741402,0.000447770531082916,-0.00097089795264595,-0.00219858866604395
"21",-0.000620418002203584,0.000282575833062165,-0.000150312844398547,-0.000308862987600572,0.000190997093665632,-0.000946965279759563,0.000338839020823846,0.000446662955023785,-0.000970897952487558,-0.00219858866235534
