"","PFE","CVX","PG","WMT","KO","MCD","HPQ","MRK","DIS","T"
"1",-0.000623259389881281,0.00258235568019941,-0.000611305895001394,-0.000831767607025517,0.000471277048154289,0.000663525517922466,-0.00504535226085287,-0.000477528452133821,0.00124503424382228,0.0014526869486503
"2",0.00227868708520052,0.000610508263727369,0.000919733922777994,0.00287405073654855,0.00211685727453783,-0.000481924126722373,-9.35823696847045e-05,0.00183033920921318,0.00304060373852629,0.00164648373714632
"3",-0.000575669926914105,0.000182890084244521,-0.00087394880457264,-0.000135480850354201,0.000158814735185448,0.000933291803024368,-0.00301637878044313,-1.01818125973678e-05,0.00112259438719818,0.000929543343923357
"4",0.00195798128212708,0.000277948135138035,0.0005680305316599,0.00205879110112392,0.00178635151115528,-0.000366660039893981,-0.000395204713683464,0.00164775164922438,0.00249355065983682,0.00142906732379039
"5",-0.000295230376983029,0.000161304225269861,-0.000612183978280864,0.000453314705866962,0.000415277025656295,0.000796216244904929,-0.00281235480258491,0.000151878639652385,0.00147764466888381,0.00102547468838484
"6",0.00170850995898271,0.000257044677563653,0.000352811816319246,0.00162784816787785,0.00156962242562042,-0.000241119813654172,-0.000580102336120283,0.00150155948564549,0.00222759835409505,0.00134394764132707
"7",-7.33812847653849e-05,0.000174201814510212,-0.000436255881362281,0.000768580169520996,0.000597722273488258,0.000683948526100124,-0.00264175487936862,0.000283783090357216,0.00167375551965723,0.0010917428607344
"8",0.00151122341930666,0.000245312142725718,0.000208955100094794,0.00139720541859915,0.00141601188416944,-0.000140975476077747,-0.000737656849631614,0.00138254607416503,0.00208275319800085,0.00129135981371685
"9",0.000102062182546416,0.000184199773266777,-0.000318626100363315,0.000937314317786634,0.000727054362969521,0.000594642826076966,-0.00249624125956134,0.000391165308940771,0.00178071839135035,0.00113335235738323
"10",0.00135520461363665,0.000236710499308803,0.000112770649491687,0.00127376250354182,0.00130712095407632,-6.13376983281532e-05,-0.000872050115075623,0.00128565833076705,0.00200376362819881,0.00125842209766518
"11",0.000240806976493819,0.000191589521123748,-0.000239977241685431,0.00102762296855497,0.000818734892823164,0.000523626581865309,-0.00237211849979487,0.000478584203284944,0.0018390502280373,0.00115942379439432
"12",0.00123182129606249,0.000230360544008987,4.84604314494939e-05,0.00120769429379497,0.00122993069082679,1.99035206336414e-06,-0.000986687255120336,0.00120678289389195,0.00196068700650568,0.00123778536411086
"13",0.000350529601916263,0.000197045816122102,-0.000187391556229311,0.00107595730089206,0.000883725101211847,0.000467154406218401,-0.00226624207627091,0.000549751135661641,0.001870861249348,0.00117575868607391
"14",0.00113424688514298,0.000225672117749055,5.46175411485168e-06,0.00117233375214532,0.00117521229748805,5.23488675984705e-05,-0.00108447246726053,0.00114257111308204,0.00193719535281681,0.00122485556833377
"15",0.000437300818241377,0.000201074433550532,-0.000152232059181954,0.00110182644701032,0.000929795157668155,0.000422247687878881,-0.00217592973481609,0.000607687492577451,0.00188820925548495,0.00118599319610248
"16",0.00105708276074206,0.000222210452957248,-2.32877402708082e-05,0.00115340834292736,0.00113642369328419,9.23939986056446e-05,-0.00116788302434312,0.00109029688224249,0.00192438427868298,0.00121675449714011
"17",0.00050592152389394,0.000204048933649657,-0.000128723946243995,0.00111567194126938,0.000962453155765249,0.000386537830274739,-0.00209889351893736,0.000654852957500247,0.00189766991737118,0.00119240555529171
"18",0.00099605956789417,0.000219654558209245,-4.25100391568535e-05,0.00114327922449881,0.00110892734837566,0.00012423791815429,-0.00123903203430643,0.00104774090302184,0.00191739781350523,0.00121167882882488
"19",0.000560188381541903,0.000206245133933015,-0.000113006105537699,0.00112308222494867,0.000985603655715715,0.000358141323532497,-0.00203318180710135,0.000693249936527011,0.00190282924937849,0.00119642317315831
"20",0.000947801000920707,0.000217767432110392,-5.53623269052168e-05,0.00113785799217785,0.00108943582505722,0.000149560227926188,-0.00129972197327599,0.00101309646467541,0.00191358777422436,0.00120849870508165
"21",0.000603103880748436,0.000207866682268078,-0.000102496945694861,0.00112704830251732,0.00100201450999904,0.000335560399124985,-0.00197712987070801,0.000724508570376908,0.00190564286930084,0.00119894038294731
