"","CSCO","V","PG","WMT","VZ","MCD","BA","MRK","IBM","HD"
"1",0.000853052082069771,0.000563039796337119,0.000486254846763354,-0.00105734366023606,0.000100077643170315,-0.0020965076762031,0.00162295911503427,-0.00115449257546953,0.00259539229284013,0.00252107057135665
"2",0.00112243715595119,0.00165718846797698,-0.000983804885502341,-0.000326173992257995,0.000411444160295939,-0.0012520717704755,0.000542328417088203,-0.000913306365255764,-0.00303846479043131,0.00213126957644561
"3",0.00120262970564061,0.00147042471060152,-1.64918572213782e-05,-0.00112676186102296,0.000293733082083574,-0.000655167937333303,0.000888519917404617,-0.000865399403518237,0.00155743464797044,0.00153413174460828
"4",0.00124928906308597,0.00126425114891342,-0.000333936055657753,-0.000945674854793021,0.000263030914114667,-0.000233266371264698,0.00067253752259948,-0.00083433396831421,-0.00208529949949804,0.00121525104276096
"5",0.00127702632361436,0.00113961538637079,-0.000194117701384065,-0.000953319519811558,0.000250798980691234,6.49375185934391e-05,0.000793455559176014,-0.000806160531837387,0.00078424415127966,0.00110110923410092
"6",0.00129352288493629,0.00107115695117576,-0.000247717171183367,-0.000960722029402224,0.000246269584034659,0.000275710425618252,0.000724824812409538,-0.000779693552791331,-0.00147319123943789,0.00107542842147417
"7",0.00130333421184867,0.00103439593556828,-0.000225837390589143,-0.000958292090167689,0.000244574052973818,0.000424686375974696,0.000763707913447818,-0.000754754898191853,0.000302183668896196,0.00107577005159292
"8",0.00130916949808851,0.00101476893977825,-0.00023451342796604,-0.000958569866124209,0.000243940400124986,0.000529983747068506,0.000741673264584468,-0.0007312504251676,-0.00109398150316751,0.00107969146088874
"9",0.00131264003433407,0.00100430547461687,-0.000231027094199224,-0.000958621177756414,0.000243703532144582,0.000604408755097784,0.000754159681737693,-0.000709097193622952,3.95537537566831e-06,0.00108210572903162
"10",0.00131470413562026,0.000998729383342505,-0.00023241949613287,-0.000958592544428294,0.000243614991086533,0.000657012934654378,0.000747083950590102,-0.000688217486121664,-0.000859453673531485,0.0010830564459663
"11",0.00131593175977348,0.00099575812295769,-0.000231861826610271,-0.000958597701395896,0.000243581894318764,0.000694193981452703,0.000751093583117981,-0.000668538088664449,-0.000180475954553431,0.00108330524575284
"12",0.00131666188918702,0.000994174906703492,-0.000232084891148741,-0.000958597789697181,0.000243569522712946,0.000720473837020227,0.000748821428649783,-0.000649989998901623,-0.000714418324584025,0.00108332432422732
"13",0.00131709613362504,0.00099333130620843,-0.000231995613943095,-0.000958597495015594,0.000243564898193352,0.000739048645104417,0.000750108999479189,-0.000632508181435216,-0.000294530547440942,0.0010833003981411
"14",0.00131735440048631,0.000992881803154095,-0.000232031335708855,-0.000958597571154692,0.000243563169542976,0.000752177465180229,0.000749379366584086,-0.000616031339568357,-0.000624726752161452,0.00108328261306033
"15",0.00131750800469119,0.000992642290606976,-0.000232017040869156,-0.000958597565741237,0.000243562523371613,0.000761457018207199,0.000749792830565541,-0.00060050170036299,-0.000365063243541993,0.00108327489329854
"16",0.00131759936078559,0.000992514669108429,-0.000232022760932684,-0.000958597563231599,0.000243562281832065,0.000768015879086022,0.000749558531282831,-0.000585864812068632,-0.000569260435154896,0.00108327261055847
"17",0.00131765369481889,0.000992446667466832,-0.000232020471995874,-0.000958597564203407,0.000243562191544323,0.000772651733410334,0.000749691302591434,-0.000572069353197478,-0.000408681487111303,0.00108327229072902
"18",0.00131768600998292,0.000992410433577752,-0.000232021387924276,-0.000958597564068669,0.000243562157794668,0.000775928391615667,0.000749616064544674,-0.000559066952575272,-0.00053495941655138,0.00108327241929203
"19",0.00131770522942536,0.000992391126768618,-0.000232021021409364,-0.000958597564054629,0.000243562145179011,0.000778244359341028,0.00074965869998858,-0.000546812019736913,-0.000435655518637654,0.00108327254622461
"20",0.00131771666018795,0.000992380839358456,-0.0002320211680724,-0.000958597564065544,0.000243562140463265,0.000779881303498396,0.000749634539591609,-0.000535261585072086,-0.000513747265822432,0.00108327260741164
"21",0.00131772345863352,0.000992375357830819,-0.00023202110938428,-0.000958597564063289,0.000243562138700514,0.000781038308470874,0.00074964823066008,-0.000524375149160431,-0.00045233657493829,0.00108327262753015
