"","PFE","HD","PG","MRK","XOM","VZ","WMT","CVX","KO","MCD"
"1",0.00212764402869249,0.00119809311705551,0.00227308707728432,0.00465712260742963,0.000549235174894415,0.00155402640200588,0.00159822811441515,0.00017744647213479,0.00105823125775741,0.000543123887589867
"2",-0.00210420332391996,0.000915471179464696,0.0016542107867385,0.00317899097968121,-0.00168623474534008,-4.0481293952908e-05,0.00164244391963178,0.000307669484603038,0.00100949136849946,0.000398426204718657
"3",0.000422637528413145,0.00058689310119138,0.0017410912811462,0.00280497488981471,-0.000439359266283075,0.000977874590009039,0.00164356731348399,0.000237517970339749,0.000971342635264462,0.00143505591483159
"4",-0.000770998818139105,0.000563405404449752,0.0017170222611002,0.0025835174014668,-0.000493391289991615,0.000445095599717271,0.00164593217570335,0.000265365921517403,0.000940415550401917,0.00123891176045216
"5",-0.00011667918990434,0.000549707371285775,0.00171194338986057,0.00239897560599292,-0.000340549567704111,0.000706327103735392,0.00164684924428133,0.000255123845971011,0.000915341572262782,0.00112450591859853
"6",-0.000442533684151107,0.000548271969166457,0.0017049820495293,0.00223558143210306,-0.000318382660516549,0.000581421186973949,0.00164729007785753,0.000258800591610037,0.000895012968949639,0.0011779976393924
"7",-0.000269992229929402,0.000547683596499195,0.00169931738748346,0.00208968182247292,-0.000294139910307366,0.000640527348120294,0.00164749228212209,0.000257491489006328,0.000878531654718825,0.00118393108572092
"8",-0.000357820911309513,0.000547605317244422,0.00169431499391112,0.00195925562837944,-0.000286601393695993,0.000612680595759793,0.00164758592197611,0.000257956270361171,0.000865169511014673,0.00117465334182469
"9",-0.000311969917277883,0.000547579413791278,0.0016899645042051,0.00184264414743208,-0.000281986669712528,0.000625775437477798,0.0016476292003127,0.000257791418946531,0.000854336219332352,0.00117571244899973
"10",-0.000335521355814478,0.000547575379563224,0.00168617041506515,0.00173838202220422,-0.00028011732925957,0.000619622601877967,0.00164764921082056,0.000257849869125508,0.000845553181874239,0.00117688272572504
"11",-0.000323297683310523,0.000547574216831112,0.00168286325102023,0.00164516118370441,-0.000279155805317966,0.000622512612393968,0.00164765846225209,0.000257829147386653,0.000838432377851533,0.00117647776576689
"12",-0.000329599824036056,0.000547574015459584,0.00167998025284775,0.00156181233740303,-0.000278727229948258,0.000621155366609258,0.00164766273952886,0.000257836493337949,0.000832659221335738,0.00117638718213691
"13",-0.000326336704684033,0.000547573962497807,0.00167746706119952,0.0014872900457771,-0.000278519411034025,0.000621792733575729,0.00164766471706397,0.000257833889203453,0.000827978663346837,0.00117646701669581
"14",-0.000328021648526894,0.000547573952638907,0.00167527623362207,0.00142065958559607,-0.000278423568657491,0.000621493432334094,0.0016476656313485,0.000257834812362447,0.000824183924190273,0.00117646383725857
"15",-0.000327150077616044,0.000547573950200468,0.00167336642194921,0.00136108522025051,-0.000278378037235474,0.00062163397955983,0.00164766605405456,0.000257834485105553,0.000821107358255078,0.00117645251990969
"16",-0.000327600406042709,0.000547573949723653,0.00167170158029654,0.00130781971679928,-0.000278356784411735,0.000621567981101467,0.00164766624948652,0.000257834601116994,0.000818613047694302,0.00117645537579693
"17",-0.000327367558994,0.000547573949610515,0.00167025028658251,0.0012601949734806,-0.000278346760156774,0.000621598972725635,0.00164766633984163,0.000257834559991347,0.00081659079778819,0.00117645647465189
"18",-0.000327487899048761,0.000547573949587636,0.0016689851491754,0.00121761363979901,-0.00027834206121029,0.000621584419660768,0.00164766638161599,0.000257834574570243,0.000814951268714673,0.00117645581495186
"19",-0.000327425686328461,0.000547573949582358,0.00166788228995236,0.00117954162404092,-0.000278339850451305,0.000621591253494585,0.00164766640092976,0.000257834569402076,0.000813622028656468,0.0011764557886293
"20",-0.00032745784255591,0.000547573949581266,0.00166692089361775,0.00114550139423688,-0.000278338812593136,0.000621588044460837,0.00164766640985919,0.000257834571234173,0.000812544353877242,0.00117645589320231
"21",-0.000327441219751649,0.000547573949581019,0.00166608281483772,0.00111506598854482,-0.000278338324734079,0.000621589551359758,0.00164766641398759,0.000257834570584701,0.000811670634399251,0.00117645587517609
