"","HD","CSCO","WMT","PG","CVX","VZ","MRK","MCD","KO","NKE"
"1",0.00136271905881849,-0.000296802761451443,-0.00210004946469166,0.00165100835169683,0.00255595194583015,0.000925434008331364,0.00120427519033582,0.00123324983302377,-0.005987270728656,0.00264212718428062
"2",0.00134320671727468,-7.03195897495815e-05,-0.00377030052949372,0.000815777290109989,-0.00420674995662623,0.00088671487159613,0.00084770786228954,0.00131266492310816,0.00935847235551517,0.00194291733226004
"3",0.00149886429348402,-0.000124636557175707,-0.00305799109995011,0.00102092032289036,0.00283833322025697,0.00076860685973512,0.00101109948827575,0.00134226093536985,-0.00701785783119198,0.002268398063352
"4",0.00147440893688508,-0.000103133694466396,-0.00293956794786793,0.000981791971991084,-0.00240263167962712,0.000891549569005677,0.000943330713134047,0.00135318982897113,0.00834741097607904,0.00221376468852561
"5",0.00148231037254833,-0.000104450897689659,-0.00269571898202263,0.000990728341065093,0.00174793920914787,0.000796192112785358,0.000971487993927529,0.00135722557562781,-0.00579810529766304,0.00223213356219327
"6",0.00148044476507928,-0.000100669902151283,-0.00249889654704994,0.000988935640193085,-0.00149680837631835,0.00086370168323097,0.000959789290076839,0.00135871586837495,0.00718488222968935,0.00222837965357266
"7",0.00148094184356608,-9.92252367869701e-05,-0.00230646062522694,0.000989330204508766,0.00104647671952417,0.000817620221293146,0.000964649835891872,0.00135926619342286,-0.00472522087163605,0.00222946521284528
"8",0.00148081577624861,-9.78010267863603e-05,-0.00212773098712524,0.000989248960253262,-0.00094592402599697,0.000848576875498072,0.000962630389493179,0.00135946941366865,0.0061997779745876,0.00222922015217195
"9",0.00148084838557925,-9.68617296393824e-05,-0.00195955041218475,0.000989266506556525,0.000615085923572098,0.000827931052512303,0.000963469423608526,0.00135954445744224,-0.00382146465061189,0.00222928599864586
"10",0.00148084001742455,-9.61462675629614e-05,-0.00180182797354673,0.000989262844676646,-0.000607910003856142,0.000841654246437489,0.000963120823988764,0.00135957216909042,0.00537076414501618,0.00222927036674013
"11",0.00148084217171406,-9.56309270627587e-05,-0.00165378539899489,0.000989263627892429,0.000350268254829093,0.000832546715854727,0.000963265659213787,0.00135958240225712,-0.00306102859315759,0.0022292744167139
"12",0.00148084161782774,-9.52518136440269e-05,-0.00151485949918927,0.000989263463299853,-0.000400433125611221,0.000838586611717046,0.000963205483467119,0.00135958618109048,0.00467323546026505,0.00222927343054033
"13",0.00148084176031022,-9.49751546700768e-05,-0.00138448140433727,0.000989263498328395,0.000187717005137745,0.00083458246432435,0.000963230485123218,0.00135958757651206,-0.00242120361723294,0.00222927368144097
"14",0.00148084172366544,-9.47726426951403e-05,-0.00126212698482855,0.000989263490940844,-0.000273079487481419,0.000837236588462909,0.000963220097502917,0.00135958809180373,0.00408634065600163,0.00222927361956145
"15",0.00148084173309083,-9.46245784799684e-05,-0.00114730201710789,0.000989263492509036,8.79395757771281e-05,0.00083547745061664,0.000963224413323241,0.00135958828208709,-0.00188286029070017,0.00222927363516226
"16",0.00148084173066661,-9.45162750350537e-05,-0.00103954325809946,0.000989263492177696,-0.000194907116673299,0.000836643355879511,0.000963222620197912,0.00135958835235363,0.00359253233739657,0.00222927363128989
"17",0.00148084173129013,-9.44370684913631e-05,-0.000938415835437857,0.000989263492247938,2.66940661944206e-05,0.000835870640591121,0.000963223365200763,0.00135958837830117,-0.00142990277566257,0.00222927363226174
"18",0.00148084173112976,-9.43791379244618e-05,-0.000843511671250182,0.000989263492233083,-0.000146923252147606,0.000836382761368896,0.000963223055668998,0.0013595883878829,0.00317704620100485,0.00222927363201973
"19",0.00148084173117101,-9.43367693486018e-05,-0.000754447792316294,0.00098926349223623,-1.0899730799022e-05,0.000836043352085309,0.000963223184272417,0.00135958839142117,-0.00104878815938889,0.00222927363208033
"20",0.0014808417311604,-9.43057820298801e-05,-0.000670864795037045,0.000989263492235564,-0.000117469735086087,0.000836268296027182,0.000963223130840617,0.00135958839272776,0.00282745968531847,0.00222927363206521
"21",0.00148084173116313,-9.42831187588563e-05,-0.000592425392605552,0.000989263492235705,-3.39756033274584e-05,0.000836119214257132,0.000963223153040316,0.00135958839321025,-0.000728121549578394,0.002229273632069
