"","CVX","HPQ","PFE","PG","JNJ","AA","BA","HD","MRK","AXP"
"1",-0.00061518343510063,0.00273057150355656,0.000872482225497314,0.000188834941755942,0.000781433682940922,-0.00251659979205961,-0.00304634650695721,-0.004007417942542,0.000328027910395121,0.00687658913088542
"2",0.00136112335569963,0.00268082985394386,0.000271999891699294,-0.000553736471925733,0.000716244137018104,0.00084525382449481,-0.0015954137359341,-0.00332189615629357,-0.000365823471594092,0.00377614858082133
"3",0.00047481706883027,0.00134325999602181,8.00250639944522e-05,0.000409943712255621,0.000341344213422353,-0.00144004607902354,-0.00148750808800498,-0.00232136696914367,-0.000936475970107394,0.00277174817504699
"4",0.00080569666842587,0.000589739812509346,-7.57403969036052e-05,-0.000170685141357074,0.000694957414308765,0.00013626746551583,-0.00147863568716167,-0.00247308120582307,-0.000836454093178566,0.00183726885262744
"5",0.000679901524010566,0.000320207942045966,-0.000212776632763887,0.000132052623071402,0.000344489667766681,-0.000951274383074239,-0.00147793527322816,-0.00239148339821954,-0.000880839500609664,0.00110266112336227
"6",0.000727633903171344,0.000256347959663249,-0.000333809152064764,-1.86625515565086e-05,0.000691143373703266,-0.000200946576679757,-0.00147787907620472,-0.00241487077653782,-0.000867086338254867,0.000514785042083596
"7",0.000709518339230343,0.000251986149206287,-0.00044072635725171,5.51218692677285e-05,0.000348234930720969,-0.000718620313583086,-0.00147787459655018,-0.00240614559311848,-0.000871867387511427,4.52799419444789e-05
"8",0.000716393472621923,0.000257066525385092,-0.000535175227753152,1.92284616865318e-05,0.00068743750495991,-0.000361461621245223,-0.00147787423853031,-0.00240902647452725,-0.000870270377967994,-0.000329773521181106
"9",0.000713784248360688,0.000260467062636211,-0.000618609812351493,3.66466787329811e-05,0.000351900707559708,-0.000607876153065411,-0.00147787420994675,-0.0024080220483086,-0.000870811083181665,-0.000629368819761026
"10",0.000714774490902848,0.000261796539789817,-0.000692314558581186,2.82020222108983e-05,0.000683811342683431,-0.000437867350830411,-0.00147787420766374,-0.00240836369356676,-0.000870628857520699,-0.000868688299310605
"11",0.000714398677933254,0.000262148952800321,-0.000757424124925171,3.22946374785569e-05,0.00035548768166183,-0.000555161540519152,-0.00147787420748142,-0.00240824618543865,-0.000870690366831142,-0.00105985883889951
"12",0.000714541304998554,0.000262191713409037,-0.000814940850055101,3.03114765377832e-05,0.000680263133179387,-0.000474236748662075,-0.00147787420746686,-0.00240828639918616,-0.000870669615802821,-0.00121256758034896
"13",0.000714487175733712,0.000262174288389903,-0.000865750183543824,3.12724047762346e-05,0.000358997545496,-0.000530069198287155,-0.0014778742074657,-0.0024082726059008,-0.000870676617730526,-0.00133455269202256
"14",0.000714507718660162,0.000262159335294706,-0.000910634317049978,3.08068030205204e-05,0.000676791200611499,-0.000491548710812284,-0.00147787420746561,-0.0024082773321358,-0.000870674255247903,-0.00143199549284434
"15",0.000714499922289227,0.000262152907633082,-0.000950284225881105,3.10324007021695e-05,0.000362431956722611,-0.000518125154533915,-0.0014778742074656,-0.00240827571195273,-0.000870675052377295,-0.00150983367572778
"16",0.000714502881137369,0.000262151027780584,-0.000985310306313318,3.09230923758411e-05,0.000673393905231235,-0.000499789266096631,-0.0014778742074656,-0.0024082762672455,-0.000870674783418414,-0.00157201151404457
"17",0.000714501758206918,0.000262150721102826,-0.00101625177242536,3.09760552211875e-05,0.000365792537369254,-0.000512439747414072,-0.0014778742074656,-0.00240827607690949,-0.000870674874167869,-0.00162167972872444
"18",0.000714502184377082,0.000262150769436473,-0.001043584957108,3.09503933004024e-05,0.000670069642540332,-0.000503711799591401,-0.0014778742074656,-0.0024082761421476,-0.000870674843548108,-0.00166135514389274
"19",0.000714502022638652,0.000262150833168297,-0.00106773064503984,3.09628271877542e-05,0.000369080874594302,-0.000509733473493266,-0.0014778742074656,-0.00240827611978665,-0.00087067485387952,-0.00169304822122444
"20",0.000714502084020987,0.000262150863632582,-0.00108906055051817,3.09568026370387e-05,0.000666816842532912,-0.00050557893942442,-0.0014778742074656,-0.002408276127451,-0.000870674850393599,-0.00171836493552958
"21",0.000714502060725404,0.000262150873387072,-0.00110790303986857,3.09597216927815e-05,0.000372298521436504,-0.000508445277524173,-0.0014778742074656,-0.00240827612482399,-0.000870674851569783,-0.00173858815388416
