"","JNJ","UNH","PG","CSCO","CVX","VZ","NKE","GS","KO","MRK"
"1",0.000595782352418479,0.00254856321018826,0.000133633541117548,0.000502982131337816,0.000702042686243417,0.000662389014998397,0.00865760495863723,0.00350786817036876,4.30657008814031e-05,0.00046060890226298
"2",0.00115595699188815,-4.72119608457312e-07,0.000595717790064347,0.000151186327187117,0.000856310029926154,-5.31116695933872e-05,-0.00382210340084669,0.00488634109733242,0.0010266039799067,0.000485327937894972
"3",0.000650653241514661,0.00238483035358863,0.000555457813040761,0.000296717796754903,0.000418061626929167,0.000749897914056063,0.00672095824986508,0.0019676825747519,0.00066543718245344,0.000200084283183458
"4",0.000801182431200957,-3.37982853354166e-06,0.000559202497566771,0.000125515377333008,0.000597222293208459,-2.000810066303e-05,-0.00212852242259339,0.00344542648925002,0.000781283065286562,0.00035847782198575
"5",0.000719423320963257,0.00238313014595815,0.000558859120651436,0.000291745127703571,0.000507695166305821,0.000714098938465242,0.00530083107331024,0.00235031322091784,0.000743031550791276,0.000259624020257314
"6",0.000750312396444394,-1.80813688330944e-06,0.000558890703257153,0.000126424521792694,0.000550703224026822,1.42732421794181e-05,-0.000936256618430116,0.00305483086843361,0.000755580362503691,0.00032053103631679
"7",0.000735927439237564,0.0023815559681498,0.000558887800294326,0.000290311865305905,0.000529892352655424,0.000681413118773758,0.00429990144411134,0.00257903062463421,0.000751457680793729,0.000282953582981778
"8",0.000741842615024314,-2.35095501536489e-07,0.00055888806716184,0.000127775622746942,0.000539948812972563,4.54326438030538e-05,-9.59564434313228e-05,0.00289488603630273,0.000752811680935899,0.000306134227852969
"9",0.00073922665388366,0.00237998396229558,0.000558888042629615,0.000288962681905978,0.000535088001515271,0.000651709039514594,0.00359445288710697,0.00268394106522562,0.000752366959268078,0.000291834419829667
"10",0.000740334844988239,1.33587273863775e-06,0.000558888044884794,0.000129112388064182,0.000537437375743667,7.37493657527792e-05,0.00049628152322755,0.00282452303803766,0.000752513025916598,0.00030065575273973
"11",0.000739853371832878,0.00237841403090801,0.000558888044677482,0.000287636841629046,0.000536301843738694,0.000624714877278488,0.0030972574422223,0.00273076395312871,0.000752465050876225,0.00029521400644564
"12",0.000740059462820093,2.90476795583626e-06,0.00055888804469654,0.000130427210180769,0.000536850683871411,9.94827396887451e-05,0.00091368689797727,0.00279327884647222,0.000752480808085331,0.000298570937026204
"13",0.000739970470418616,0.00237684617117725,0.000558888044694788,0.000286332922000949,0.000536585411224008,0.000600183405313278,0.00274683740386019,0.00275159252845692,0.000752475632692474,0.000296500097568671
"14",0.000740008700403131,4.47159288358514e-06,0.000558888044694949,0.000131720314537145,0.000536713626289496,0.000122868445670287,0.00120787142628941,0.00277938899282586,0.000752477332529674,0.00029777756695778
"15",0.000739992227295066,0.00237528038036953,0.000558888044694934,0.000285050542788576,0.000536651655696793,0.000577889951213553,0.00249986369452909,0.00276085408178741,0.000752476774224901,0.000296989515506371
"16",0.000739999312777945,6.0363502538041e-06,0.000558888044694935,0.000132992057505319,0.000536681608139105,0.00014412066256247,0.0014152107226512,0.00277321326364109,0.000752476957597885,0.000297475652470091
"17",0.000739996261925919,0.00237371665575473,0.000558888044694935,0.000283789347838649,0.000536667131130549,0.000557630339544046,0.00232579826897334,0.00276497208084469,0.000752476897369757,0.000297175761965388
"18",0.000739997574740104,7.59904279480964e-06,0.000558888044694935,0.0001342427919228,0.000536674128348824,0.000163434029590556,0.00156134207790108,0.00277046735239859,0.000752476917151446,0.000297360759860061
"19",0.000739997009615642,0.00237215499460634,0.000558888044694935,0.000282548987192323,0.000536670746361212,0.000539219021891647,0.0022031181162722,0.00276680307077579,0.000752476910654229,0.000297246637470399
"20",0.000739997252831275,9.15967323131804e-06,0.000558888044694935,0.000135472864839504,0.000536672380987967,0.000180985428950626,0.0016643344838843,0.00276924643665208,0.000752476912788214,0.000297317037838171
"21",0.000739997148143999,0.00237059539420143,0.000558888044694935,0.000281329116677331,0.000536671590918655,0.000522487377513303,0.00211665396166641,0.00276761718498768,0.000752476912087315,0.000297273608921224
