"","PG","WMT","MRK","CVX","CAT","T","KO","DIS","HD","MCD"
"1",0.00054668434491081,0.000199088670974503,0.000882773708249542,0.000898411534749566,-0.000636424026615995,-0.000546706697541823,0.00165447497987505,0.00294439587372024,0.00344253056197876,0.00106681679598578
"2",0.00186505318018838,0.00124302104118602,0.00158769651325193,0.0023662683681249,0.00064579581715469,0.000262828446885765,-0.001166592543673,0.00323625054693869,0.000554549527527771,0.00181342292950657
"3",0.000249541656438688,-1.11052242096471e-05,0.00131766934226275,7.15456412722659e-05,0.000700491569491218,0.00037488859238094,0.00160209915267874,0.00274174626419474,0.00334656790011745,0.00164521450587529
"4",0.00176271104410154,0.00122139924648365,0.00115732959636623,0.00178201665276581,0.00052772167641799,0.000383314963649213,-0.000319495163229185,0.00236896711692014,0.00088133478740875,0.00138747810022422
"5",0.000349996818206262,1.46448389676813e-05,0.00110679243872012,0.000576073779895147,0.00035977470560202,0.00038427303966604,0.00105049659008471,0.00210637993671502,0.00306370641591517,0.00117295209634645
"6",0.00166886557131092,0.00119609682610751,0.00109574408803568,0.00142098155807254,0.000235798013281644,0.00038435462262902,7.61117153471233e-05,0.00192204305245671,0.00113189141096241,0.0010105764822489
"7",0.000437608977862447,3.94185550489017e-05,0.00109433319106961,0.000829456464268565,0.000151305458608452,0.000384363094380105,0.000769274793736919,0.00179266117165536,0.00284192002317045,0.0008903467472362
"8",0.00158707345813714,0.00117184255025304,0.00109445108119936,0.00124355115637117,9.53768492481128e-05,0.000384363860607872,0.000276178046703967,0.00170185181062126,0.00132821522082606,0.00080180908021418
"9",0.00051396765851275,6.31642460553159e-05,0.0010945926461107,0.000953668808926887,5.87778599645817e-05,0.000384363936837311,0.00062695380863828,0.00163811540513661,0.00266813562746375,0.000736699717423569
"10",0.00151578726838047,0.00114859478036707,0.00109464508394703,0.00115659745645469,3.49388108181335e-05,0.000384363943935596,0.000377421403981346,0.00159338070781264,0.00148204789540985,0.000688836028683134
"11",0.000580518321863934,8.59245356665305e-05,0.00109465815698127,0.00101453971948978,1.9440510562579e-05,0.000384363944627504,0.000554932020574073,0.00156198274731008,0.00253196407040233,0.00065365325621881
"12",0.00145365755142409,0.0011263117491034,0.00109466030393113,0.00111398551262129,9.3725811431163e-06,0.000384363944692842,0.000428655759941569,0.00153994544779484,0.00160258596057067,0.000627792329989055
"13",0.000638520774953111,0.000107740316167536,0.00109466036710487,0.00104436969327963,2.8344052503902e-06,0.000384363944699149,0.000518485282857061,0.00152447811927576,0.00242526465779186,0.000608783491624521
"14",0.0013995081889423,0.00110495342162827,0.00109466025464118,0.00109310340185505,-1.41096399502619e-06,0.000384363944699749,0.000454582985253906,0.00151362205901521,0.00169703549928053,0.000594811238632543
"15",0.00068907300681606,0.000128650782905771,0.00109466020280905,0.00105898796122804,-4.16741705071975e-06,0.000384363944699806,0.000500041354690055,0.00150600251151318,0.00234165861775606,0.000584541080257681
"16",0.00135231413107717,0.00108448142447775,0.00109466018810524,0.00108287006097365,-5.95709934601991e-06,0.000384363944699812,0.000467703497847624,0.00150065457655866,0.00177104295369425,0.000576992108517061
"17",0.000733131973466943,0.000148693504695657,0.00109466018522683,0.00106615168718816,-7.11907557986764e-06,0.000384363944699812,0.000490707776226557,0.00149690101924176,0.00227614776104699,0.000571443316485008
"18",0.00131118199219877,0.0010648589766143,0.00109466018495899,0.00107785518164671,-7.87350199085127e-06,0.000384363944699812,0.000474343153601316,0.00149426650841635,0.00182903268433361,0.000567364735469894
"19",0.000771531713118523,0.00016790449131664,0.00109466018503204,0.00106966229253568,-8.36332122544419e-06,0.000384363944699812,0.000485984504364651,0.00149241742321444,0.00222481567612921,0.000564366817549266
"20",0.00127533313907522,0.00104605082334413,0.00109466018508041,0.0010753976250232,-8.68134127695589e-06,0.000384363944699812,0.000477703161696475,0.00149111960501952,0.0018744714700109,0.000562163229629367
"21",0.000804999134562906,0.000186318258210207,0.00109466018509621,0.00107138267519333,-8.88781892996036e-06,0.000384363944699812,0.000483594285311077,0.00149020870482665,0.00218459359578446,0.000560543505591289
