"","WMT","JNJ","PG","CVX","CSCO","NKE","VZ","GS","MRK","KO"
"1",0.000415182876951352,0.00108374335570203,0.00197769444408945,0.000598329671113756,-0.000841670255552391,0.00356429599395004,0.000517186978638174,0.0025449011499408,0.00152736383116003,0.000949757354484576
"2",-0.000762238123610904,-0.00200008177314501,0.000549570328947217,0.00179723375218628,0.0029458002015076,-0.00188774344018683,0.0009194416349626,1.11475583772307e-05,-0.000403858871961868,-1.48197733153532e-05
"3",-0.000370123314211844,0.000442512134876639,0.000342668130624243,0.0013716675865283,0.000250070500503916,0.00254754927039203,0.000875712392807399,0.00395580580583896,0.000226743113906746,0.000383173165251406
"4",-0.000325456179259486,-0.000130336703461782,0.000232235261436947,0.00115417299684914,0.00257570758342478,-0.000907233052807106,0.000807713363982458,0.00141616453670458,-7.50632396029933e-05,0.000273741483433374
"5",-0.000258221584145912,0.000237268899367373,0.000184470694861007,0.00109127944949245,0.000583213845192763,0.00179933975763167,0.00074252609611831,0.00333436995050779,5.08466763880491e-05,0.000306060111070981
"6",-0.000221445579536989,0.000136304084973757,0.000163389947850283,0.00107748172566964,0.00229067587850956,-0.000319420576940972,0.00068161447862176,0.00193936420288503,-4.12551522526745e-06,0.000296651546099891
"7",-0.000196275040565305,0.000192560995631114,0.00015410564201856,0.00107516030329033,0.00082748200063664,0.00133936116477274,0.000624797947463255,0.00296259754389831,1.95055674595672e-05,0.0002993982982057
"8",-0.000180138961153487,0.000175305616393559,0.000150015787133476,0.00107491922107001,0.00208135284209605,4.07158052110762e-05,0.000571807666806269,0.00221352624349317,9.29374652229425e-06,0.00029859685328458
"9",-0.000169606295212659,0.000184029051857613,0.000148214194894453,0.00107493548415091,0.00100685950397065,0.00105741553619603,0.000522386382501528,0.00276213858089321,1.36987862609342e-05,0.000298830723859033
"10",-0.000162765891301862,0.000181136382933448,0.000147420586727742,0.00107495287205439,0.00192763690449208,0.000261449129185571,0.000476293743179927,0.00236038133492509,1.17974527082627e-05,0.00029876247929243
"11",-0.000158317138252978,0.000182502798340399,0.000147070999426679,0.0010749587256539,0.00113858499395853,0.000884605134235796,0.00043330555819542,0.00265460118369372,1.26179517090811e-05,0.000298782393472601
"12",-0.000155424970281546,0.000182023944662057,0.000146917004937602,0.00107496014251881,0.00181475593078241,0.000396741071846833,0.000393212734912939,0.00243913559897036,1.22638501249751e-05,0.000298776582398435
"13",-0.000153544542798732,0.000182239605060542,0.000146849169800194,0.00107496040901545,0.00123531732895947,0.000778686109026185,0.000355820263492771,0.00259692738165365,1.24166656554632e-05,0.000298778278104122
"14",-0.000152321965590833,0.000182161001790102,0.000146819288173286,0.00107496044445843,0.00173186202645802,0.000479664265319382,0.000320946268487798,0.00248137185183999,1.23507162977999e-05,0.000298777783287226
"15",-0.000151527088946794,0.000182195230705834,0.000146806125207001,0.00107496044554387,0.00130635251459905,0.00071376617609464,0.000288421124216384,0.00256599654576177,1.23791774499155e-05,0.000298777927677708
"16",-0.000151010289388673,0.000182182402160494,0.000146800326872059,0.00107496044430901,0.00167098906312042,0.000530489583491323,0.00025808662971051,0.00250402340843293,1.23668947234728e-05,0.000298777885543716
"17",-0.000150674285098452,0.000182187857180657,0.000146797772684244,0.00107496044378916,0.00135851705294913,0.000673975423846279,0.000229795239232785,0.00254940814880845,1.23721954689093e-05,0.000298777897838663
"18",-0.000150455827361606,0.000182185771789108,0.00014679664755514,0.00107496044364895,0.00162628713122686,0.000561641458608675,0.000203409344620033,0.00251617157654199,1.23699078737846e-05,0.000298777894250925
"19",-0.000150313794099896,0.000182186643737031,0.000146796151931642,0.00107496044361982,0.00139682397136958,0.000649586859456498,0.000178800605962828,0.00254051169013684,1.23708951106424e-05,0.000298777895297848
"20",-0.000150221449248997,0.000182186305675343,0.000146795933607673,0.00107496044361526,0.00159346036207592,0.000580735078840326,0.00015584932736544,0.00252268671333005,1.23704690577039e-05,0.000298777894992349
"21",-0.000150161409991856,0.000182186445349188,0.000146795837435164,0.00107496044361489,0.00142495457590063,0.000634638610444217,0.000134443874749903,0.00253574046498685,1.23706529255409e-05,0.000298777895081496
