"","JNJ","UNH","PG","CSCO","CVX","VZ","NKE","GS","KO","MRK"
"1",0.000644838024380961,0.00197089274270506,-0.0024344990822286,0.00140270840686847,0.000886188590543685,0.00102885706637318,0.00247478758717812,0.00351216088379108,0.0015540945703697,-0.00138529190855157
"2",0.000604277756787128,0.00197923413729271,-9.07553415279837e-05,0.000737404073472621,0.000635203275656908,0.000655133749781435,0.0019730957367741,0.00118933433052576,0.000836627250301277,0.000669651674817749
"3",0.000667680014319412,0.00194022517955996,0.000121142127369043,0.00084387772844075,0.000606636288348537,0.000637946790271233,0.00233229394114852,0.00347433488570679,0.00113402121355074,-0.000330168892081955
"4",0.00065559353019742,0.00190218795926971,0.000268446479415489,0.000716947103591689,0.000579392515502021,0.000598163156528893,0.00202618693165332,0.00198091984515046,0.00101301829055277,0.00024888258967029
"5",0.000664063996314443,0.00186645928026515,0.000328890336333765,0.000810675276621978,0.000557630969831974,0.000562528638165922,0.00228355074926425,0.00302827707159107,0.00106242402878698,-7.64689588072318e-05
"6",0.000661710699925332,0.00183293932970041,0.000355479089037126,0.000737412860489519,0.000540159871241718,0.000528986620803037,0.00206695823141171,0.00230389109460322,0.00104226490878567,0.000107245212373542
"7",0.000662930801860419,0.00180149280365345,0.000367046372319974,0.000794218080674776,0.000526135547592507,0.000497534942989825,0.00224922559238983,0.00280624452299675,0.00105049150320952,3.59359358269835e-06
"8",0.000662524002167467,0.0017719914855956,0.00037208732545654,0.000750123841118096,0.000514877948629916,0.00046803479591696,0.00209584282593464,0.00245804891934612,0.00104713444922193,6.20818088366066e-05
"9",0.000662707871603288,0.00174431505071793,0.000374283552637955,0.000784346022765246,0.000505841255082252,0.000440365696269405,0.00222491840085612,0.0026994175403229,0.00104850437963786,2.90789981605622e-05
"10",0.000662640789522984,0.00171835061601127,0.000375240438325983,0.000757785111987152,0.0004985873254536,0.000414413949549773,0.00211629795497025,0.00253210445969202,0.00104794534550776,4.77013742246391e-05
"11",0.000662669190616908,0.00169399228111065,0.000375657346123977,0.000778399807288619,0.000492764455089332,0.000390072966943279,0.00220770487877423,0.00264808379493229,0.00104817347330537,3.71934001655192e-05
"12",0.000662658358529971,0.00167114069640128,0.000375838989857681,0.000762400136007987,0.00048809032382325,0.000367242771878589,0.00213078358046502,0.00256768842856074,0.00104808038007964,4.31226934837921e-05
"13",0.000662662801794664,0.00164970265780547,0.00037591813071547,0.000774817950694681,0.000484338307768313,0.000345829593341665,0.00219551484903066,0.00262341745848293,0.00104811836908763,3.97769944489047e-05
"14",0.000662661069786089,0.00162959072663393,0.000375952611814262,0.000765180120007572,0.000481326491523728,0.000325745480447321,0.00214104180681449,0.00258478681555371,0.00104810286672733,4.16648588978373e-05
"15",0.00066266176939616,0.0016107228729522,0.000375967634979318,0.000772660323456518,0.000478908848059966,0.000306907941216257,0.00218688228536583,0.0026115650778539,0.00104810919285132,4.05996010432727e-05
"16",0.000662661493754322,0.00159302214100763,0.000375974180463551,0.000766854717873373,0.000476968158640956,0.000289239603752273,0.00214830633314571,0.00259300273260895,0.00104810661131896,4.12006899071678e-05
"17",0.000662661604261704,0.00157641633535223,0.000375977032283635,0.000771360618871433,0.000475410329507955,0.000272667898450851,0.00218076899795019,0.00260586991036672,0.0010481076647775,4.08615158557905e-05
"18",0.000662661560494193,0.00156083772638122,0.000375978274800995,0.000767863456772905,0.000474159829771184,0.000257124759932187,0.00215345082314027,0.00259695054908673,0.00104810723488752,4.10529002650482e-05
"19",0.000662661577976808,0.00154622277408635,0.000375978816156812,0.000770577706985824,0.000473156029316732,0.00024254634747456,0.00217643977612488,0.00260313333502015,0.00104810741031483,4.09449085364411e-05
"20",0.000662661571034916,0.00153251186889714,0.000375979052021621,0.000768471097680687,0.000472350259173222,0.000228872782799736,0.00215709397564569,0.00259884750773964,0.00104810733872735,4.10058446048114e-05
"21",0.000662661573802844,0.00151964908855309,0.000375979154786211,0.000770106099031472,0.000471703451810968,0.00021604790413342,0.00217337396875504,0.00260181838780506,0.0010481073679404,4.09714604489475e-05
