"","HD","JNJ","WMT","PG","VZ","CSCO","KO","MRK","GS","NKE"
"1",0.000382773954776847,-0.000290557862501834,-0.000340006286734394,0.000406483742865515,0.00148771643475154,0.00261604582545769,0.00307315025848445,0.00199458005257477,-0.000234980803260695,-0.00247288897642504
"2",-0.00429136929352407,-0.000110256833503329,0.000297367567376786,0.000394424373047346,-0.000495359884349617,0.00117256656561452,-0.000273236795530405,0.00214948068775615,0.00111499889924334,-0.00595950969223416
"3",-0.000222255657238992,-5.01508068755042e-06,0.000414603181665829,0.000372230293912554,-0.000621328036807629,0.00146764264905084,-0.000162295100019832,0.00135015885507836,-0.000610336477031209,-0.00345840212089654
"4",-0.000535897686508853,8.27634870605031e-05,0.000431501537914826,0.000352485464862575,-0.000718544940351169,0.00143310585028292,0.000284845009723268,0.00196789018720508,0.000781049875059518,-0.00198685903340024
"5",-0.000892602537756556,0.000155797666003173,0.000430771683795829,0.000334914245610323,-0.000671444819920597,0.00143667801075489,0.000581898716776436,0.00144271840209249,-0.000374650660096654,-0.00164981250829312
"6",-0.000790820001305645,0.000216564958983516,0.000428062280129032,0.000319277357096011,-0.000708024548693761,0.0014363235138811,0.000737910451894666,0.00188485345551418,0.000583084485488798,-0.00167699128785399
"7",-0.000774040129929413,0.000267125719078389,0.000425924449082467,0.000305361858181299,-0.000682085083406974,0.00143635815406608,0.000812960950541925,0.00151226652494694,-0.000210735725937838,-0.00172772768467316
"8",-0.000787765520522566,0.00030919424537215,0.000424503883906015,0.000292978249391856,-0.000700755832598107,0.00143635478942011,0.000847613211205746,0.00182621528645233,0.000447214421930777,-0.00174620744166431
"9",-0.000786811684821072,0.000344196901606026,0.000423602050604599,0.000281957892336041,-0.000687350879641468,0.00143635511545924,0.000863278908591705,0.00156167364652885,-9.81217162630765e-05,-0.00174819534301996
"10",-0.000785588191687317,0.00037332047809814,0.000423037439986177,0.000272150713208967,-0.000696979269211531,0.00143635508389525,0.000870281056597395,0.00178458331288068,0.000353875263660694,-0.00174689675859644
"11",-0.000785924780557412,0.000397552430725527,0.000422685509409867,0.000263423159106737,-0.000690063971904363,0.00143635508694983,0.000873391231612928,0.00159675381285417,-2.07583921908168e-05,-0.001746112096621
"12",-0.000785984778018941,0.000417714361328212,0.000422466455610924,0.000255656379320177,-0.000695030733459686,0.00143635508665427,0.000874767838757877,0.00175502384812686,0.000289753364002394,-0.00174592830263576
"13",-0.000785938509816606,0.00043448987471247,0.000422330170997794,0.000248744606841159,-0.000691463472506991,0.00143635508668287,0.000875375935089956,0.00162166138863851,3.23884710416809e-05,-0.00174594105821099
"14",-0.000785941372676272,0.000448447756765092,0.000422245393789639,0.000242593718041096,-0.000694025575586763,0.0014363550866801,0.000875644250451981,0.0017340360751579,0.00024570306157615,-0.00174596784444011
"15",-0.0007859455658193,0.000460061259549319,0.000422192659775074,0.000237119950907472,-0.000692185404122384,0.00143635508668037,0.000875762565678696,0.00163934623351212,6.88991703715941e-05,-0.00174597778587745
"16",-0.000785944453971613,0.000469724147257552,0.000422159858107169,0.000232248764383528,-0.000693507064861998,0.00143635508668034,0.000875814718461434,0.00171913436363827,0.000215441494864024,-0.00174597891430996
"17",-0.000785944240214405,0.000477764047070443,0.000422139454879263,0.000227913823277741,-0.000692557812500697,0.00143635508668034,0.000875837702386041,0.00165190280428217,9.39811993844456e-05,-0.00174597824088508
"18",-0.000785944396087867,0.000484453557592877,0.000422126763724386,0.000224056094919717,-0.000693239591128659,0.00143635508668034,0.000875847830288755,0.00170855386962618,0.000194652479365053,-0.00174597782264345
"19",-0.000785944387637605,0.000490019491506383,0.000422118869614185,0.000220623045260879,-0.000692749919344343,0.00143635508668034,0.00087585229286421,0.001660818204481,0.000111211989014543,-0.00174597772249981
"20",-0.000785944373278307,0.000494650565816771,0.000422113959346667,0.000217567923472553,-0.000693101614816338,0.00143635508668034,0.000875854259096984,0.00170104152090083,0.000180370893433706,-0.0017459777283702
"21",-0.000785944376946798,0.000498503800440397,0.000422110905078966,0.000214849125299191,-0.00069284901765027,0.00143635508668034,0.000875855125409865,0.00166714830544255,0.000123049153827826,-0.00174597774250474
