"","BA","WMT","HD","VZ","PG","CSCO","PFE","UNH","IBM","MRK"
"1",0.0053204699041015,0.00102092990952893,0.00225322102733405,0.00451243517990314,0.000486989000708291,-2.57760511489253e-05,0.000956010389054524,0.00149522773371189,0.000158667523495163,0.00382522056453507
"2",0.00238031624490555,0.00149453313806709,0.00191133008428702,0.00224057599340888,0.000722255299515759,0.00146045758123649,0.000700553209857031,0.00202870892536229,5.55312952498248e-05,0.00306221032891055
"3",0.00201013402707301,0.00139492530026986,0.00171403087579141,0.000632217026740312,0.000621150737576137,0.00053194120080739,0.000774245283279549,0.00130380759418991,-6.64886845745113e-06,0.00308955594728574
"4",0.00198292335898591,0.0013335058916856,0.00158839218549068,0.000476126846868177,0.000574914081987483,0.00124094785288238,0.00069813208441463,0.00146054414713308,4.28543593361226e-05,0.00301802576016081
"5",0.00200064795235692,0.00131866034915243,0.00150835030446816,0.000299437609698168,0.000546217504738437,0.000705498177453144,0.000749137114756102,0.00141175724284478,-5.22517823387188e-06,0.00296045746382786
"6",0.00202345832509905,0.00131726768359525,0.00145735713281071,0.000293171624669389,0.000529004655520545,0.00111009972252032,0.000711076599369901,0.00142525902368823,4.08174359644645e-05,0.00290249960662941
"7",0.00204606105589961,0.00131767111939866,0.00142487034533507,0.000273028105585828,0.000518645163617163,0.000804379419043252,0.000738636916960859,0.00142139018115588,-3.31501655601813e-06,0.00284594509560385
"8",0.00206778624277799,0.00131788898347433,0.00140417362602495,0.000273655673830454,0.000512412442174297,0.00103538455671744,0.000718516381045112,0.00142248709451619,3.89839821184937e-05,0.00279053827596499
"9",0.00208858115607883,0.00131793869657574,0.00139098813667724,0.000271268811118049,0.000508662439173527,0.000860834913680412,0.00073317266695638,0.00142217509625312,-1.55789147347807e-06,0.00273628409360259
"10",0.00210847406822359,0.00131794264348918,0.00138258791020976,0.000271502638479647,0.000506406205638597,0.000992726257311338,0.000722490149417827,0.00142226375297433,3.72998390626603e-05,0.0026831549876705
"11",0.00212750255795545,0.00131794105094088,0.00137723628443053,0.000271209070583699,0.000505048715663972,0.000893067923905646,0.000730275008692442,0.00142223855310371,5.6290257711259e-08,0.00263112808202764
"12",0.00214570398072649,0.00131794028209724,0.00137382686462599,0.000271256061834169,0.000504231965562243,0.000968370693169131,0.000724601551975274,0.00142224571530436,3.57527117142799e-05,0.00258018045304544
"13",0.00216311425702317,0.00131794011658527,0.00137165478760059,0.000271218726842373,0.000503740558079765,0.000911471216076098,0.000728736207240615,0.00142224367963942,1.53914867360801e-06,0.00253028971890127
"14",0.00217976777125927,0.00131794010600219,0.00137027099831245,0.000271226711283389,0.000503444896881509,0.000954464993398316,0.000725722976798848,0.00142224425821832,3.43314524443585e-05,0.00248143395366661
"15",0.00219569741666211,0.00131794011216638,0.00136938941226759,0.000271221827864703,0.000503267008779934,0.000921978492944012,0.000727918939616563,0.00142224409377359,2.90136767606984e-06,0.00243359168732756
"16",0.00221093465716018,0.00131794011486632,0.00136882777043299,0.000271223086160566,0.000503159980272749,0.00094652559667621,0.000726318579465057,0.00142224414051233,3.30258211285569e-05,0.00238674189512403
"17",0.00222550958911775,0.00131794011541393,0.00136846995901774,0.000271222432998539,0.000503095585289337,0.000927977575399284,0.000727484879921219,0.00142224412722817,4.15276200379545e-06,0.00234086398846575
"18",0.00223945100072549,0.00131794011543977,0.0013682420041166,0.000271222623454698,0.000503056841276198,0.000941992633837239,0.000726634910757289,0.00142224413100382,3.18264107402556e-05,0.00229593780586472
"19",0.00225278642885509,0.00131794011541628,0.00136809677835034,0.000271222534601057,0.000503033530476588,0.000931402724537122,0.000727254345974048,0.0014222441299307,5.30234790784836e-06,0.00225194360407747
"20",0.00226554221344871,0.00131794011540684,0.00136800425775492,0.000271222562754343,0.00050301950525477,0.000939404559098225,0.000726802917846311,0.0014222441302357,3.07245795708017e-05,0.00220886204942849
"21",0.00227774354954514,0.00131794011540504,0.00136794531462933,0.000271222550515854,0.000503011066812059,0.000933358298027551,0.000727131906817101,0.00142224413014901,6.35840811326663e-06,0.0021666742093138
