"","INTC","CVX","MCD","CSCO","WMT","HD","NKE","VZ","BA","GS"
"1",0.000689234724506076,-0.00361181787602828,0.000223778905503501,0.000567372749100213,8.71893318492848e-05,0.00427405742666751,-0.000877210416556879,0.000172761153967096,-0.00108064692354481,0.000362082356667984
"2",-8.12297188140526e-05,-0.000953109151860831,0.000173350985914677,0.000646128459039613,0.000300867915900437,-0.00434868639089747,-0.00179178283133414,-0.000222101082829094,-0.000179867462139883,0.000647869008111827
"3",-5.54298678160021e-05,-0.00016115036922607,0.000133949209898191,0.000548779419538761,0.000478150846191512,0.00387761959755833,-0.00096784528336359,-3.05003276074175e-05,0.000102035709540772,0.000606197049501845
"4",2.67700110097748e-05,0.000218017829718316,0.000129188762591892,0.000496947807235825,0.000599306250819215,-0.00381669286412485,-0.00157653716354539,1.02677792571229e-05,0.000194618941903784,0.000583293892445423
"5",5.25003768183263e-05,0.000388771655909643,0.000128328795606939,0.000460940609210431,0.00068047152950963,0.00338326918225514,-0.00112621563600591,6.51767805626735e-05,0.000226874773073944,0.000560496708544661
"6",5.34974841457123e-05,0.000466173388442855,0.000128193601713928,0.000436880423380435,0.000734721571617788,-0.00335403428180827,-0.00145936805175803,0.000102681276486078,0.000238860157753006,0.00053875926470933
"7",5.13897054961076e-05,0.000501234022915932,0.000128171393979598,0.00042072037746643,0.000770972016909223,0.00295034182945091,-0.00121289850641331,0.000132837776562884,0.000243598404861028,0.000517983049793868
"8",5.05720088265759e-05,0.000517116668347936,0.00012816779790511,0.000409873960442243,0.000795194183228498,-0.00294892605242285,-0.00139523918253207,0.00015597097150662,0.000245573346655966,0.00049812821155147
"9",5.04922909524052e-05,0.000524311525873321,0.000128167212895176,0.000402593309833401,0.000811379120610027,0.00257126515004992,-0.00126034169602462,0.000173949159404937,0.000246430682080605,0.000479153746470543
"10",5.05428051766559e-05,0.000527570808048058,0.000128167117868326,0.000397706238293647,0.000822193681210345,-0.0025942081801918,-0.00136014022838377,0.00018787021814828,0.000246813737008776,0.000461020626043589
"11",5.05677163463977e-05,0.000529047268029871,0.000128167102425017,0.000394425829823134,0.000829419826875549,0.0022393408304816,-0.00128630825924259,0.000198660697308615,0.00024698821168277,0.000443691543888461
"12",5.05714492193844e-05,0.000529716106745058,0.000128167099915639,0.000392223881836697,0.000834248241343564,-0.00228361273929096,-0.00134092990084796,0.000207022225808038,0.000247068670177735,0.000427130848273647
"13",5.05703575384402e-05,0.000530019091744244,0.000128167099507871,0.000390745841792815,0.0008374745236992,0.00194870371165329,-0.00130052025491314,0.000213502078291088,0.000247106061431902,0.000411304468271981
"14",5.05696278038975e-05,0.000530156344429622,0.00012816709944161,0.000389753719192265,0.000839630282676893,-0.00201165145551993,-0.0013304157219219,0.000218523595167341,0.000247123521081727,0.00039617984369208
"15",5.05694815097747e-05,0.000530218520113877,0.000128167099430843,0.000389087764802786,0.000841070732165682,0.00169421818630621,-0.00130829875140666,0.000222415009069262,0.000247131697457,0.000381725858089629
"16",5.05695008201917e-05,0.000530246685797498,0.000128167099429094,0.000388640748225813,0.000842033221363787,-0.00177351872679776,-0.00132466111111252,0.000225430646835847,0.000247135533196158,0.000367912774750457
"17",5.05695213699221e-05,0.000530259444896869,0.000128167099428809,0.000388340691910776,0.000842676343849983,0.00147138745197926,-0.00131255607100499,0.00022776760604054,0.00024713733454433,0.000354712175512102
"18",5.05695265780363e-05,0.000530265224789128,0.000128167099428763,0.000388139281500443,0.000843106069745157,-0.00156500670735747,-0.00132151150277883,0.000229578625138105,0.000247138181037371,0.000342096902298083
"19",5.05695264074577e-05,0.000530267843089493,0.000128167099428756,0.000388004086367538,0.000843393206875248,0.00127627405174573,-0.00131488618328022,0.00023098206867658,0.000247138578975663,0.000330041001244597
"20",5.05695258531208e-05,0.000530269029183713,0.000128167099428754,0.000387913337711939,0.00084358506808818,-0.00138243095439665,-0.00131978766202153,0.000232069662809395,0.000247138766090467,0.000318519669304681
"21",5.05695256792765e-05,0.000530269566486276,0.000128167099428754,0.000387852423400041,0.00084371326719993,0.00110543029868052,-0.00131616149820309,0.000232912490446408,0.000247138854086007,0.000307509203219995
