"","WMT","JNJ","CVX","PG","CSCO","GS","NKE","MRK","VZ","KO"
"1",0.00118199711673437,0.00125586431750108,0.00369281905995442,0.00122615465009924,-0.00116349929580241,0.0027765409782182,0.000481217200740312,0.000589240007445447,-0.000968648366265213,0.000167174309771856
"2",0.000583187398028454,0.000756547935342658,0.00248920796341832,0.000833970851471566,0.000694367753191733,0.000107059621764448,0.00126675405398759,0.000895849011400243,-0.00151642823042305,0.000411201515364154
"3",0.00029564980342837,0.000516852154132964,0.00203271723158176,0.00102928839707169,0.00115948772843093,0.000464438586291968,0.000959944423988538,0.000436130308418562,-0.00124704192895844,0.000707831920838061
"4",0.000172844391001957,0.000438202201668723,0.00189833780774236,0.000934634569280137,0.00097471854562148,0.000895417666960437,0.000808458586214409,0.000587666281958574,-0.000956328171360585,0.000846619217092115
"5",0.000120323262831445,0.000402966248607402,0.00186640700211622,0.000980542108530227,0.000898307491285698,0.00108736420545478,0.000694117537962297,0.000517459215644149,-0.000731802664486164,0.000899765961043044
"6",9.78615301462477e-05,0.00039075203887902,0.00186075374295361,0.000958277275366421,0.000913664579202997,0.00114794104355375,0.000612372775138411,0.000546515494372743,-0.000566964651661859,0.000918489764256366
"7",8.82553096047043e-05,0.000385527108453777,0.00186036041306652,0.000969075570324835,0.000924716231097212,0.00116193249132862,0.000553587882563509,0.00053406698185575,-0.000447096991213773,0.000924811533437377
"8",8.41470124332915e-05,0.000383647363629468,0.00186058920440697,0.000963838469706528,0.000923910409357924,0.0011636754719511,0.000511341442763429,0.000539342525269805,-0.00036009346586487,0.000926895589490553
"9",8.23900149152581e-05,0.000382867844808536,0.00186073094480744,0.000966378428376789,0.000922453649168224,0.00116330192279363,0.000480978384773323,0.000537099195354681,-0.000296966859349169,0.000927572985215713
"10",8.16385989028393e-05,0.000382580256891844,0.00186078348801645,0.000965146565459365,0.000922408152350146,0.00116294742491935,0.000459156237373666,0.000538052116514157,-0.000251167786315268,0.000927791274346728
"11",8.13172404387981e-05,0.000382463464391298,0.00186079871641953,0.000965744010711169,0.000922584985534948,0.00116279683535403,0.00044347249003026,0.000537647200135332,-0.000217940508792927,0.000927861241848174
"12",8.11798049028178e-05,0.000382419636242537,0.00186080227433956,0.000965454253771615,0.000922608352961345,0.00116275081145912,0.000432200459706288,0.000537819239762036,-0.00019383415013685,0.000927883592983515
"13",8.11210277780064e-05,0.000382402086445532,0.00186080288522095,0.000965594783943654,0.000922588673930019,0.00116274061719938,0.000424099164385675,0.000537746141712656,-0.000176345019200376,0.000927890717875986
"14",8.10958905354696e-05,0.0003823954243227,0.00186080291969667,0.00096552662775287,0.000922583794318382,0.0011627395202119,0.000418276700826822,0.000537777200082533,-0.000163656679494519,0.000927892986013675
"15",8.10851400783083e-05,0.000382392781927287,0.00186080289103117,0.000965559683048219,0.000922585756155247,0.00116273988255815,0.000414092051266863,0.000537764003760283,-0.000154451307218845,0.000927893707429968
"16",8.10805424248859e-05,0.000382391770996171,0.0018608028743775,0.000965543651451704,0.000922586560133212,0.00116274017201124,0.000411084511286162,0.000537769610710934,-0.000147772822851206,0.000927893936761242
"17",8.10785761441339e-05,0.000382391372599547,0.00186080286833714,0.000965551426668476,0.000922586396340667,0.00116274028971513,0.000408922969057614,0.000537767228387676,-0.000142927592036407,0.000927894009637773
"18",8.10777352238555e-05,0.000382391219375471,0.0018608028666133,0.000965547655740497,0.000922586279836805,0.00116274032455464,0.000407369451952014,0.000537768240606956,-0.000139412384041222,0.000927894032791146
"19",8.1077375587057e-05,0.00038239115925311,0.00186080286621745,0.000965549484615272,0.000922586288568388,0.0011627403319316,0.000406252927201529,0.000537767810527663,-0.000136862105690958,0.000927894040146071
"20",8.10772217810065e-05,0.000382391136047451,0.00186080286615169,0.000965548597623274,0.00092258630394891,0.00116274033258475,0.000405450472234054,0.000537767993262966,-0.000135011882411796,0.000927894042482228
"21",8.10771560026955e-05,0.000382391126968628,0.00186080286614894,0.000965549027808443,0.000922586304401414,0.00116274033224921,0.000404873741646984,0.000537767915621025,-0.00013366954808096,0.000927894043224221
