"","JNJ","CVX","PG","WMT","HPQ","KO","MCD","DIS","MRK","T"
"1",2.06156967674067e-05,-0.000780306740209734,-0.00161450581674575,0.00119332760439019,-0.000315088930852367,0.00300884666838077,0.00100583700706353,0.000464514251689808,-0.00108899488919524,-0.000345497527544279
"2",-0.000123450276994297,0.00162647474625089,0.000516024075742661,-0.000498326425071984,-0.00023149815564248,0.00278015147659519,0.000957553842482755,0.000604400729741189,0.00161694387375817,0.00158300731877675
"3",-6.7606088289124e-05,-0.000671597490328304,-0.000630211888663281,0.000533751361106194,-0.000238040829079067,0.0028244036392642,0.000968490278391979,0.00077163051368883,-0.000398048201727817,5.37375505729495e-05
"4",-1.20772802107991e-05,0.00135947004517606,0.00026854865790389,-0.00011504547445563,-0.00023611928115488,0.00285876494915387,0.000966364804176535,0.000682528567148083,0.00133662770422139,0.00105028558729164
"5",3.40315372998744e-05,-0.000453386085931119,-0.000417640346269824,0.000294964848451726,-0.000235755335696783,0.0028938137695967,0.000966810450699378,0.000739911280268007,-0.000162370116204597,0.000386689894459806
"6",7.18995067076868e-05,0.00116261205686279,0.00010708867042811,3.56209469080969e-05,-0.000235523465852268,0.00292915736782152,0.00096672052658417,0.000703718251863116,0.00113308708528941,0.000827439945319354
"7",0.00010297640939894,-0.000278148411253123,-0.000294133185089637,0.000199689460786245,-0.000235420088934799,0.00296481325534074,0.000966739023314436,0.000726594798589271,1.35304080120237e-05,0.000534611803092592
"8",0.000128478838919139,0.00100634862769039,1.2653573721791e-05,9.58921440076227e-05,-0.000235370411002635,0.00300078362918315,0.000966735255210075,0.000712138358857684,0.00098107083915333,0.000729155748727464
"9",0.000149406654417873,-0.000138836468265302,-0.000221925078911924,0.000161559422260057,-0.000235346953100869,0.00303707128415502,0.000966736026563659,0.000721274061312497,0.000144905501506622,0.000599907561620419
"10",0.00016658044405249,0.000882145572262592,-4.25589757120557e-05,0.000120015045288656,-0.000235335831779997,0.00307367901808766,0.000966735869046492,0.000715500795603743,0.000867534189052226,0.000685775489798073
"11",0.000180673603741127,-2.81041178037175e-05,-0.000179707853389357,0.000146298082127434,-0.000235330564054109,0.00311060965429957,0.000966735901252175,0.000719149185528858,0.000243025857322151,0.00062872786934129
"12",0.000192238736074886,0.000783422882685456,-7.48395738535954e-05,0.000129670126865562,-0.000235328068414234,0.00314786604098238,0.000966735894671493,0.000716843601584621,0.00078273686398721,0.000666628294404317
"13",0.000201729317948832,5.99114327309347e-05,-0.00015502510828148,0.000140189797746845,-0.000235326886136413,0.00318545105145163,0.000966735896016557,0.0007183006052071,0.000316309186539806,0.000641448589981384
"14",0.000209517481690176,0.00070495320933453,-9.3712765216915e-05,0.000133534531132022,-0.000235326326040995,0.0032233675843672,0.000966735895741674,0.00071737985818304,0.000719404131060721,0.000658177096685747
"15",0.000215908606625148,0.000129870543267388,-0.000140594081639988,0.000137744983552016,-0.000235326060700592,0.00326161856395688,0.000966735895797855,0.000717961720210874,0.000371042440374726,0.000647063267394477
"16",0.000221153293215079,0.000642581633937576,-0.000104747175132993,0.000135081242096202,-0.000235325934997777,0.00330020694024193,0.000966735895786373,0.000717594015064305,0.000672102697237631,0.000654446903226306
"17",0.000225457189275081,0.000185477502641106,-0.000132156830069407,0.000136766457326222,-0.000235325875447119,0.00333913568926455,0.00096673589578872,0.000717826384712685,0.000411921165554641,0.000649541476242656
"18",0.000228989053568148,0.00059300562257152,-0.000111198558995537,0.000135700306418335,-0.000235325847235492,0.00337840781331745,0.00096673589578824,0.000717679539736508,0.000636774589033028,0.000652800468755287
"19",0.000231887372953823,0.000229676662793857,-0.000127223902161104,0.000136374806469213,-0.000235325833870469,0.00341802634117536,0.000966735895788338,0.000717772337772649,0.000442452333633467,0.000650635309181455
"20",0.000234265792554449,0.000553600158025693,-0.000114970428452847,0.000135948084215103,-0.000235325827538901,0.00345799432832863,0.000966735895788318,0.000717713694462297,0.000610389020384433,0.000652073764766114
"21",0.000236217571859588,0.000264808340199174,-0.000124339813954778,0.000136218049920688,-0.000235325824539373,0.00349831485721888,0.000966735895788322,0.000717750753844069,0.000465255202855904,0.000651118105657176
