"","V","CSCO","PG","MCD","WMT","HD","GS","BA","VZ","MRK"
"1",-0.00351454442725024,0.000425233860604092,1.78711914171103e-05,-0.000235858282054078,-0.00165578929727098,0.000364495591275549,-0.000887925443572004,0.000129577829018917,0.00218265284756337,0.000523695669396076
"2",-0.00129972382318197,0.000133459273404349,0.000709539367488237,0.000286364657968029,-0.00115119179260268,0.00132064790753582,-0.000154147780156519,-0.000674619756328701,-0.000415682299218254,0.00123204693337407
"3",-4.93522108306962e-05,0.000363716821603478,0.000363322419121323,0.000613660327704397,-0.00097731795855274,0.0012938512168397,0.000326673592738072,-0.000192174567335813,0.0014149890498473,0.000648729412735677
"4",0.000446087659470766,0.000195454149851989,0.000159989033779333,0.000824529175877156,-0.000874352795620149,0.00116577322787377,0.000253175842108748,-0.000488651576405539,0.00039206608530829,0.000300232149495933
"5",0.0006029525206237,0.000317431825124157,0.000136774400351387,0.000961064578204935,-0.000802197261056387,0.00116776104499929,0.000195059560795392,-0.000306445687763717,0.000899733903944821,0.000232227887765949
"6",0.000642084945981217,0.000229084655206653,0.000155067511014785,0.00104954763941021,-0.000749942618626441,0.00118489736528162,0.00020216628085264,-0.000418423988418057,0.000667080005689721,0.000251646226374928
"7",0.000648326809334091,0.000293067447142052,0.000164106599769556,0.00110689881356986,-0.000711884301000175,0.00118484483048987,0.000209145198051788,-0.000349605467146484,0.000767140387266041,0.000269435483987962
"8",0.000647829247469861,0.000246730315480977,0.00016476753154789,0.00114407256071334,-0.000684138842723548,0.00118255471307995,0.000208492859314021,-0.000391899276235721,0.000726521314544785,0.000274349540898614
"9",0.000646878370247222,0.00028028820215291,0.000163831174614097,0.00116816786716724,-0.000663908438225923,0.0011825332604978,0.000207659944999056,-0.00036590676354836,0.000742063011090126,0.000273976226858082
"10",0.000646376026441201,0.00025598519559903,0.000163435920492369,0.00118378599363842,-0.00064915717975686,0.00118283896041419,0.000207714897212219,-0.00038188098602563,0.000736510205378947,0.000273131839999369
"11",0.000646183441686966,0.000273585711539399,0.000163424465768393,0.00119390937228357,-0.000638401061399896,0.00118284562709222,0.000207813716420612,-0.00037206370568715,0.000738320503836076,0.000272822199890255
"12",0.000646124191393444,0.000260839216153968,0.00016347119986425,0.00120047115791579,-0.00063055805792096,0.0011828048675397,0.000207809821504641,-0.000378097113158558,0.000737812311861228,0.000272807203193954
"13",0.000646109987087151,0.000270070374213985,0.000163488174127449,0.00120472438526126,-0.000624839200101782,0.001182803470117,0.000207798164576081,-0.000374389161010817,0.000737912540733986,0.000272843911445724
"14",0.000646107965989438,0.000263385063738383,0.000163487832167318,0.00120748124808501,-0.000620669198703764,0.00118280889834349,0.000207798321430311,-0.000376667957726453,0.000737918275051405,0.000272861722103422
"15",0.000646108289345196,0.00026822664221256,0.00016348554842001,0.00120926819526953,-0.000617628572013372,0.00118280915252865,0.000207799688753979,-0.000375267477282185,0.000737896787431096,0.000272864236936399
"16",0.000646108691933966,0.00026472031558687,0.00016348483423129,0.00121042646118425,-0.000615411447894314,0.00118280843046125,0.000207799705442072,-0.000376128170761915,0.000737912972122278,0.000272862833082817
"17",0.000646108892695121,0.000267259637519086,0.000163484889203178,0.00121117722759797,-0.000613794794532901,0.0011828083875244,0.000207799545957964,-0.000375599214239115,0.000737903678259608,0.000272861881526953
"18",0.000646108967273032,0.000265420631469795,0.00016348499876005,0.0012116638604176,-0.000612615984529191,0.00118280848346099,0.000207799539920069,-0.000375924295129818,0.000737908366315998,0.000272861669536115
"19",0.00064610898955834,0.000266752460729576,0.000163485028090357,0.00121197928675636,-0.000611756435377827,0.00118280849039019,0.000207799558417407,-0.000375724510117354,0.000737906192176395,0.000272861711289473
"20",0.000646108994674165,0.000265787934714073,0.000163485023816749,0.00121218374023991,-0.000611129680649512,0.00118280847765892,0.000207799559597478,-0.000375847292022863,0.000737907136696723,0.000272861758701083
"21",0.000646108995302016,0.000266486455510001,0.000163485018648406,0.00121231626318362,-0.000610672671892256,0.00118280847657488,0.000207799557464406,-0.000375771833928512,0.000737906749561462,0.000272861773190891
