"","JNJ","UNH","CSCO","PG","CVX","VZ","NKE","GS","KO","MRK"
"1",0.000461819934192257,0.00116335143451039,0.000343800901034582,0.00185152828408327,-0.00129217702042479,0.00155087178369535,0.000721176891222984,0.00287127305136878,0.00152485097422791,-0.00242160381683632
"2",0.000995650254343617,0.00123915738099615,0.000492014008642643,-0.000316014881145765,0.00135968250580683,0.00157952394984633,0.00161915831837859,0.00291065508167818,0.000483372928697435,0.000641210252478497
"3",0.000572691678793555,0.00124646779707296,0.000512272667481176,0.00144587993800896,-0.000194757707518052,0.0015242002169928,0.000864398684346755,0.00269259232774724,0.000973210074778681,-0.000596163910288996
"4",0.000752932553174106,0.00124671674550624,0.000524585620674957,-9.26560204014967e-06,0.000506131019609536,0.00147460276910006,0.00148330083866797,0.00282443032091441,0.000801099925078397,0.000163163884259407
"5",0.000650086454780055,0.00124673507860337,0.000518625197141302,0.00119792486681182,0.000160257933877166,0.00142682618252145,0.000976471702499256,0.00272789131649788,0.000866828014517089,-0.00022857085987743
"6",0.000700631860995364,0.00124673582554828,0.000525769524791976,0.000195194796128774,0.000325431436666183,0.00138095471469175,0.00139149267553681,0.00279617025888945,0.000842361113369561,-1.2491651727298e-05
"7",0.000673890482520148,0.00124673587305,0.000518900182760001,0.00102837932229471,0.000245623462343674,0.00133690598327059,0.00105165085043046,0.00274759331826599,0.00085153922858532,-0.000128546348072808
"8",0.000687523213048343,0.00124673587519775,0.000525777250065209,0.000336007376203936,0.000284023046484596,0.00129460783369616,0.00132993182715142,0.00278211833399313,0.000848104327215624,-6.55573965616802e-05
"9",0.000680443600546716,0.00124673587532347,0.000518946942661549,0.000911379842502131,0.000265519243205667,0.00125399068282305,0.00110206022513649,0.00275757616287441,0.000849390743597721,-9.96034362233111e-05
"10",0.000684086235187829,0.00124673587532951,0.000525741288788693,0.000433232419527146,0.00027443094868579,0.00121498772546698,0.00128865388879421,0.00277502149128834,0.000848909066365018,-8.11711671067626e-05
"11",0.000682203320145919,0.00124673587532985,0.000518984746412961,0.000830584441665862,0.000270138107848126,0.00117753481085639,0.00113586084653633,0.00276262075318023,0.000849089434048024,-9.11438191020536e-05
"12",0.000683174368407402,0.00124673587532987,0.000525704088660987,0.000500375161851609,0.000272205860451244,0.0011415703377015,0.00126097610128153,0.00277143561566943,0.000849021895324449,-8.57468095488914e-05
"13",0.000682673004126577,0.00124673587532987,0.000519021817872569,0.000774787216959165,0.000271209851629724,0.00110703515284985,0.00115852492458767,0.00276516971345564,0.000849047185365683,-8.86672746582553e-05
"14",0.000682931714988399,0.00124673587532987,0.000525667236472348,0.00054674402211254,0.000271689611495099,0.0010738724539942,0.00124241752127648,0.00276962372843211,0.000849037715464442,-8.70868707183396e-05
"15",0.000682798177993655,0.00124673587532987,0.000519058469678772,0.000736253551114483,0.000271458518897557,0.00104202769624598,0.00117372169945862,0.0027664576641015,0.000849041261487842,-8.79420897893937e-05
"16",0.000682867094887001,0.00124673587532987,0.000525630787366319,0.000578766449949085,0.000271569832350701,0.00101144850242173,0.00122997357532719,0.00276870820959606,0.000849039933672527,-8.74792940651498e-05
"17",0.000682831525104413,0.00124673587532987,0.000519094717865291,0.000709642122459565,0.000271516214493243,0.000982084576894807,0.00118391147933651,0.00276710844582159,0.000849040430875562,-8.77297320714505e-05
"18",0.000682849882920496,0.00124673587532987,0.000525594739119493,0.000600881204692498,0.000271542041328477,0.000953887622870902,0.00122162962925229,0.00276824561196208,0.000849040244696919,-8.75942095240152e-05
"19",0.000682840408150481,0.00124673587532987,0.000519130567299988,0.000691264214822811,0.000271529600968396,0.000926811262951065,0.00119074395628254,0.00276743727584914,0.000849040314411874,-8.76675464513515e-05
"20",0.000682845298190458,0.00124673587532987,0.000525559087405229,0.00061615370005258,0.000271535593284319,0.000900810962851736,0.00121603482545095,0.00276801186846865,0.000849040288306974,-8.76278607619859e-05
"21",0.000682842774372028,0.00124673587532987,0.000519166022385235,0.000678572393797608,0.000271532706884719,0.00087584395815625,0.00119532528598519,0.00276760342862152,0.000849040298082004,-8.76493363528536e-05
