"","JNJ","CVX","PG","WMT","HPQ","KO","MCD","DIS","MRK","T"
"1",0.000272711155561933,0.00171545660339434,0.000242873555416085,0.00033367347456547,-0.000202474161070369,-0.00523053020653965,0.00203999932010438,-0.000725190251589755,0.000449648838543507,0.000353542557843727
"2",0.000689632481966922,-0.000508875683259073,0.000555415683042363,0.00072860268715234,0.000707173086688015,-0.0040735384961823,0.00245836628159069,0.00212640405834509,0.00129303236584167,0.000675562863942063
"3",0.000307119530012532,0.00106867508110566,0.000318572786040213,0.000681228355580554,0.000348749099384326,-0.00377510073040554,0.00233091433905648,-0.000291260175351447,0.000478581130848474,0.000469159829487878
"4",0.000644399837552233,-0.000395075133905321,0.000383268989364893,0.000672716013331402,0.000268215599019015,-0.00343229405559331,0.00230257507742667,0.000877974694916661,0.00115672687768234,0.000608556565919815
"5",0.000346964172924486,0.000913649877964976,0.000355728628161486,0.000665806438795177,0.000222367211653983,-0.00312402112172586,0.00225849229999519,0.000241104858411632,0.000590657472075899,0.000514983959682148
"6",0.000609262128604049,-0.000261884122679674,0.000365098749375989,0.000661559137824714,0.00020235641387231,-0.00284062785542489,0.00221903729566948,0.00057785067235364,0.00106315176316426,0.000577839807045086
"7",0.000377950870945912,0.000793398239836985,0.000361550552082319,0.000658872084940164,0.000193094987960399,-0.00258067600913343,0.00218051658762214,0.000398514666337224,0.000668763659840237,0.000535620773588846
"8",0.000581936059395038,-0.000154003339802058,0.000362825185529241,0.000657177761525304,0.00018886821124942,-0.00234217516646544,0.00214352219617554,0.000493854547732208,0.00099795699963683,0.000563978722160601
"9",0.000402048761526799,0.000696538145149354,0.000362355428295479,0.000656108999241173,0.000186932822139108,-0.00212335985911347,0.00210788584976847,0.000443147777241882,0.000723181330486461,0.000544931094776997
"10",0.000560684984972046,-6.70468851452765e-05,0.000362526402205227,0.000655434863888945,0.000186047317500298,-0.0019226048492662,0.00207357692921106,0.000470113527400936,0.000952534902473411,0.000557725114441497
"11",0.0004207893298191,0.000618471720101694,0.000362463793769318,0.000655009642368027,0.000185642095884853,-0.00173841953724951,0.00204054256735436,0.000455772840664891,0.000761094877431051,0.000549131554011212
"12",0.00054415834293373,3.03827361001135e-06,0.000362486652081912,0.000654741427329426,0.000185456667715456,-0.0015694363079953,0.00200873602401615,0.000463399331363929,0.000920888696514473,0.000554903725925818
"13",0.000435363588870511,0.000555551835273844,0.000362478294408585,0.000654572246542366,0.000185371815495047,-0.00141440042918796,0.00197811155534686,0.000459343497245454,0.000787509772166676,0.000551026640417871
"14",0.000531305821144659,5.95254368825688e-05,0.000362481348058972,0.000654465533143117,0.00018533298707874,-0.00127216072984976,0.00194862524940883,0.000461500424346255,0.000898840345290333,0.000553630823428809
"15",0.000446697771675676,0.000504839733152344,0.000362480231958931,0.000654398222015259,0.000185315219167053,-0.00114166105310997,0.00192023480278904,0.000460353352057414,0.000805913396204117,0.000551881630861211
"16",0.000521310607600641,0.00010505290102743,0.00036248063982147,0.000654355764479795,0.000185307088558749,-0.00102193241399967,0.0018928994884588,0.000460963374903034,0.000883478952764045,0.000553056538548455
"17",0.000455512195750873,0.00046396684670402,0.000362480490761792,0.000654328983732316,0.000185303367986822,-0.000912085804557203,0.001866580092268,0.000460638959539047,0.000818735456678002,0.000552267369820485
"18",0.000513537479849518,0.000141747078442872,0.000362480545235776,0.00065431209136144,0.000185301665450572,-0.000811305592774383,0.00184123885759438,0.000460811486402613,0.000872776457237379,0.000552797443193881
"19",0.000462367041231396,0.00043102416089935,0.000362480525327824,0.000654301436237119,0.000185300886368823,-0.000718843466373386,0.0018168394310187,0.000460719735141837,0.000827668764295104,0.000552441400472947
"20",0.000507492434911841,0.000171321812759396,0.000362480532603275,0.000654294715352577,0.000185300529860483,-0.0006340128764455,0.0017933468102023,0.000460768529246589,0.000865319879957534,0.000552680549287984
"21",0.00046769795181171,0.000404473049824825,0.000362480529944416,0.000654290476050653,0.000185300366722024,-0.000556183939694641,0.00177072729366924,0.000460742580124599,0.000833892723786195,0.000552519916441499
