"","XOM","WMT","UNH","PFE","CAT","GS","VZ","PG","CVX","IBM"
"1",0.0049669572267456,0.00282735429133858,-0.00176207353814401,0.00118398204928102,0.00804046714526544,-0.00454947121120163,0.00329771549666435,0.00124289876073444,-8.81281369511867e-05,-0.000745932839250067
"2",-0.00485223571030642,-0.000771429266547886,-0.00153098010064284,-0.000339751968787226,-0.0035270710551719,-0.000306694813735191,-0.0019755134694861,-0.00114307387693531,0.000106019618558943,-0.000942292856313062
"3",0.00507037753867328,0.000891052252742024,-0.00128229856785729,-0.000277808362644031,0.00259802722729086,-0.00130790125773611,0.000280926311389992,0.0016211832211956,0.000151788319979709,0.000253584169910249
"4",-0.00390188235359678,0.00116385306599751,-0.00105692986611346,-5.55280906799002e-05,-5.45862319270797e-05,-0.000248205048780368,0.00149380671941158,-0.000621861935826127,0.000128257001122803,0.000221135897324305
"5",0.00410525555823749,0.000622218539207636,-0.000854315980016023,0.000154008622333961,0.00107145151712914,-0.00102202859332181,0.00102969319479082,0.00116188175886933,0.000127655451274927,0.000161662749550681
"6",-0.00302871912001741,0.000767502461702164,-0.000672233880286409,0.000334102571744484,0.000594517192118649,-0.000424209471926305,0.000752104776613889,-0.00025464226297809,0.000129794819987675,0.000165416434303875
"7",0.00332596266383489,0.000850460256091577,-0.000508606421504414,0.000486924435376925,0.000796471782531281,-0.000881586220594053,0.000846857074021303,0.000870153006296771,0.000129539003960849,0.000168298264933738
"8",-0.00233440056611698,0.000779519887512627,-0.000361563321384493,0.000616360770446712,0.00071095795985869,-0.000531081845927633,0.000910099000993138,-2.29881382806211e-05,0.000129389246584144,0.000168005794168734
"9",0.00270748858801275,0.000786256264279206,-0.000229423689944997,0.000725959645666071,0.000747167039415276,-0.000799610928935739,0.000890920130673822,0.000686208239202943,0.000129433142474335,0.000167870073137753
"10",-0.00178350147531975,0.000802030146622549,-0.000110676995043054,0.000818757528056575,0.000731835050838186,-0.000593875143733235,0.000876572632543288,0.00012307273875348,0.000129439880556291,0.000167889711919073
"11",0.00221678294091906,0.00079397798985482,-3.96580329483655e-06,0.000897329449944679,0.000738327065178803,-0.00075150005180235,0.00088041567236429,0.000570228986605481,0.00012943508045047,0.000167895895810474
"12",-0.00134641249480443,0.000793087877290334,9.19297368180305e-05,0.000963856197581412,0.000735578155617377,-0.000630735228927633,0.000883657845420715,0.000215165756171871,0.000129435184386099,0.000167894680980111
"13",0.00182745225589686,0.000795539078308973,0.000178105839463689,0.00102018430371068,0.000736742124668627,-0.00072325955920285,0.00088289703385108,0.000497102770828742,0.000129435588131305,0.000167894410569078
"14",-0.000999621823051338,0.000794791931947234,0.000255547612652039,0.00106787723308739,0.000736249265983425,-0.000652371764007345,0.000882167095808464,0.000273231433499628,0.000129435520883719,0.000167894481741607
"15",0.00151855348545066,0.000794452302410578,0.000325140319335646,0.0011082587701582,0.000736457956827324,-0.000706682662114433,0.000882315495526223,0.00045099587403795,0.000129435495354838,0.000167894492926215
"16",-0.000724474715174414,0.000794782386046147,0.000387679497148264,0.00114244976150209,0.000736369590994206,-0.000665072203664995,0.000882479256042975,0.00030984249238174,0.000129435504899778,0.000167894488921626
"17",0.00127347018239154,0.000794738972780275,0.000443880052463058,0.00117139922637639,0.00073640700768349,-0.000696952181945301,0.000882450848735554,0.000421924960015015,0.000129435505751254,0.000167894488496626
"18",-0.000506170311025926,0.000794670396780196,0.000494384432727774,0.00119591069806995,0.000736391164358219,-0.000672527240402753,0.000882414232404604,0.000332926174414816,0.000129435504795929,0.000167894488714704
"19",0.00107901869477176,0.000794709079994054,0.000539769970497569,0.00121666452710244,0.0007363978728875,-0.000691240483056438,0.000882419537514197,0.000403595423634296,0.000129435504859319,0.000167894488728516
"20",-0.000332965463487337,0.000794711481417725,0.000580555483117602,0.00123423676531377,0.000736395032299155,-0.000676903275738828,0.000882427698439191,0.000347480694072932,0.000129435504933519,0.000167894488716971
"21",0.00092473898429957,0.000794700454278084,0.00061720720349858,0.00124911515499659,0.000736396235087696,-0.000687887770381055,0.000882426741027758,0.000392038445973839,0.000129435504917297,0.00016789448871668
