"","CAT","CVX","PG","WMT","MCD","KO","MRK","T","HD","HPQ"
"1",-0.00360721216112119,0.000801857533731212,0.000242651365566355,0.00262452680336144,0.000670298424787104,0.00137926171984606,-0.00128454291852849,0.000181180382029942,0.000945187127765788,-0.000713824571402081
"2",-5.10080931487394e-05,-0.000284088582565714,-0.00011818224487387,0.000338306304654804,-0.000138162428612099,0.000471700663106922,0.00312122995912112,0.00333259101004721,0.000770344019612903,-0.00258930653392382
"3",-0.000706551849418712,0.000820490497134169,0.000492255461537832,0.00216407356722547,0.000614068083506536,0.00152058707441389,-0.00079507212556461,-1.70363283014941e-05,0.00289235317555279,-0.000968151127513821
"4",9.83754329763007e-05,-7.58577617096952e-05,0.000105790364519853,0.00101796075844371,-5.29257114461731e-05,0.000711969242689674,0.00280362168032821,0.00262732274443176,0.00116120821587414,-0.0023679312742572
"5",-0.000473996639430726,0.000677465684700675,0.000367292596155862,0.00175884274738941,0.000536148015750483,0.00136217981760602,-0.000501583777024396,0.000464417007628859,0.00275803570589726,-0.00115929847771234
"6",-2.9016507169532e-05,4.80611984364599e-05,0.000191518345077074,0.00128178497574737,1.60663232329567e-05,0.000842017092895668,0.00253409060565132,0.00222518770269927,0.00130619631351243,-0.00220288609926227
"7",-0.000368971947960839,0.000574444641722201,0.000309745025178997,0.00158912364068663,0.000475223194348019,0.00125839795176785,-0.000254031976017923,0.000790894593700808,0.00262834417543749,-0.00130180586466764
"8",-0.000108390052021573,0.000134291176113294,0.000230230144388461,0.00139113795762461,6.98551060233863e-05,0.00092511710908437,0.00230672605092409,0.00195914908093795,0.00142452124720133,-0.00207983884667179
"9",-0.000308004076500165,0.000502350430375779,0.000283709232252755,0.00151868027046242,0.000427735524585212,0.0011918851338725,-4.52084427418102e-05,0.00100757700540855,0.00252063105435428,-0.00140805036674959
"10",-0.000155074862821779,0.000194578214044309,0.000247740981995978,0.00143651765177148,0.000111779741579931,0.000978356197533617,0.0021149315643572,0.00178265481415646,0.00152259893371775,-0.00198810259100577
"11",-0.000272234984886865,0.000451938425959331,0.000271932028504754,0.0014894467293662,0.000390722236024058,0.00114927103062461,0.000130945674088386,0.00115133561349737,0.00243132939539337,-0.00148725955347183
"12",-0.000182477413357297,0.000236732936420004,0.000255661936862916,0.00145534987070473,0.000144457032530042,0.00101246577964698,0.00195314238349145,0.00166556001624943,0.00160391010605979,-0.00191970983597509
"13",-0.000251241551771705,0.000416688506612411,0.000266604658257126,0.00147731503289171,0.000361872993379448,0.00112196871974094,0.000279541344267589,0.00124671209119199,0.00235729376763034,-0.0015463129175354
"14",-0.000198560675795005,0.000266209040675151,0.00025924494854308,0.0014631650974236,0.000169926671441294,0.00103431935101485,0.00181666432557774,0.0015878736216657,0.00167132119165854,-0.00186872051984562
"15",-0.000238920006578011,0.000392040487056089,0.0002641948440146,0.00147228047167201,0.000339387047586827,0.00110447647950556,0.000404889951460751,0.00130998949494891,0.00229591447527697,-0.00159033937395457
"16",-0.000208000331067207,0.000286819799315032,0.000260865709289055,0.00146640835671606,0.000189778454968741,0.00104832065374681,0.00170153758970933,0.00153633268133736,0.0017272084021708,-0.00183070610796554
"17",-0.000231688194916103,0.000374805699877261,0.000263104774353075,0.00147019116728601,0.000321860841980215,0.0010932694256605,0.000510628384527589,0.00135197080853151,0.00224502792740539,-0.0016231627176466
"18",-0.000213540692247518,0.000301231587562222,0.000261598853813889,0.00146775428450775,0.000205251517252566,0.00105729110873166,0.00160442186638847,0.0015021379095908,0.00177354173551431,-0.00180236496475586
"19",-0.000227443670379849,0.000362754513035034,0.000262611685779687,0.00146932412195141,0.0003082004033312,0.00108608921007952,0.000599824558923056,0.0013798232579909,0.00220284039713439,-0.00164763372846037
"20",-0.000216792463738387,0.000311308831400092,0.000261930488754845,0.0014683128342434,0.000217311675782308,0.00106303836412467,0.00152249942113724,0.00147945143147543,0.00181195441990228,-0.00178123559937292
"21",-0.000224952456643442,0.000354327887118654,0.000262388639171028,0.00146896430477145,0.00029755305682209,0.00108148893809883,0.000675066429792824,0.00139830193039741,0.00216786479385989,-0.0016658777676986
