"","HPQ","JNJ","PG","CVX","AA","KO","AXP","MRK","CAT","MCD"
"1",0.00394212512078782,0.00111164133718626,-0.0012144091616881,0.00168941377705082,0.0037903427662494,0.00057481825436763,0.00928792618223885,0.00219848210828476,0.00398647784540999,0.000920910200094459
"2",0.0033555999094847,0.00149683915174651,0.00185980838829143,-0.000302506931046265,-0.00210156047409762,0.00134942853454071,-0.00345749995938705,0.00275593763264884,0.00102719043405718,0.000288109258854791
"3",0.00167381300939432,0.00120845631927179,-0.000155558970391596,0.002147494639749,0.00454326947080852,0.000740495393961961,0.00724210026193842,0.00259915836469276,0.00191663998779891,0.000361281540735304
"4",0.0013906357861264,0.00101288867779333,0.00118878828261546,0.000292732760808751,-0.00186320797736908,0.00131020671188572,-0.00050805960949361,0.00241719636454239,0.00220879416419242,0.000398357769272625
"5",0.00145948561648393,0.000904222359462131,0.000292346093172372,0.00178176668186891,0.00436012180014453,0.000779114003795861,0.00518952830070851,0.00226961851994207,0.00241149707869393,0.000435309965179514
"6",0.00149369142870019,0.000845382448659526,0.000890118593075157,0.000596451374084392,-0.00168295478395101,0.00127424005415687,0.00100751468014519,0.00215426508057286,0.0025335027144844,0.00047048479267928
"7",0.00149526089391263,0.000813643029869932,0.000491507370695036,0.00154113208199471,0.00418520609557668,0.000812645535989403,0.00407761464685141,0.00206452294091112,0.00260847718706302,0.000504044282068808
"8",0.00149304747139097,0.000796531882729993,0.000757312350041318,0.000788362418082905,-0.00151309617063518,0.00124297939625104,0.00182383273836156,0.00199474861809256,0.00265440351836572,0.000536058905660058
"9",0.00149250242151264,0.000787307819454073,0.000580066243872684,0.00138822211826286,0.00402026446529089,0.000841789122298577,0.00347835294775049,0.00194050358998024,0.00268254982292476,0.000566599958592407
"10",0.00149255958971029,0.000782335490302996,0.000698258845942199,0.000910213451377576,-0.00135292888504525,0.00121580950688481,0.00226375602178723,0.00189833202896563,0.00269979822009717,0.000595735257776939
"11",0.00149261080581743,0.000779655108671061,0.000619444752442894,0.00129112318238874,0.00386473334297285,0.000867118979799445,0.00315540165738811,0.00186554675499945,0.00271036836721442,0.00062352950813425
"12",0.00149261653606742,0.000778210223707131,0.000672000168140264,0.000987588491097387,-0.00120189972799067,0.00119219506840241,0.00250083723300021,0.00184005863055621,0.00271684594396759,0.00065004443586646
"13",0.00149261387787818,0.000777431344892252,0.000636954764501285,0.00122946550872486,0.00371807583845021,0.000889134172929524,0.00298135838251179,0.00182024350035609,0.00272081552085473,0.000675338926044594
"14",0.00149261294023452,0.00077701148295204,0.000660324008182872,0.00103672150530993,-0.00105948733522788,0.00117167081461099,0.00262860383839179,0.00180483870332966,0.00272324814969527,0.00069946915335776
"15",0.00149261295395984,0.000776785152430142,0.000644740750650007,0.00119031299252176,0.003579785679495,0.000908268458566073,0.00288756386236601,0.00179286261390036,0.00272473890885691,0.000722488706868609
"16",0.00149261302564565,0.000776663146836804,0.000655132097440872,0.00106792088420546,-0.000925200088922619,0.00115383236403725,0.0026974591702096,0.00178355209083637,0.00272565247316186,0.000744448709025308
"17",0.00149261303854602,0.000776597378575942,0.000648202860219432,0.00116545121254657,0.00344938547852271,0.00092489883217478,0.00283701659465394,0.00177631384831686,0.00272621232196969,0.000765397929195673
"18",0.00149261303577237,0.000776561925577284,0.00065282346709911,0.00108773243576288,-0.000798574419832941,0.00113832825255504,0.00273456633686907,0.00177068665053096,0.00272655540749298,0.000785382891975494
"19",0.00149261303428451,0.000776542814305413,0.000649742318733967,0.00114966402532574,0.00332642508465172,0.000939352955606328,0.00280977591716892,0.0017663119207763,0.00272676565653637,0.00080444798051162
"20",0.00149261303419997,0.000776532512194834,0.000651796913616249,0.00110031273668596,-0.000679173207033029,0.00112485300862287,0.00275456394317118,0.00176291089220853,0.00272689450097091,0.000822635535069258
"21",0.00149261303429308,0.000776526958745377,0.000650426852966767,0.00113963918878574,0.00321048002975016,0.000951915612891733,0.00279509550923727,0.00176026684424044,0.00272697345918182,0.000839985947062375
