"","PG","WMT","CAT","CVX","T","MRK","KO","HD","DIS","MCD"
"1",0.000713377202567275,0.000937205589585897,-0.00156911287904733,-0.000223413164169589,0.00179430435800805,-0.000310603666874605,0.00126904653977553,0.0016426671251103,0.0025461615772645,-0.000152428324920756
"2",0.000643621548034841,0.000808536876596853,-0.00129121726341146,6.08268955719152e-05,3.06997527953941e-05,0.00204779469597269,-8.17162270762711e-05,0.00102304584606672,0.00097336444581936,0.000307966429018691
"3",0.000938813474835512,0.00125562498229105,-0.001041628878484,6.64657307092861e-05,0.00148175326626504,0.0013460473481019,0.000889764484622401,0.00185502328185138,0.00178092096194425,0.000337785409669082
"4",0.000854006611038751,0.0011339346288646,-0.000864933900013307,8.4098373139057e-05,6.79287634569124e-05,0.000922112336611236,0.0001438352315626,0.00108769638426996,0.00138600176799679,0.000331241470825819
"5",0.000884437037773695,0.00118496215771404,-0.000747951524336534,0.000100664345108518,0.00143004419967648,0.000847525541875581,0.000715004275702686,0.00180765916333172,0.00157985733003456,0.000330184683764301
"6",0.000873983456257498,0.00116642362971628,-0.000672259320913301,0.00011676687966689,0.000116831862672918,0.000860051081505635,0.000277602466918393,0.00113276276469758,0.00148472691400662,0.000330230428112925
"7",0.000877603110785168,0.0011734549700494,-0.000623690589040447,0.000132393899694414,0.00138284200726392,0.000870391425296958,0.000612563654111541,0.00176544513158594,0.00153141119482652,0.0003302539769814
"8",0.000876351605431084,0.00117082353316615,-0.000592622450044345,0.000147560572469081,0.000162334132425452,0.000872602589074904,0.000356051184762285,0.00117233793165062,0.00150850140258984,0.000330254864186881
"9",0.000876784433647661,0.00117181239140804,-0.000572772055237191,0.000162280408458095,0.00133897495942705,0.000872421397323675,0.000552487813661666,0.00172834552585065,0.001519744130273,0.000330254481820979
"10",0.00087663474915776,0.00117144126316729,-0.000560094558110799,0.000176566574535462,0.000204624515084655,0.000872175170355949,0.000402057118095806,0.00120711691408553,0.00151422688581218,0.000330254436363289
"11",0.00087668651484961,0.00117158060574432,-0.000551999376143381,0.000190431847207876,0.00129820456111149,0.00087211252442025,0.000517256581123283,0.00169574201321654,0.00151693441260867,0.000330254440252792
"12",0.000876668612645296,0.00117152829495194,-0.000546830538454179,0.000203888626675875,0.000243929558989639,0.000872113668806036,0.000429037110809022,0.00123768103554489,0.00151560572373051,0.000330254441409271
"13",0.000876674803792517,0.00117154793375007,-0.000543530271398674,0.000216948947805205,0.00126031220435201,0.000872119379337397,0.000496595367922359,0.00166708971643113,0.00151625776312574,0.000330254441421541
"14",0.000876672662698547,0.0011715405609317,-0.000541423092169408,0.000229624490895363,0.000280460002872441,0.000872121093249694,0.000444859417933845,0.00126454109472203,0.00151593778199252,0.000330254441400425
"15",0.000876673403156377,0.00117154332885275,-0.000540077689017991,0.000241926592125448,0.00122509472398384,0.000872121149513995,0.000484478683373503,0.00164190978812026,0.00151609480920033,0.000330254441398615
"16",0.000876673147082704,0.00117154228971436,-0.000539218669825956,0.000253866253692515,0.000314411709768234,0.000872121021062751,0.000454138345671643,0.00128814598648936,0.00151601774983203,0.000330254441398882
"17",0.000876673235641057,0.00117154267982988,-0.000538670199556841,0.00026545415365122,0.00119236329660496,0.000872120975510384,0.000477372902941892,0.00161978141235729,0.00151605556586612,0.000330254441398936
"18",0.000876673205014785,0.00117154253337191,-0.000538320009961361,0.000276700655463579,0.000345966716458976,0.000872120972024105,0.000459579935149335,0.00130889020420211,0.00151603700806496,0.000330254441398935
"19",0.000876673215606316,0.00117154258835546,-0.000538096419455917,0.000287615817267368,0.00116194242813115,0.000872120974806497,0.000473205746873854,0.00160033477184815,0.00151604611510096,0.000330254441398934
"20",0.000876673211943431,0.00117154256771342,-0.000537953660466132,0.000298209400871468,0.000375294209486319,0.000872120975986768,0.000462771133192954,0.00132712043261219,0.00151604164592361,0.000330254441398934
"21",0.000876673213210172,0.0011715425754629,-0.000537862511117311,0.000308490880486192,0.00113366901286001,0.000872120976123689,0.000470761935126148,0.00158324486741311,0.00151604383912304,0.000330254441398934
