"","JNJ","PG","HPQ","HD","AA","BA","AXP","MRK","KO","CAT"
"1",0.000149044789016878,0.00281595976444401,0.0055859960954363,-0.000417219799386425,0.00176983905398577,-0.00224442360495766,-0.00173881711909275,0.0023438525068398,0.0018337974505483,0.000800176381036529
"2",-0.000709820467520812,0.00117922298216913,0.005894522889753,-0.000352133410464142,0.00274078874063192,0.00262974218892075,-0.000131590736849344,0.0025269199284151,0.00275360800971749,0.000133866705266955
"3",-0.000155825095773652,0.000346996812668088,0.00296273558844621,-0.00118922609210245,0.00280315669765503,-0.00247809027321688,-0.000230623328154655,0.00208567765742103,-0.000650005296702964,0.000709977899802896
"4",-4.29246381159238e-05,0.000642358039335006,0.00137220574731156,-0.00110671885559701,0.00277686883879387,0.00224478457693501,-0.000220764891761252,0.00177052109648991,0.00214815516727178,0.000814969615420971
"5",3.93958266370854e-05,0.000653119866942286,0.000928724683155701,-0.00118310383220988,0.00274255846731871,-0.00209045636381027,-0.000219091933974386,0.00157120003840212,0.000268925058990484,0.000892974270056204
"6",7.57406302379712e-05,0.000626872292326424,0.000909687944654025,-0.00116928379341103,0.00270814173126639,0.00188715901808175,-0.000217647070255372,0.00144676587912645,0.00144950266097219,0.000923665174605951
"7",9.44290604902471e-05,0.000631085016330559,0.000959646286421476,-0.00117683384385712,0.00267438257709852,-0.00176222849218945,-0.0002166970778284,0.00136919878111006,0.000727142285829023,0.000938837527804511
"8",0.000103551751747965,0.000632414540264348,0.000988614005893208,-0.00117500238910386,0.00264134177050566,0.00158601013714919,-0.00021605744428791,0.00132085503472006,0.00116424391225357,0.000945673798299992
"9",0.000108081994521992,0.00063181197931474,0.000997156103639096,-0.00117579155521282,0.00260901122108394,-0.00148593019159767,-0.000215627771032069,0.00129072536702472,0.000901024124218047,0.000948867460706311
"10",0.000110318831607743,0.000631820148586665,0.000997748534902994,-0.0011755683317335,0.00257737636842171,0.0013325120886907,-0.000215339074100255,0.00127194745202503,0.00105919916253932,0.00095033818220141
"11",0.000111425388031639,0.000631867850553483,0.000996905523891839,-0.00117565374940142,0.00254642231193603,-0.00125335092743105,-0.000215145103155311,0.00126024436920367,0.000964236312580356,0.000951019305771338
"12",0.000111972451498529,0.000631857926395677,0.000996380013858138,-0.00117562753480091,0.00251613440743381,0.00111912538146066,-0.000215014776846587,0.00125295058055728,0.00102122536392145,0.000951334045751867
"13",0.00011224296776379,0.000631855950216272,0.000996216484232664,-0.00117563696949812,0.00248649831955246,-0.00105757299782338,-0.000214927212477836,0.00124840482509809,0.000987031321304087,0.000951479611939633
"14",0.000112376725403626,0.000631857145425012,0.000996201211910973,-0.00117563394592433,0.0024575000208144,0.000939503144357618,-0.000214868379239193,0.00124557174428263,0.00100754647186039,0.000951546912403213
"15",0.000112442863843376,0.000631857075154042,0.000996215273937524,-0.00117563499982682,0.0024291257855619,-0.000892773277413019,-0.000214828850033282,0.00124380606485298,0.00099523858188484,0.000951578032090722
"16",0.000112475566717403,0.000631856991025848,0.000996224769252001,-0.00117563465425052,0.0024013621835169,0.000788302779161461,-0.000214802290929002,0.00124270562894897,0.00100262248027268,0.000951592421032703
"17",0.000112491737052494,0.000631857013097714,0.00099622788238042,-0.00117563477269822,0.00237419607342964,-0.000754050041848515,-0.000214784446249256,0.00124201979710516,0.00099819267315704,0.000951599074251212
"18",0.000112499732665109,0.000631857015696311,0.000996228241984514,-0.00117563473338592,0.0023476145968591,0.000661027054261464,-0.000214772456665876,0.0012415923616532,0.00100085023019593,0.000951602150567924
"19",0.000112503686191058,0.000631857013386695,0.000996228010663017,-0.00117563474674182,0.00232160517208682,-0.000637277173317148,-0.000214764401037438,0.00124132596826939,0.000999255894439614,0.000951603573000699
"20",0.000112505641058895,0.000631857013622291,0.000996227839798515,-0.00117563474228064,0.00229615548816163,0.000553890341147021,-0.000214758988576682,0.00124115994218379,0.00100021237625711,0.000951604230706821
"21",0.000112506607666534,0.000631857013765494,0.000996227780839783,-0.00117563474378924,0.00227125349907258,-0.000538981435263206,-0.000214755352022233,0.00124105646866389,0.000999638559090809,0.000951604534817901
