"","PG","MRK","GS","CVX","DIS","BA","WMT","KO","HD","T"
"1",0.00150351112684945,0.000855323052876443,0.000455559383345796,0.000321703620104816,0.00265567697480432,0.00267757314725265,0.000518420596426998,-0.000101745121343952,0.00105246132449108,0.000111850750463074
"2",0.00108138011394625,0.00121831521077966,0.00178148516274614,0.000844771580909429,0.000738263291897809,0.00197494344229653,0.000606757892593139,0.000874007441111327,0.00119108340894044,4.56850308067717e-05
"3",0.000767530018339748,0.000858173488240214,0.000741245504765127,0.00072318387010713,0.00249340209207107,0.00245695931238907,0.000597759716232685,0.00060995002699516,0.0010459053298898,1.56440200167371e-06
"4",0.000739198100887786,0.00116426608422889,0.0016307835179502,0.000697180414547319,0.000875874447000346,0.00236143872344759,0.000595738078878015,0.000752793746282313,0.00118651562469442,2.22994415561604e-05
"5",0.000744823016156226,0.000901389240695868,0.000868771694179071,0.000672741344718221,0.00236649475277294,0.00233396034293123,0.00059662020158179,0.000637622085197952,0.00105029704816733,1.67518728733856e-05
"6",0.000746396022321557,0.00112698292050081,0.00152156230780951,0.000656910287761878,0.000992824275813084,0.00235776091967705,0.000596510848714485,0.000740548326319628,0.00118226097514667,1.77377561675263e-05
"7",0.000746433887569676,0.000933374262101589,0.000962337556190489,0.000646041173744444,0.00225872046967059,0.00235206749891711,0.000596495148307619,0.000646771812102406,0.00105441880773439,1.766648806186e-05
"8",0.000746392139148565,0.00109953214823107,0.00144140744540251,0.000638655438722875,0.00109214289480366,0.00235109707366523,0.00059650382765454,0.000732500349459295,0.00117826795456302,1.76390043673972e-05
"9",0.000746385580532635,0.000956932891955328,0.00103100365310901,0.000633627685675332,0.00216719410736399,0.00235225171511595,0.000596502557563437,0.000654083629603406,0.00105828711036539,1.76535976032336e-05
"10",0.000746385965559439,0.00107931376694597,0.00138258340487921,0.000630206175861609,0.00117648835874777,0.00235192641260623,0.000596502447766243,0.000725819306591849,0.00117452047444576,1.76494941371034e-05
"11",0.000746386210306346,0.000974284617596379,0.00108139631992555,0.000627877626505257,0.0020894661488976,0.00235189875297916,0.000596502531875313,0.000660194330252716,0.00106191754173772,1.76502649100245e-05
"12",0.000746386230743153,0.00106442224909176,0.0013394136252059,0.000626292919604236,0.00124811800241606,0.0023519537348083,0.000596502517605198,0.000720229313519696,0.0011710034359194,1.76501961526281e-05
"13",0.000746386226141007,0.000987064747274695,0.00111837848409293,0.000625214436920852,0.00202345636357351,0.00235193573306235,0.000596502516992723,0.000665308135118373,0.00106532472912878,1.76501797024462e-05
"14",0.000746386224935432,0.001053454145222,0.00130773219257285,0.000624480468665712,0.00130894884751575,0.00235193540930034,0.00059650251779478,0.000715551109030268,0.00116770266857472,1.76501898935528e-05
"15",0.00074638622491505,0.000996477742723525,0.00114551895021438,0.000623980961872241,0.00196739813376145,0.00235193797456395,0.00059650251763857,0.000669587847889397,0.00106852240034942,1.7650186874863e-05
"16",0.000746386224948172,0.00104537576774018,0.00128448182666229,0.000623641019330098,0.00136060890787677,0.00235193700377966,0.000596502517637363,0.000711635943684806,0.00116460487337512,1.76501874722508e-05
"17",0.000746386224953088,0.00100341073053739,0.00116543679217612,0.000623409669259091,0.00191979117497142,0.00235193704044172,0.000596502517644877,0.000673169518176497,0.0010715234390543,1.76501874099372e-05
"18",0.000746386224952746,0.00103942577095736,0.0012674188509681,0.000623252222488813,0.00140448075993031,0.00235193715737299,0.000596502517643204,0.000708359361224256,0.00116169756907388,1.7650187400673e-05
"19",0.000746386224952555,0.00100851710929732,0.00118005409560185,0.000623145071082443,0.00187936138379118,0.00235193710616055,0.000596502517643241,0.000676167000291878,0.00107433993665106,1.76501874077287e-05
"20",0.00074638622495254,0.00103504339816093,0.00125489667645005,0.000623072148507616,0.00144173854455456,0.00235193711058517,0.00059650251764331,0.000705617205596752,0.00115896904192619,1.76501874055202e-05
"21",0.000746386224952544,0.00101227812903945,0.00119078144045429,0.000623022520582984,0.00184502673910012,0.00235193711576865,0.000596502517643292,0.000678675578223681,0.00107698324101752,1.76501874059796e-05
