"","CVX","IBM","DIS","PG","BA","KO","HD","MRK","MCD","T"
"1",-0.0016376557125806,-0.000771053830419103,-0.0023321804245368,0.00056261637181932,0.000582523953150196,0.00174008756608356,-0.000348125952791199,0.00313956799056169,0.00110498480640626,0.000623306226064785
"2",-0.000622110648121531,3.53464110494662e-05,-0.00194103736444195,0.000746963366130357,0.00105321169931912,0.000139203940703658,0.000436824475959544,0.0022789412538738,0.000135399371393729,0.000602705080276751
"3",-0.000192462891282873,0.000180405681994188,-0.00175028494255527,0.000757533106508905,0.00078805915106789,0.000846993530188479,0.000651297917950479,0.00215131099195249,-6.74262053891898e-05,0.00061151586743731
"4",1.33402614756112e-05,-3.2342344923093e-05,-0.00158866559717822,0.000765872602664221,0.00070939321726247,0.000575379658214076,0.000773890069967884,0.00199209501533638,0.000245407993565402,0.000612453244134457
"5",0.000105233606805399,0.00013132693206684,-0.00143824506598594,0.000764118452943157,0.000708703247389454,0.000679204588071581,0.000868294632115096,0.00184908811188277,5.49186180392281e-06,0.000612448823959647
"6",0.00014790855377445,1.67164858938615e-05,-0.00129672148428743,0.000765140081020984,0.000712968509048644,0.000639521920401677,0.000945415147235669,0.00171801942775365,0.000167018902930405,0.000612439578545684
"7",0.00016729330319412,9.53316958539788e-05,-0.00116341143927994,0.000764736796914341,0.000713848905531719,0.00065468888137815,0.00100901269038643,0.00159806388437271,6.24532445854259e-05,0.000612438841394421
"8",0.000176208525100144,4.16687589424933e-05,-0.00103782222875499,0.000764916331629519,0.000713784015112791,0.0006488919757004,0.00106153437133564,0.00148826821136132,0.000129256677453121,0.000612438866799079
"9",0.000180280244515632,7.82565489582137e-05,-0.000919505059743581,0.000764839589766377,0.000713721949316337,0.000651107588662386,0.00110491867143844,0.00138777260522693,8.67741604738107e-05,0.000612438875917298
"10",0.000182147149862397,5.33177046977289e-05,-0.000808038690457943,0.000764872834847442,0.0007137133306921,0.000650260767777287,0.00114075645537187,0.00129578927329092,0.000113746395357984,0.000612438876445098
"11",0.000183001257350089,7.03152899771413e-05,-0.000703026429066481,0.000764858496733456,0.000713715102361057,0.00065058442792179,0.00117036055906357,0.00121159720374138,9.66315093034695e-05,0.000612438876403258
"12",0.000183392493126679,5.87304216555762e-05,-0.00060409456912757,0.000764864689661327,0.000713715934237885,0.000650460723026241,0.00119481529763518,0.00113453645324381,0.00010748932713672,0.000612438876394737
"13",0.000183571579967435,6.66261697328662e-05,-0.000510891044133016,0.000764862016112951,0.00071371599929052,0.000650508003797268,0.00121501635880072,0.00106400297784631,0.000100601540785473,0.000612438876394415
"14",0.000183653588260385,6.12447724167774e-05,-0.000423084173034718,0.000764863170497015,0.000713715965585004,0.000650489932796124,0.00123170363101902,0.000999443897905013,0.000104970778061968,0.000612438876394468
"15",0.000183691133680514,6.49124971547177e-05,-0.000340361479738596,0.00076486267208407,0.000713715955293127,0.000650496839643776,0.00124548830562447,0.000940353164329577,0.000102199196691409,0.000612438876394476
"16",0.000183708325009775,6.24127367330305e-05,-0.000262428581087421,0.000764862887280975,0.000713715955147778,0.000650494199804173,0.0012568752627959,0.000886267591894865,0.000103957315545193,0.000612438876394476
"17",0.000183716196047963,6.41164638474789e-05,-0.000189008139245248,0.000764862794367186,0.000713715955694932,0.000650495208767086,0.00126628156344088,0.00083676322854395,0.000102842075565026,0.000612438876394476
"18",0.000183719799936811,6.29552781409525e-05,-0.000119838874742101,0.000764862834483883,0.000713715955811051,0.000650494823135263,0.00127405172455528,0.000791452032221906,0.00010354951334911,0.000612438876394476
"19",0.000183721450002819,6.37466914093037e-05,-5.46746366653136e-05,0.000764862817163006,0.000713715955803355,0.000650494970526115,0.00128047033757036,0.000749978829191674,0.000103100759578812,0.000612438876394476
"20",0.000183722205506437,6.32072988231838e-05,6.71647331150385e-06,0.000764862824641509,0.000713715955795339,0.000650494914192426,0.00128577249185403,0.000712018529989642,0.000103385420563192,0.000612438876394476
"21",0.000183722551420964,6.35749251615121e-05,6.4552926179173e-05,0.000764862821412573,0.000713715955794187,0.000650494935723508,0.00129015238513965,0.000677273581198072,0.000103204849657914,0.000612438876394476
