"","PFE","HD","PG","MRK","XOM","CVX","VZ","WMT","MCD","KO"
"1",0.00120512779467266,-0.000420299196967561,0.00176241021053865,0.000637166708744427,-0.000101943734767914,-0.000613338305254505,-0.000558478590925426,0.000276953285862377,0.00236925261047667,-0.000320564023777022
"2",-0.00124720820934389,0.000676934902880106,0.00161995637009836,0.00079470560722361,-0.000712697026603684,0.000813002636350177,-0.000566935123587247,0.00114270939205002,-0.000684480885972018,-9.49440269816353e-05
"3",-9.94353918312433e-05,0.000811428489488172,0.00152074759651234,0.000388159840025888,-0.00011611003338747,-0.000122286148314388,-0.000485744072196815,0.000700066968073548,0.00153114809283298,5.25643660369174e-05
"4",-0.000716495472048129,0.000808383763242378,0.0014463783702426,0.000518792666826906,-9.51096046980112e-05,1.33680245637954e-05,-0.000408640160472874,0.000898495343730681,-0.000185597723454453,0.000158191737424094
"5",-0.000409365161646483,0.000822125210363925,0.00139051317961617,0.000499365552325436,-4.41318768249311e-05,4.92205085321783e-05,-0.000338175763486032,0.000805846560909208,0.00116543276817694,0.000233921375634089
"6",-0.000568835843104811,0.000811932916702227,0.00134854559879442,0.000497809095165522,-3.63885848369139e-05,2.95113717322455e-05,-0.000273868925792322,0.000848546444156998,9.84870187043599e-05,0.000288216654029374
"7",-0.000487947272972326,0.000820478111127537,0.0013170182642248,0.000499578165639126,-3.13281808361921e-05,3.1928183785864e-05,-0.000215184603564343,0.000828785802682635,0.000941738188322652,0.000327144317136227
"8",-0.000529507905847781,0.000813427840624794,0.00129333396202605,0.000499064895931911,-3.00995890931861e-05,3.2799134972224e-05,-0.000161631308400041,0.000837918690603959,0.000275167250672702,0.000355053980805079
"9",-0.000508305103611819,0.000819256382028761,0.00127554158664962,0.000499130348941894,-2.95427960354949e-05,3.2387323736485e-05,-0.000112760415637313,0.000833695943460982,0.000802096579690226,0.000375064155163493
"10",-0.000519164455000078,0.000814439071957336,0.00126217540769747,0.000499140226861898,-2.93770043561101e-05,3.24285341130653e-05,-6.8162522159856e-05,0.000835648146483568,0.000385551468311728,0.00038941069414745
"11",-0.00051361465610361,0.000818420721721137,0.00125213432346889,0.000499132663820237,-2.93121161241205e-05,3.24491589276867e-05,-2.74640206594263e-05,0.00083474559294008,0.000714836906174596,0.000399696620553267
"12",-0.000516454322314733,0.000815129783084032,0.00124459115254126,0.000499134653891062,-2.92909569255132e-05,3.24406282604874e-05,9.67603002955243e-06,0.000835162861086932,0.000454531499576572,0.000407071241159964
"13",-0.000515002302831087,0.000817849832099339,0.00123892449081945,0.000499134444708674,-2.92831772645847e-05,3.24412850229746e-05,4.35687610718773e-05,0.000834969949057394,0.00066030710682207,0.000412358565504611
"14",-0.000515745039157753,0.000815601638803253,0.00123466752045813,0.000499134390985471,-2.92805362261089e-05,3.24417637174414e-05,7.44981000522424e-05,0.000835059136314974,0.000497638178992184,0.000416149377292285
"15",-0.000515365190773292,0.000817459830735799,0.00123146955355153,0.000499134422818857,-2.9279591159563e-05,3.24415885714118e-05,0.000102723149505109,0.000835017903166966,0.000626230583869126,0.000418867246118343
"16",-0.000515559473258381,0.000815923985370201,0.00122906714257198,0.000499134415211993,-2.92792645870313e-05,3.24415978446619e-05,0.000128480357479147,0.000835036966117365,0.000524576218593809,0.000420815855379208
"17",-0.000515460108886818,0.00081719340267097,0.00122726237764374,0.000499134415826312,-2.92791491013029e-05,3.24416087732026e-05,0.00015198549831958,0.000835028152914617,0.000604935630113521,0.000422212934596248
"18",-0.000515510929774342,0.000816144195296607,0.00122590658278853,0.000499134416095741,-2.92791088823803e-05,3.24416052107239e-05,0.000173435480261936,0.000835032227443481,0.000541410222201902,0.000423214587609957
"19",-0.000515484937409313,0.000817011393272996,0.00122488806804422,0.000499134415963635,-2.92790947332224e-05,3.24416053084844e-05,0.000193009994979837,0.000835030343703142,0.00059162807937712,0.000423932734976001
"20",-0.000515498231350775,0.000816294630935418,0.00122412292848023,0.000499134415992258,-2.92790897887723e-05,3.24416055545121e-05,0.000210873022905501,0.000835031214595895,0.0005519300551978,0.000424447619504173
"21",-0.00051549143212764,0.000816887054191189,0.0012235481321352,0.000499134415990727,-2.92790880532374e-05,3.2441605482774e-05,0.000227174206933388,0.00083503081196387,0.000583311982113639,0.000424816772257335
