"","JNJ","PG","WMT","CVX","CAT","KO","MRK","AA","DIS","AXP"
"1",-0.00213401037200997,0.00208488095994786,-3.80138612185365e-05,0.0024740213821534,0.00273066700782077,0.00228943840104119,0.000840179841235399,0.00443809700133574,0.00101783043206698,-0.000300217331728204
"2",0.000447989608084736,-0.000152473988457836,-9.58825626154345e-05,0.0015907319448562,0.00160747773397821,0.00170843955564418,0.0011964812449749,0.00283947524861224,0.000940535121864914,-0.00113392562150598
"3",0.00110814714787487,0.00120664431835402,0.00111555329056942,0.00161189865431189,0.00247739630847354,0.00146844996251222,0.000592354109312034,0.00258892744557313,0.000926861200104599,-0.00108398570359598
"4",0.000607704505002778,-0.00017355575373066,0.000168788435607781,0.00161547176470434,0.00249732112968623,0.00133768226670736,0.00058175715452386,0.00248005993656525,0.000926241945612399,-0.000951263077442503
"5",0.000644343956279559,0.00116681581227372,0.000765580040878534,0.0016155033414943,0.00241856358021977,0.00125913649742871,0.000554481463779952,0.00239474152360224,0.000926127022471235,-0.000818197211958185
"6",0.000700859943121427,-0.000138921447889706,0.000411869702655518,0.00161549225384221,0.00242399105380068,0.00121068380554536,0.000552818749454095,0.00232038962440156,0.000926122077335501,-0.000692800845094393
"7",0.000682162833004135,0.0011327970544588,0.000617132953407954,0.00161549182936688,0.00243046117783291,0.00118059274379421,0.000551535508991991,0.00225477667615571,0.000926121110683745,-0.000575406883127642
"8",0.000679361110010654,-0.000105808227776931,0.000498921867928862,0.00161549185439487,0.0024293905022837,0.00116187382129332,0.00055140561539197,0.00219679520065217,0.000926121071339802,-0.00046558436796774
"9",0.000682498337367874,0.00110054471706247,0.000566807979871067,0.00161549185653869,0.00242891600279413,0.00115022445371836,0.000551342983990071,0.00214554978409853,0.000926121063202293,-0.000362853228366261
"10",0.00068209361736135,-7.43958079057221e-05,0.000527863269615251,0.00161549185651625,0.00242905401363656,0.00114297395873847,0.000551334481010685,0.00210025710281167,0.000926121062890603,-0.000266756421198856
"11",0.000681782371262782,0.00106995024399998,0.000550196231633892,0.00161549185650841,0.0024290833811613,0.00113846118322776,0.000551331329576835,0.00206022560608327,0.000926121062822042,-0.000176865592851789
"12",0.000681911912822314,-4.45979898828459e-05,0.000537391194103623,0.00161549185650826,0.00242906849407035,0.00113565237266452,0.000551330814426955,0.00202484414917839,0.000926121062819585,-9.27799673699603e-05
"13",0.000681920807284835,0.00104092833630889,0.000544732811471862,0.00161549185650828,0.00242906725573097,0.00113390412957677,0.000551330652039137,0.00199357258497333,0.000926121062819006,-1.412464227141e-05
"14",0.000681901657813887,-1.63317884974284e-05,0.00054052366720422,0.00161549185650828,0.00242906868544393,0.00113281599815966,0.00055133062207667,0.0019659335102792,0.000926121062818987,5.94510744174202e-05
"15",0.000681905202828611,0.00101339816326414,0.000542936863119705,0.00161549185650828,0.00242906866444998,0.00113213872959429,0.000551330613559702,0.00194150497689532,0.000926121062818982,0.000128275226865932
"16",0.000681906838364028,1.04815217714616e-05,0.00054155332821115,0.00161549185650828,0.0024290685399177,0.00113171718793799,0.000551330611857573,0.00191991404992297,0.000926121062818982,0.000192654673962735
"17",0.000681905971940371,0.000987283049261505,0.00054234653642365,0.00161549185650828,0.0024290685531429,0.0011314548143715,0.000551330611405161,0.00190083111439829,0.000926121062818982,0.000252876457465019
"18",0.00068190597087521,3.59166199570695e-05,0.000541891774483055,0.00161549185650828,0.00242906856294965,0.00113129150930436,0.000551330611309839,0.00188396484326944,0.000926121062818982,0.000309209081799958
"19",0.000681906084585257,0.000962510259847438,0.000542152498450431,0.00161549185650828,0.00242906856088472,0.00113118986589066,0.000551330611285593,0.00186905774989148,0.000926121062818982,0.000361903711216586
"20",0.00068190605675876,6.00443465683608e-05,0.000542003020278769,0.00161549185650828,0.00242906856020588,0.00113112660157358,0.000551330611280302,0.00185588225714138,0.000926121062818982,0.000411195289624971
"21",0.000681906048713432,0.000939010799140819,0.000542088719048886,0.00161549185650828,0.00242906856045048,0.00113108722495614,0.000551330611278995,0.0018442372231427,0.000926121062818982,0.000457303588115506
