"","IBM","PG","HPQ","PFE","JNJ","MRK","AXP","BA","AA","KO"
"1",0.000813026616089215,0.000296385374092093,-0.00124070663533015,-0.0013412719693268,-0.000984072252864016,-0.00372376725869087,-0.0071724483621759,-0.00151132267768726,-0.00164909312577015,0.000390790284559576
"2",0.000241847324954178,0.00177940303736249,0.000422180910213339,-0.000282300662913153,0.00149043161762487,-0.00191945694234581,-0.00588855922953615,-0.00195104682214589,-0.000680592085164456,0.00167833371402322
"3",0.000179697880973656,0.000351230026535127,0.000481699609143216,-0.000720888712149861,0.000913414101116819,-0.00165319931675517,-0.00469437580303541,-0.00146077088764902,-0.000496156469404717,-0.0012930002302419
"4",0.000182226308109261,0.000241219612006501,0.000322376443983149,-0.000882514289914876,0.000705192963412552,-0.00155974231803601,-0.00384715612605423,-0.00149359496966631,-0.000439868389407962,0.000905005714335301
"5",0.000182373088670214,0.000355038059962791,0.000227126048488776,-0.000870164133152092,0.000722212147242457,-0.00149565956140604,-0.00323734946118689,-0.00146999262203178,-0.00041512878609141,-0.000526042347711407
"6",0.000182363668836338,0.000363156878639346,0.000192724567824255,-0.000854177152975736,0.000736832063540921,-0.0014441246153704,-0.00279880672568833,-0.00147211416793692,-0.000402569878546513,0.000380230413615575
"7",0.000182363369811828,0.000354089540161721,0.000184661218018348,-0.000852706331969657,0.000737110089665815,-0.00140173679647144,-0.00248341222153994,-0.00147096423655961,-0.000395933552355426,-0.000189934455804313
"8",0.000182363401482974,0.000353493907102982,0.00018416797164501,-0.00085385949783036,0.000736219090585588,-0.00136677254476958,-0.00225658509959899,-0.00147109186115158,-0.000392391852190659,0.000168199409613303
"9",0.000182363401919755,0.000354215984728648,0.000184827029877805,-0.000854170492899758,0.00073611968876934,-0.00133792137718038,-0.00209345431565994,-0.00147103522168367,-0.000390497203120202,-5.66646171914893e-05
"10",0.000182363401821125,0.000354259381555665,0.000185249617297796,-0.000854119898083048,0.000736166403937648,-0.00131411342320362,-0.00197613301762098,-0.00147104258205722,-0.00038948307800176,8.45087815917049e-05
"11",0.00018236340182121,0.000354201900297726,0.000185407770736087,-0.000854084869585131,0.000736176933573852,-0.00129446701340335,-0.00189175723856692,-0.00147103976512992,-0.000388940186967939,-4.12015592595833e-06
"12",0.000182363401821497,0.000354198764311645,0.000185446610580482,-0.000854083688854717,0.00073617497354449,-0.00127825471350647,-0.00183107539980703,-0.001471040178247,-0.000388649552140463,5.15209448907301e-05
"13",0.000182363401821493,0.000354203338438946,0.000185449860057933,-0.0008540865402356,0.000736174133080782,-0.00126487625434895,-0.00178743389988167,-0.00147104003695887,-0.000388493960617581,1.65896028440821e-05
"14",0.000182363401821492,0.000354203562825774,0.000185447170005651,-0.000854087096122305,0.000736174178640265,-0.00125383629255813,-0.00175604756494757,-0.00147104005972062,-0.000388410664456117,3.85194032533638e-05
"15",0.000182363401821492,0.000354203198968549,0.000185445302163118,-0.000854086937130862,0.000736174235523524,-0.0012447260687965,-0.00173347496725317,-0.00147104005258243,-0.000388366071708731,2.47519360705338e-05
"16",0.000182363401821492,0.000354203183107078,0.000185444577330419,-0.000854086863617146,0.000736174237900451,-0.00123720827312167,-0.0017172410817822,-0.0014710400538202,-0.000388342198900116,3.33951131703078e-05
"17",0.000182363401821492,0.000354203212040218,0.000185444391352469,-0.000854086865720986,0.000736174234552902,-0.00123100455592563,-0.00170556590637474,-0.00147104005345734,-0.000388329418548192,2.79689509716562e-05
"18",0.000182363401821492,0.000354203213144399,0.000185444372038718,-0.000854086872433759,0.000736174234095911,-0.0012258852219196,-0.00169716928924701,-0.00147104005352401,-0.000388322576563286,3.13754802871574e-05
"19",0.000182363401821492,0.000354203210844531,0.000185444382837369,-0.000854086873318732,0.000736174234263739,-0.00122166072556732,-0.00169113056376931,-0.00147104005350547,-0.000388318913694078,2.92368707968778e-05
"20",0.000182363401821492,0.00035420321076918,0.000185444391060569,-0.000854086872877051,0.000736174234307829,-0.00121817465308027,-0.00168678759983035,-0.00147104005350903,-0.000388316952770307,3.0579483799138e-05
"21",0.000182363401821492,0.000354203210951928,0.000185444394372445,-0.00085408687273003,0.000736174234301364,-0.00121529793113011,-0.00168366420303995,-0.00147104005350808,-0.000388315902986159,2.97365951455533e-05
