"","JNJ","CVX","WMT","PG","CAT","KO","AA","MCD","DIS","MRK"
"1",0.00114195800992826,0.00158479985833245,0.000285738816898,0.00368890474469162,0.00500929614667569,0.000845441820470764,0.00198274728126674,0.00132309672808547,0.000894279918894668,0.000472424079988984
"2",0.000237099930250589,0.00121014667195604,0.000194633004313414,0.00183161468218681,0.00395571987209062,0.000202118722735989,0.00194808612282213,0.000999823191648204,0.000779212586414364,0.000543954802975684
"3",0.000852796087955273,0.00158722157422583,0.000345952007600452,0.00152083637935259,0.00389480687169203,0.000793614793923257,0.00193148340156855,0.00105612958340586,0.000785113613318929,0.000221507036898728
"4",0.000428060382692678,0.00174178198846,0.000432253541061396,0.00143663954329848,0.00387605283180632,0.00116116621445482,0.001916808375965,0.00103989703194912,0.000791038146214954,0.00029991835546645
"5",0.000721041075693705,0.00178512622877367,0.000476993285079982,0.00138713481032236,0.00385929408565644,0.00127411212971768,0.00190341834241895,0.00104513738751015,0.000796217607508302,0.000261899200671344
"6",0.000518944291021501,0.00179544081533094,0.000500013748753054,0.00134435784920383,0.00384283080410249,0.00128718137617168,0.00189118663782318,0.00104341608420731,0.00080074085106185,0.000275491863272654
"7",0.000658349757881103,0.00179764787103908,0.000511851375284773,0.00130416870840716,0.00382658837316386,0.00128049257216003,0.00188001259613061,0.0010439828735426,0.000804690982034255,0.000270011849459255
"8",0.000562188484350285,0.00179808090730413,0.000517938226719252,0.00126589292897663,0.00381056088453896,0.00127566134634829,0.00186980474719997,0.00104379617722506,0.000808140615768052,0.000272113375178116
"9",0.000628520104876911,0.00179815896047178,0.000521068043349127,0.00122936293701546,0.00379474536933008,0.00127405025903674,0.00186047954615122,0.00104385767661715,0.000811153167243736,0.000271290852185975
"10",0.00058276484685947,0.00179817170111547,0.000522677372690469,0.00119448796449967,0.00377913901879838,0.00127381589678946,0.00185196067255157,0.00104383741804493,0.000813784016514684,0.00027161009120602
"11",0.000614326621162907,0.00179817350292915,0.00052350487831059,0.0011611914098855,0.00376373906645942,0.00127388759082509,0.00184417840522753,0.00104384409144646,0.000816081526762166,0.000271485760489292
"12",0.000592555449054088,0.00179817369356222,0.000523930375772191,0.00112940159966834,0.00374854278263207,0.00127395035478942,0.00183706905162644,0.00104384189315265,0.000818087933360815,0.000271534113918196
"13",0.000607573107137404,0.00179817369661812,0.000524149163518628,0.00109905031605399,0.00373354747374508,0.00127397305549083,0.00183057442653573,0.00104384261729547,0.000819840120296006,0.000271515297892019
"14",0.000597213993113588,0.00179817369056799,0.000524261662610421,0.00107007245903796,0.00371875048185081,0.00127397697609907,0.0018246413758766,0.00104384237875464,0.000821370298206067,0.000271522618129934
"15",0.000604359664080597,0.00179817368819953,0.000524319508837462,0.00104240587894098,0.00370414918415369,0.00127397627183156,0.00181922134167414,0.00104384245733269,0.000822706596513862,0.000271519769966571
"16",0.000599430611899941,0.00179817368754558,0.000524349252952988,0.00101599123907027,0.00368974099254534,0.00127397546679511,0.00181426996464341,0.00104384243144819,0.000823873580532961,0.00027152087808758
"17",0.000602830650260482,0.00179817368739133,0.000524364547164101,0.000990771887871959,0.0036755233531458,0.00127397515055016,0.0018097467211389,0.00104384243997484,0.000824892703054396,0.00027152044694926
"18",0.000600485318860154,0.00179817368735855,0.000524372411337885,0.000966693737345019,0.00366149374585086,0.00127397508785699,0.00180561459149616,0.00104384243716606,0.000825782698715605,0.000271520614691767
"19",0.000602103118071245,0.00179817368735216,0.000524376455039705,0.000943705147026128,0.00364764968388538,0.00127397509367335,0.00180183975705106,0.0010438424380913,0.00082655992840125,0.000271520549428195
"20",0.00060098716734162,0.00179817368735101,0.000524378534282211,0.000921756813234476,0.00363398871336247,0.00127397510385249,0.00179839132335707,0.00104384243778652,0.000827238680007105,0.000271520574820262
"21",0.000601756945211712,0.00179817368735083,0.000524379603413812,0.000900801663329782,0.00362050841284857,0.00127397510821092,0.00179524106733532,0.00104384243788692,0.000827831431095952,0.000271520564940978
