"","JNJ","PG","CVX","DIS","BA","MRK","KO","T","HD","GS"
"1",2.40769705986915e-05,-0.000433366474318643,-0.0005500468503343,0.00192313791197969,-0.000868416376043595,0.0040243135430106,-0.0011921150016185,0.000135756544745658,-0.00151780270935034,-0.000247620346066731
"2",-0.00104297963311114,0.000853495795761646,-0.00212460305082276,0.000412149060407572,0.0020469799392621,0.0015947632087591,-0.00142870665883925,-0.000671492080996197,-0.000187927036446824,2.60843262577939e-05
"3",-0.000300167285881899,-0.00106650517365624,-0.00101950966291885,0.00117833744639187,0.000335770379054483,0.00151735237905596,-0.00107014191565148,0.000253786999486912,0.000184667488708994,0.000336047541863456
"4",-2.08173631109713e-05,0.000545692028929502,-0.000594209536794096,0.00110511176439046,0.000596531455150276,0.00132619304141329,-0.000842868898068507,0.000150215024873433,7.79868891289357e-05,4.89417414937958e-05
"5",0.000148620632597388,-0.000745321980324592,-0.000299501845223815,0.00113912431828692,0.000641232522756658,0.00119261567007451,-0.000661954862397537,0.000195264207184815,0.000223699672686103,0.000334608862935693
"6",0.000241758267489586,0.000282913439120925,-0.000121358755287074,0.00113560649389321,0.00061196658023508,0.00109144125137782,-0.000522158518371109,0.000187646269266362,8.61647516118166e-05,5.11192826832953e-05
"7",0.000293848502367006,-0.000535509640168189,-1.07947041668753e-05,0.00113711901843967,0.000616770100482651,0.00101545028245434,-0.000413750941622127,0.000190037824100858,0.000222863001332829,0.000332474179334954
"8",0.000322890147697694,0.000115864626514638,5.74615857028397e-05,0.00113695122058094,0.000617443158526919,0.000958325969973378,-0.00032972034682141,0.000189548474125875,8.81109925854216e-05,5.32388187133147e-05
"9",0.000339090818557346,-0.000402552670929281,9.96443779220599e-05,0.0011370185943148,0.000616944038375865,0.000915387874301014,-0.0002645818587236,0.000189681973892113,0.000221115913420156,0.00033037064314221
"10",0.000348127315809483,1.00460875750834e-05,0.00012570800754814,0.00113701063767612,0.000617031912337808,0.000883112719307913,-0.000214088390227955,0.000189652088934117,8.98620166294294e-05,5.53265096981457e-05
"11",0.000353167835551631,-0.000318333608466351,0.000141812725906624,0.00113701364353473,0.000617041808386313,0.000858852567565222,-0.000174947287146898,0.000189659738805659,0.000219392059674726,0.000328298679203306
"12",0.00035597940657284,-5.69823053339318e-05,0.000151763746587443,0.00113701326811494,0.000617033320308394,0.000840617023385762,-0.00014460621815052,0.000189657952433216,9.1563867646282e-05,5.7382865108647e-05
"13",0.000357547684611819,-0.000264986954693725,0.000157912440505042,0.00113701340242255,0.000617034918003264,0.000826909975216207,-0.000121086684835249,0.000189658396477813,0.000217712667513633,0.000326257814740456
"14",0.00035842246092668,-9.94399165577661e-05,0.000161711691355079,0.0011370133847834,0.000617035058824986,0.000816606845907644,-0.000102855011893719,0.000189658290715568,9.32212114526934e-05,5.9408355320388e-05
"15",0.000358910406046902,-0.000231195730282537,0.000164059231860269,0.00113701339079308,0.000617034914896728,0.00080886232847208,-8.87223378374702e-05,0.000189658316649965,0.000216077100272857,0.000324247582962435
"16",0.000359182578984655,-0.000126333724621217,0.000165509766864182,0.00113701338996728,0.000617034943786231,0.000803041033939704,-7.77670910744937e-05,0.000189658310415656,9.4835290998206e-05,6.14034436096041e-05
"17",0.000359334395459547,-0.000209791447817258,0.000166406046097196,0.00113701339023654,0.000617034945695895,0.000798665361689677,-6.92748955310102e-05,0.000189658311934761,0.000214484226546575,0.000322267524083013
"18",0.000359419077802458,-0.00014336899559407,0.00016695985311386,0.001137013390198,0.000617034943262695,0.000795376315321525,-6.26919872032431e-05,0.000189658311568013,9.64072375735779e-05,6.33685862988625e-05
"19",0.000359466313118693,-0.000196233391966088,0.000167302048046468,0.00113701339021008,0.000617034943782482,0.000792904049257313,-5.75891039936072e-05,0.000189658311657115,0.000212932932191701,0.000320317185217194
"20",0.00035949266070218,-0.000154159600495886,0.000167513488798169,0.00113701339020829,0.000617034943806419,0.00079104572960836,-5.36334941393201e-05,0.000189658311635561,9.79381510382266e-05,6.53042328614832e-05
"21",0.000359507357230349,-0.000187645349887986,0.000167644137113558,0.00113701339020883,0.000617034943765412,0.000789648892929787,-5.05672179427991e-05,0.00018965831164079,0.000211422131853584,0.000318396120277634
