"","WMT","JNJ","PG","CVX","CAT","AA","AXP","KO","MRK","HD"
"1",-0.00154519621962884,0.00145590951165529,0.000239897687022239,0.000964488677723654,0.00103247069446894,-0.00186092602438716,0.000847600410264404,0.000918728933766019,0.000947527505926206,0.000438745580169295
"2",0.00134742411048793,0.00129339928048511,0.000944712922093567,0.000650887345356808,0.00174686278145196,0.0020294933207165,0.000710693877842499,0.000844622622566954,0.00193126655260449,0.00291807353018544
"3",0.000134997641023611,0.00126297674311342,0.000854914478446394,0.00132209881652883,0.00154606363805866,-0.000684079281943387,0.00063505971485535,0.000849687275785318,0.000189456522004082,0.00262405972051507
"4",0.00039862423927564,0.00124715833041647,0.000862900369342189,0.000846692642382158,0.00151976051224676,0.00189874455423015,0.00066464632907461,0.000859373368970587,0.0011919687183544,0.00205399647170843
"5",0.000433478896578254,0.0012331322290331,0.000858906445161081,0.00119224040473339,0.0015046479268027,-0.00058818054778529,0.000649529003686919,0.000866911226507516,0.000688853171980534,0.00179665785004024
"6",0.000371114577252139,0.00121949843756883,0.000856432767911302,0.000941324834758491,0.00149949489841452,0.00180727203697493,0.000657004745041306,0.000872347332297983,0.000933275557247649,0.00175318755435249
"7",0.000402674587103245,0.00120610117016065,0.000853818127772431,0.0011235309399129,0.00149749434115796,-0.000500098454903898,0.000653294540986349,0.000876226357674523,0.000815541343633768,0.00177261406710013
"8",0.000393769256157272,0.00119292034106173,0.000851266136209397,0.000991219422631431,0.00149674596866041,0.00172242954760333,0.000655135172196492,0.00087899001033141,0.000872121236627628,0.0017902750572183
"9",0.000394076243827529,0.00117995070877011,0.000848751046008506,0.00108729929039766,0.00149646312665089,-0.000418375664663547,0.000654221994667059,0.000880958553754947,0.000844947520981586,0.00179653250936923
"10",0.000395300669658382,0.00116718869901314,0.000846275331592243,0.00101752954425408,0.00149635653465937,0.0016437117210742,0.000654675039814842,0.000882360695414284,0.000857996054002416,0.00179695798287442
"11",0.000394524429679157,0.00115463096735136,0.000843838006919833,0.00106819382586118,0.00149631633224366,-0.000342552308038871,0.000654450275173283,0.000883359399038474,0.000851730577348735,0.00179614636697836
"12",0.000394792352713643,0.00114227424169812,0.000841438522163426,0.00103140324580842,0.00149630117280848,0.00157067640410822,0.000654561785342217,0.000884070745278163,0.000854739015081825,0.00179563967877418
"13",0.000394755744013067,0.00113011530439335,0.000839076284259442,0.00105811924251623,0.00149629545616851,-0.000272202513967212,0.000654506462949089,0.000884577415531149,0.000853294485518158,0.00179550242202644
"14",0.000394735175404762,0.00111815098950425,0.000836750715718209,0.00103871904607822,0.00149629330045446,0.00150291338572861,0.000654533909478928,0.000884938301309181,0.000853988089267303,0.00179551291952449
"15",0.000394753183949711,0.00110637818179802,0.000834461247231275,0.00105280677134446,0.00149629248754242,-0.000206931155031361,0.000654520292714402,0.000885195349248567,0.000853655049328807,0.00179554137414683
"16",0.000394745729990891,0.0010947938159086,0.000832207318423964,0.00104257677167352,0.00149629218099662,0.00144004206743127,0.000654527048259721,0.000885378436660546,0.000853814961372233,0.00179555491369063
"17",0.000394747315242945,0.00108339487553608,0.000829988377608507,0.00105000542969244,0.00149629206539941,-0.000146371627408678,0.000654523696700511,0.000885508844243285,0.000853738178205448,0.0017955574565708
"18",0.000394747550637162,0.00107217839266109,0.000827803881662506,0.0010446110052802,0.00149629202180816,0.00138170932548783,0.000654525359475107,0.000885601729589426,0.000853775046314594,0.00179555657184454
"19",0.000394747160288056,0.00106114144677195,0.000825653295894335,0.00104852824237272,0.00149629200537008,-9.01837917993884e-05,0.00065452453453985,0.00088566788899018,0.000853757343769531,0.00179555567391356
"20",0.000394747355105151,0.00105028116410427,0.000823536093912466,0.00104568368561071,0.00149629199917134,0.00132758752758713,0.000654524943806494,0.000885715012314686,0.00085376584380137,0.0017955553386521
"21",0.000394747300983257,0.00103959471689263,0.000821451757496607,0.0010477493004768,0.00149629199683382,-3.80520629965031e-05,0.000654524740761244,0.000885748576822333,0.000853761762436741,0.00179555530782588
