"","IBM","WMT","CAT","CVX","MRK","T","KO","HD","MCD","DIS"
"1",0.00175753730461717,0.000884635858917735,-3.886156829451e-05,0.0011854747982202,0.00102593182192239,0.000817103744095136,-0.001690397596201,-0.00114786441736546,0.00222402940675624,0.00164417493041897
"2",-0.000646485584772732,0.000890304755972496,-0.000792725493094144,0.000817216903234349,0.000711568536177543,0.000911192719746294,0.00182446879413559,0.00370082036409362,-0.000549809303185395,0.00138016236134006
"3",0.000597639872444914,0.000898560469392491,-0.000517648667368202,0.000758996423883434,0.000698558776589615,0.000878883600404193,-0.000242879148427731,-0.000705920424628089,0.000871449656058487,0.00131660011217583
"4",-2.25664975848485e-05,0.000894984843165925,-0.00059584786232592,0.000711586940201686,0.000718802710332955,0.000882499535382235,0.000879141445957081,0.00343398550816487,-1.44489295636907e-05,0.0012764642793115
"5",0.000286464714402039,0.000897073739091033,-0.000574886120622333,0.000676879617686352,0.000726972414741455,0.000881515682314043,0.000248358974447097,-0.000445765817301651,0.000529252950237631,0.00124767329453123
"6",0.000132484184984847,0.00089591631570519,-0.000580411842004061,0.000651393995759681,0.000728255443975655,0.000881645758315457,0.000597480537082337,0.00319082364436481,0.000195190879252898,0.00122683791864087
"7",0.000209207831802829,0.000896563057584371,-0.000578962466721713,0.000632681580072289,0.000728062710006969,0.000881615110443239,0.000402915410238221,-0.000217800096309444,0.000400428836080374,0.00121175133159648
"8",0.000170978855728281,0.00089620216744372,-0.00057934205724414,0.00061894224677325,0.000727893358962754,0.000881619626112483,0.000511016663197824,0.00297715133167744,0.000274335882992857,0.00120082696467547
"9",0.00019002715012383,0.000896403593341796,-0.000579242688484719,0.000608854331493967,0.000727848838017398,0.000881618655419587,0.000450874281722359,-1.75217998342079e-05,0.000351804135201394,0.00119291648990962
"10",0.000180535985132335,0.000896291174265635,-0.000579268697472202,0.000601447419330536,0.000727846509422603,0.000881618808968566,0.000484314752041582,0.00278942766752702,0.000304209641242748,0.00118718841242791
"11",0.00018526513363378,0.000896353917548681,-0.000579261890116341,0.00059600899659661,0.000727849204920439,0.000881618777861455,0.000465716240990157,0.000158434245716171,0.000333450469391727,0.00118304063711564
"12",0.000182908747924675,0.000896318899329381,-0.000579263671788539,0.00059201590997963,0.000727850339832376,0.000881618783017174,0.000476058932904926,0.00262450157834283,0.000315485659602413,0.00118003717913062
"13",0.000184082860686915,0.000896338443666404,-0.00057926320547779,0.000589084041401036,0.000727850527288545,0.000881618782012203,0.000470307033762176,0.000313021800924374,0.000326522774868706,0.00117786233618736
"14",0.000183497837287253,0.000896327535598893,-0.000579263327523502,0.00058693135747838,0.000727850503767772,0.000881618782183955,0.000473505774931216,0.00247960447720691,0.000319741856237771,0.00117628750415993
"15",0.000183789336016471,0.000896333623599584,-0.000579263295580961,0.000585350779104337,0.000727850480661289,0.000881618782151309,0.000471726875961789,0.000448835902449974,0.000323907877554934,0.00117514714783107
"16",0.000183644091383205,0.000896330225770193,-0.000579263303941155,0.000584190261310619,0.000727850474367488,0.000881618782157002,0.000472716161241546,0.00235230399963628,0.00032134838162825,0.00117432140099958
"17",0.000183716462208111,0.000896332122163633,-0.000579263301753075,0.000583338167183777,0.000727850473972402,0.000881618782155937,0.000472165996620969,0.000568156439917562,0.000322920869837017,0.00117372346699206
"18",0.000183680402106063,0.000896331063750256,-0.000579263302325752,0.000582712528865322,0.000727850474330208,0.000881618782156125,0.000472471955735785,0.00224046317285184,0.000321954773684672,0.00117329049520978
"19",0.00018369836971886,0.000896331654470964,-0.000579263302175867,0.000582253162589709,0.000727850474487651,0.00088161878215609,0.00047230180481707,0.000672986428126633,0.000322548318215164,0.00117297697471772
"20",0.000183689417023463,0.000896331324778461,-0.000579263302215096,0.000581915879260114,0.000727850474514931,0.000881618782156097,0.000472396429650454,0.00214220454276235,0.000322183659781507,0.00117274995045665
"21",0.00018369387786953,0.00089633150878614,-0.000579263302204829,0.000581668233643834,0.000727850474512118,0.000881618782156095,0.000472343806603649,0.000765085631341328,0.000322407696507322,0.00117258555924005
