"","JNJ","PG","CVX","BA","DIS","MRK","KO","HD","GS","T"
"1",-0.000489492291130221,-0.00175866484796579,-0.000175604806831962,0.000621366701027236,0.00178989969577154,0.00038548342056287,0.000256249322872527,-0.00086742910449992,-0.000803732723227658,0.000457895623706479
"2",-0.000222481158479702,0.00233315771795044,0.000197397226620178,0.000480809553761578,0.000748805998115037,0.00133315349150633,0.000670602895756072,-0.000650183969836124,0.00160713422885157,0.00023086708724972
"3",-0.000168415627550974,-0.00200205359668026,0.000296556612093782,0.000602174140705909,0.00148201368064975,0.000746976086932234,0.000467728750247001,-0.000565021973598313,-0.00085341538900681,0.000264725094678122
"4",-0.000131882234007751,0.00185493544180148,0.00038487218729699,0.000676632967234982,0.000815622294665809,0.00124357000911401,0.000418162076062512,-0.000500828796407933,0.00160223817656837,0.00026202416970788
"5",-9.79244260880376e-05,-0.00151273953115746,0.00044563684779112,0.000726341424482936,0.00141189853029299,0.000809935164777035,0.000374365604037439,-0.00044330683525884,-0.000849770544615026,0.00026295148169179
"6",-6.53539233760928e-05,0.00142110337243201,0.00048898781074138,0.000759399297568125,0.000877904984329111,0.00118950434762804,0.000349180471833232,-0.000390354294591239,0.00159857039566152,0.000263036491342702
"7",-3.40345831341431e-05,-0.00113410071531751,0.000519743308507856,0.000781387645833656,0.00135609901766368,0.000857197609469388,0.000333104329973904,-0.000341425497486876,-0.000846108896981601,0.000263097395673988
"8",-3.91226431282912e-06,0.00109125809104842,0.000541581430549126,0.000796013023909389,0.00092787263845718,0.00114813108334909,0.000323131344640065,-0.000296191622630457,0.00159491420948853,0.000263114840675579
"9",2.50592469432158e-05,-0.000846826660346077,0.000557085713005369,0.000805740983029868,0.00131135255058228,0.000893419478752883,0.000316897382103906,-0.000254370741733012,-0.000842458179223648,0.000263121489931503
"10",5.29239520253639e-05,0.000841067749774478,0.000568093413543669,0.000812211461045372,0.000967943430339982,0.00111641893769332,0.000313008541636181,-0.000215704972230969,0.0015912689516221,0.000263123763546754
"11",7.97241372369412e-05,-0.000628933689010173,0.000575908616090363,0.000816515250283858,0.0012754688575824,0.000921183392341474,0.000310581304527819,-0.00017995623579027,-0.000838818373090983,0.00026312457190459
"12",0.000105500470810023,0.000651302919248757,0.000581457224406358,0.000819377882961757,0.00100007754492266,0.00109211169131772,0.000309066554041848,-0.000146904459077727,0.00158763458906957,0.000263124855218153
"13",0.000130292067123497,-0.00046366590219257,0.000585396604341587,0.000821281941314639,0.00124669251841743,0.000942464334124223,0.000308121216513973,-0.000116346177064761,-0.000835189445977353,0.000263124955033862
"14",0.000154136546248451,0.000507369814671953,0.000588193470430298,0.000822548411246032,0.0010258469711689,0.00107348027267389,0.000307531248894772,-8.80932752399492e-05,0.00158401108926577,0.000263124990133415
"15",0.000177070091049421,-0.000338313351782698,0.000590179178849941,0.000823390794088287,0.00122361580510605,0.000958776100973352,0.000307163060019554,-6.19718309279396e-05,-0.000831571365366454,0.00026312500248455
"16",0.000199127502091285,0.000398199225049173,0.000591588984612443,0.000823951098628756,0.00104651233997327,0.0010591993559693,0.000306933279702093,-3.78210425516858e-05,0.001580398419743,0.000263125006829669
"17",0.000220342250447552,-0.000243235767804632,0.000592589913181938,0.000824323780932243,0.00120510981328399,0.000971279012755366,0.000306789877746277,-1.54922397399988e-05,-0.000827964098839166,0.00026312500835842
"18",0.000240746528491133,0.000315395358125582,0.000593300548666545,0.000824571667731833,0.0010630845936098,0.00104825308366322,0.000306700383049504,5.15203187698778e-06,0.00157679654813064,0.000263125008896265
"19",0.000260371298744736,-0.000171121184212769,0.000593805082963371,0.000824736547751184,0.00119026923660839,0.000980862450556723,0.0003066445309461,2.42388568263719e-05,-0.000824367614073267,0.000263125009085492
"20",0.000279246340865027,0.000252590161220628,0.000594163290317474,0.000824846216441999,0.00107637444065745,0.00103986280453217,0.000306609674607621,4.18857321149472e-05,0.0015732054421548,0.000263125009152066
"21",0.000297400296831841,-0.000116423610410025,0.000594417609021556,0.000824919161737569,0.00117836807950305,0.000988208121844638,0.000306587921365409,5.82012905316226e-05,-0.000820781878843145,0.000263125009175488
