"","HD","PFE","PG","XOM","MRK","CVX","VZ","WMT","MCD","KO"
"1",-0.00211713711727485,-0.000666804510963006,0.00265071828408347,0.00126403625834411,0.000826039208453049,-4.99254575742651e-05,0.00175224520028348,0.00291426784723623,0.000866270066497924,-0.00190227903938788
"2",0.00142095600569781,0.00113513160272902,0.00237704190530716,-0.00245800650267757,0.00193953703691216,0.00260993232868298,0.00165735784689267,-0.000161149175223565,0.00359550991861147,0.000135126469112816
"3",0.00173198545257226,-0.000261677528941882,0.00208573135286109,-0.00093783541633418,0.00060563075953628,-0.000526224453465577,0.00156800037945266,0.000474486847168637,0.000972855149099729,0.000726225414981095
"4",0.00150402363578873,0.00050266981482303,0.00185719117234482,-0.000773518241103153,0.000416033409534211,-0.000398593394663086,0.00148545748703111,0.000487388269072967,0.000682600524103925,0.000870317914697878
"5",0.00128793079064784,2.6578881561574e-05,0.00167832980122177,-0.000647795412950116,0.000547157133222888,-0.000181242283773507,0.00140921523021639,0.000567209958374838,0.00126226741018845,0.000897177337961708
"6",0.00115206556779921,0.000308243181132227,0.00153835146588505,-0.000607691764396768,0.000574284218723484,-0.000213017082501303,0.00133879269206341,0.000614317376083715,0.00126095326612467,0.000899216040346948
"7",0.00107624275365791,0.000138242011510709,0.00142880332709758,-0.000590782540987319,0.000561850631048528,-0.000225718123887773,0.00127374564228738,0.000650347956090809,0.00113983915383239,0.000897977130030322
"8",0.00103594264972993,0.000240047455368344,0.00134307009802357,-0.000584377726261253,0.000558309175543911,-0.00022207412322753,0.00121366375947659,0.000676316949587026,0.00115307435533028,0.000897122908441942
"9",0.0010149992846598,0.000178894417548857,0.00127597460330606,-0.000581855204690732,0.000559436118445161,-0.000221516071751137,0.00115816804284502,0.000695270900653982,0.00117699272254945,0.000896765402037368
"10",0.00100423356024929,0.000215584257244828,0.00122346514507137,-0.000580876026673888,0.000559871804377362,-0.00022184139577597,0.00110690842146882,0.000709067342241223,0.00117166470039258,0.000896645163966044
"11",0.000998729565307904,0.000193561255234739,0.00118237083291661,-0.00058049389435263,0.000559775821785691,-0.000221848892575107,0.00105956154601398,0.000719115518765504,0.00116723160228681,0.000896610870396677
"12",0.000995923342796668,0.000206778103416354,0.00115021010324528,-0.000580345059265109,0.000559724512803086,-0.000221824209500621,0.00101582874902581,0.000726432856166429,0.00116882049984648,0.000896602688725226
"13",0.00099449457302438,0.000198845599642505,0.00112504086500382,-0.000580287047641623,0.000559731925009568,-0.000221826201653442,0.000975434160913384,0.000731761670442614,0.00116957778899508,0.000896601227573271
"14",0.000993767638778486,0.000203606406417672,0.00110534322256444,-0.000580264442509236,0.000559737758474501,-0.000221827810553873,0.000938122969744566,0.000735642330295681,0.00116916438654385,0.000896601146693702
"15",0.000993397920077582,0.000200749108269511,0.00108992769373725,-0.000580255633184958,0.000559737286564313,-0.000221827498366024,0.000903659813874246,0.000738468388555264,0.00116905021458851,0.000896601230468321
"16",0.000993209915749425,0.000202463968437274,0.00107786338046965,-0.000580252200277862,0.000559736643255726,-0.000221827412280487,0.000871827297266343,0.000740526441426999,0.0011691489075614,0.000896601283243402
"17",0.000993114323313083,0.000201434761773384,0.00106842175467462,-0.000580250862489377,0.00055973665869717,-0.000221827444095253,0.000842424618144172,0.000742025200998374,0.00116916222901117,0.000896601304697601
"18",0.000993065720834263,0.000202052459756614,0.00106103266458088,-0.000580250341161851,0.000559736727674902,-0.00022182744714442,0.000815266302318563,0.000743116659947728,0.00116914015889599,0.000896601311780767
"19",0.000993041010268091,0.000201681736451959,0.00105524990495889,-0.000580250138003503,0.000559736729743694,-0.000221827444491936,0.000790181033203499,0.000743911505674844,0.00116913973401726,0.000896601313766528
"20",0.000993028447031001,0.000201904233139128,0.00105072427211081,-0.000580250058833915,0.000559736722547697,-0.00022182744454112,0.00076701057113892,0.000744490345337048,0.00116914439611053,0.000896601314229711
"21",0.000993022059726062,0.000201770697488402,0.00104718247649514,-0.000580250027981993,0.000559736721942067,-0.000221827444731005,0.000745608755203696,0.000744911880413795,0.0011691439861004,0.000896601314308551
